parish,office,district,party,candidate,votes
St. Bernard,Attorney General,,R,Royal Alexander,2590
St. Bernard,Attorney General,,D,"James D. ""Buddy"" Caldwell",7978
St. Charles,Attorney General,,R,Royal Alexander,2436
St. Charles,Attorney General,,D,"James D. ""Buddy"" Caldwell",5747
St. Helena,Attorney General,,R,Royal Alexander,509
St. Helena,Attorney General,,D,"James D. ""Buddy"" Caldwell",2475
St. James,Attorney General,,R,Royal Alexander,1586
St. James,Attorney General,,D,"James D. ""Buddy"" Caldwell",6555
St. John The Baptist,Attorney General,,R,Royal Alexander,3008
St. John The Baptist,Attorney General,,D,"James D. ""Buddy"" Caldwell",8816
St. Landry,Attorney General,,R,Royal Alexander,3044
St. Landry,Attorney General,,D,"James D. ""Buddy"" Caldwell",6913
St. Martin,Attorney General,,R,Royal Alexander,2734
St. Martin,Attorney General,,D,"James D. ""Buddy"" Caldwell",6269
St. Mary,Attorney General,,R,Royal Alexander,3058
St. Mary,Attorney General,,D,"James D. ""Buddy"" Caldwell",6118
St. Tammany,Attorney General,,R,Royal Alexander,10023
St. Tammany,Attorney General,,D,"James D. ""Buddy"" Caldwell",14068
Tangipahoa,Attorney General,,R,Royal Alexander,5271
Tangipahoa,Attorney General,,D,"James D. ""Buddy"" Caldwell",14278
Tensas,Attorney General,,R,Royal Alexander,274
Tensas,Attorney General,,D,"James D. ""Buddy"" Caldwell",651
Terrebonne,Attorney General,,R,Royal Alexander,7196
Terrebonne,Attorney General,,D,"James D. ""Buddy"" Caldwell",14031
Union,Attorney General,,R,Royal Alexander,1815
Union,Attorney General,,D,"James D. ""Buddy"" Caldwell",1981
Vermilion,Attorney General,,R,Royal Alexander,2612
Vermilion,Attorney General,,D,"James D. ""Buddy"" Caldwell",4234
Vernon,Attorney General,,R,Royal Alexander,3340
Vernon,Attorney General,,D,"James D. ""Buddy"" Caldwell",4793
Washington,Attorney General,,R,Royal Alexander,2946
Washington,Attorney General,,D,"James D. ""Buddy"" Caldwell",8186
Webster,Attorney General,,R,Royal Alexander,1234
Webster,Attorney General,,D,"James D. ""Buddy"" Caldwell",1764
West Baton Rouge,Attorney General,,R,Royal Alexander,639
West Baton Rouge,Attorney General,,D,"James D. ""Buddy"" Caldwell",2069
West Carroll,Attorney General,,R,Royal Alexander,1140
West Carroll,Attorney General,,D,"James D. ""Buddy"" Caldwell",2154
West Feliciana,Attorney General,,R,Royal Alexander,617
West Feliciana,Attorney General,,D,"James D. ""Buddy"" Caldwell",1701
Winn,Attorney General,,R,Royal Alexander,2138
Winn,Attorney General,,D,"James D. ""Buddy"" Caldwell",3255
