parish,precinct,office,district,party,candidate,votes
Orleans,03 05,State Senate,4,O,Clayton J. Joffrion,4
Orleans,03 05,State Senate,4,D,"Edwin R. ""Ed"" Murray",30
Orleans,03 05,State Senate,4,O,Adam D. Wilson,0
Orleans,03 09,State Senate,4,O,Clayton J. Joffrion,3
Orleans,03 09,State Senate,4,D,"Edwin R. ""Ed"" Murray",37
Orleans,03 09,State Senate,4,O,Adam D. Wilson,4
Orleans,03 14,State Senate,4,O,Clayton J. Joffrion,3
Orleans,03 14,State Senate,4,D,"Edwin R. ""Ed"" Murray",32
Orleans,03 14,State Senate,4,O,Adam D. Wilson,4
Orleans,03 20,State Senate,4,O,Clayton J. Joffrion,3
Orleans,03 20,State Senate,4,D,"Edwin R. ""Ed"" Murray",23
Orleans,03 20,State Senate,4,O,Adam D. Wilson,4
Orleans,04 02,State Senate,4,O,Clayton J. Joffrion,3
Orleans,04 02,State Senate,4,D,"Edwin R. ""Ed"" Murray",33
Orleans,04 02,State Senate,4,O,Adam D. Wilson,4
Orleans,04 03,State Senate,4,O,Clayton J. Joffrion,2
Orleans,04 03,State Senate,4,D,"Edwin R. ""Ed"" Murray",26
Orleans,04 03,State Senate,4,O,Adam D. Wilson,2
Orleans,04 04,State Senate,4,O,Clayton J. Joffrion,3
Orleans,04 04,State Senate,4,D,"Edwin R. ""Ed"" Murray",42
Orleans,04 04,State Senate,4,O,Adam D. Wilson,1
Orleans,04 05,State Senate,4,O,Clayton J. Joffrion,1
Orleans,04 05,State Senate,4,D,"Edwin R. ""Ed"" Murray",10
Orleans,04 05,State Senate,4,O,Adam D. Wilson,4
Orleans,04 06,State Senate,4,O,Clayton J. Joffrion,0
Orleans,04 06,State Senate,4,D,"Edwin R. ""Ed"" Murray",9
Orleans,04 06,State Senate,4,O,Adam D. Wilson,1
Orleans,04 07,State Senate,4,O,Clayton J. Joffrion,2
Orleans,04 07,State Senate,4,D,"Edwin R. ""Ed"" Murray",26
Orleans,04 07,State Senate,4,O,Adam D. Wilson,3
Orleans,04 08,State Senate,4,O,Clayton J. Joffrion,2
Orleans,04 08,State Senate,4,D,"Edwin R. ""Ed"" Murray",40
Orleans,04 08,State Senate,4,O,Adam D. Wilson,6
Orleans,04 09,State Senate,4,O,Clayton J. Joffrion,7
Orleans,04 09,State Senate,4,D,"Edwin R. ""Ed"" Murray",59
Orleans,04 09,State Senate,4,O,Adam D. Wilson,10
Orleans,04 10,State Senate,4,O,Clayton J. Joffrion,9
Orleans,04 10,State Senate,4,D,"Edwin R. ""Ed"" Murray",38
Orleans,04 10,State Senate,4,O,Adam D. Wilson,1
Orleans,04 10A,State Senate,4,O,Clayton J. Joffrion,6
Orleans,04 10A,State Senate,4,D,"Edwin R. ""Ed"" Murray",31
Orleans,04 10A,State Senate,4,O,Adam D. Wilson,1
Orleans,04 11,State Senate,4,O,Clayton J. Joffrion,9
Orleans,04 11,State Senate,4,D,"Edwin R. ""Ed"" Murray",49
Orleans,04 11,State Senate,4,O,Adam D. Wilson,3
Orleans,04 14,State Senate,4,O,Clayton J. Joffrion,20
Orleans,04 14,State Senate,4,D,"Edwin R. ""Ed"" Murray",108
Orleans,04 14,State Senate,4,O,Adam D. Wilson,12
Orleans,04 14A,State Senate,4,O,Clayton J. Joffrion,17
Orleans,04 14A,State Senate,4,D,"Edwin R. ""Ed"" Murray",30
Orleans,04 14A,State Senate,4,O,Adam D. Wilson,0
Orleans,04 15,State Senate,4,O,Clayton J. Joffrion,3
Orleans,04 15,State Senate,4,D,"Edwin R. ""Ed"" Murray",29
Orleans,04 15,State Senate,4,O,Adam D. Wilson,5
Orleans,04 16,State Senate,4,O,Clayton J. Joffrion,8
Orleans,04 16,State Senate,4,D,"Edwin R. ""Ed"" Murray",22
Orleans,04 16,State Senate,4,O,Adam D. Wilson,3
Orleans,04 16A,State Senate,4,O,Clayton J. Joffrion,5
Orleans,04 16A,State Senate,4,D,"Edwin R. ""Ed"" Murray",39
Orleans,04 16A,State Senate,4,O,Adam D. Wilson,4
Orleans,04 17,State Senate,4,O,Clayton J. Joffrion,11
Orleans,04 17,State Senate,4,D,"Edwin R. ""Ed"" Murray",69
Orleans,04 17,State Senate,4,O,Adam D. Wilson,2
Orleans,04 17A,State Senate,4,O,Clayton J. Joffrion,9
Orleans,04 17A,State Senate,4,D,"Edwin R. ""Ed"" Murray",73
Orleans,04 17A,State Senate,4,O,Adam D. Wilson,10
Orleans,04 18,State Senate,4,O,Clayton J. Joffrion,20
Orleans,04 18,State Senate,4,D,"Edwin R. ""Ed"" Murray",81
Orleans,04 18,State Senate,4,O,Adam D. Wilson,7
Orleans,04 18A,State Senate,4,O,Clayton J. Joffrion,8
Orleans,04 18A,State Senate,4,D,"Edwin R. ""Ed"" Murray",70
Orleans,04 18A,State Senate,4,O,Adam D. Wilson,2
Orleans,04 19,State Senate,4,O,Clayton J. Joffrion,13
Orleans,04 19,State Senate,4,D,"Edwin R. ""Ed"" Murray",61
Orleans,04 19,State Senate,4,O,Adam D. Wilson,6
Orleans,04 20,State Senate,4,O,Clayton J. Joffrion,9
Orleans,04 20,State Senate,4,D,"Edwin R. ""Ed"" Murray",36
Orleans,04 20,State Senate,4,O,Adam D. Wilson,0
Orleans,04 20A,State Senate,4,O,Clayton J. Joffrion,7
Orleans,04 20A,State Senate,4,D,"Edwin R. ""Ed"" Murray",35
Orleans,04 20A,State Senate,4,O,Adam D. Wilson,4
Orleans,04 21,State Senate,4,O,Clayton J. Joffrion,7
Orleans,04 21,State Senate,4,D,"Edwin R. ""Ed"" Murray",37
Orleans,04 21,State Senate,4,O,Adam D. Wilson,5
Orleans,04 21A,State Senate,4,O,Clayton J. Joffrion,7
Orleans,04 21A,State Senate,4,D,"Edwin R. ""Ed"" Murray",28
Orleans,04 21A,State Senate,4,O,Adam D. Wilson,1
Orleans,04 22,State Senate,4,O,Clayton J. Joffrion,11
Orleans,04 22,State Senate,4,D,"Edwin R. ""Ed"" Murray",75
Orleans,04 22,State Senate,4,O,Adam D. Wilson,4
Orleans,04 23,State Senate,4,O,Clayton J. Joffrion,16
Orleans,04 23,State Senate,4,D,"Edwin R. ""Ed"" Murray",95
Orleans,04 23,State Senate,4,O,Adam D. Wilson,11
Orleans,05 01,State Senate,4,O,Clayton J. Joffrion,5
Orleans,05 01,State Senate,4,D,"Edwin R. ""Ed"" Murray",18
Orleans,05 01,State Senate,4,O,Adam D. Wilson,2
Orleans,05 02,State Senate,4,O,Clayton J. Joffrion,2
Orleans,05 02,State Senate,4,D,"Edwin R. ""Ed"" Murray",18
Orleans,05 02,State Senate,4,O,Adam D. Wilson,4
Orleans,05 03,State Senate,4,O,Clayton J. Joffrion,8
Orleans,05 03,State Senate,4,D,"Edwin R. ""Ed"" Murray",36
Orleans,05 03,State Senate,4,O,Adam D. Wilson,8
Orleans,05 04,State Senate,4,O,Clayton J. Joffrion,0
Orleans,05 04,State Senate,4,D,"Edwin R. ""Ed"" Murray",11
Orleans,05 04,State Senate,4,O,Adam D. Wilson,0
Orleans,05 05,State Senate,4,O,Clayton J. Joffrion,2
Orleans,05 05,State Senate,4,D,"Edwin R. ""Ed"" Murray",28
Orleans,05 05,State Senate,4,O,Adam D. Wilson,0
Orleans,05 06,State Senate,4,O,Clayton J. Joffrion,1
Orleans,05 06,State Senate,4,D,"Edwin R. ""Ed"" Murray",37
Orleans,05 06,State Senate,4,O,Adam D. Wilson,4
Orleans,05 07,State Senate,4,O,Clayton J. Joffrion,5
Orleans,05 07,State Senate,4,D,"Edwin R. ""Ed"" Murray",69
Orleans,05 07,State Senate,4,O,Adam D. Wilson,1
Orleans,05 08,State Senate,4,O,Clayton J. Joffrion,2
Orleans,05 08,State Senate,4,D,"Edwin R. ""Ed"" Murray",23
Orleans,05 08,State Senate,4,O,Adam D. Wilson,0
Orleans,05 09,State Senate,4,O,Clayton J. Joffrion,2
Orleans,05 09,State Senate,4,D,"Edwin R. ""Ed"" Murray",34
Orleans,05 09,State Senate,4,O,Adam D. Wilson,4
Orleans,05 10,State Senate,4,O,Clayton J. Joffrion,2
Orleans,05 10,State Senate,4,D,"Edwin R. ""Ed"" Murray",29
Orleans,05 10,State Senate,4,O,Adam D. Wilson,1
Orleans,05 11,State Senate,4,O,Clayton J. Joffrion,4
Orleans,05 11,State Senate,4,D,"Edwin R. ""Ed"" Murray",40
Orleans,05 11,State Senate,4,O,Adam D. Wilson,7
Orleans,05 12,State Senate,4,O,Clayton J. Joffrion,4
Orleans,05 12,State Senate,4,D,"Edwin R. ""Ed"" Murray",39
Orleans,05 12,State Senate,4,O,Adam D. Wilson,2
Orleans,05 13,State Senate,4,O,Clayton J. Joffrion,8
Orleans,05 13,State Senate,4,D,"Edwin R. ""Ed"" Murray",55
Orleans,05 13,State Senate,4,O,Adam D. Wilson,14
Orleans,05 14,State Senate,4,O,Clayton J. Joffrion,4
Orleans,05 14,State Senate,4,D,"Edwin R. ""Ed"" Murray",31
Orleans,05 14,State Senate,4,O,Adam D. Wilson,5
Orleans,05 15,State Senate,4,O,Clayton J. Joffrion,4
Orleans,05 15,State Senate,4,D,"Edwin R. ""Ed"" Murray",53
Orleans,05 15,State Senate,4,O,Adam D. Wilson,6
Orleans,05 16,State Senate,4,O,Clayton J. Joffrion,7
Orleans,05 16,State Senate,4,D,"Edwin R. ""Ed"" Murray",29
Orleans,05 16,State Senate,4,O,Adam D. Wilson,4
Orleans,06 02,State Senate,4,O,Clayton J. Joffrion,16
Orleans,06 02,State Senate,4,D,"Edwin R. ""Ed"" Murray",71
Orleans,06 02,State Senate,4,O,Adam D. Wilson,9
Orleans,06 04,State Senate,4,O,Clayton J. Joffrion,5
Orleans,06 04,State Senate,4,D,"Edwin R. ""Ed"" Murray",48
Orleans,06 04,State Senate,4,O,Adam D. Wilson,2
Orleans,06 05,State Senate,4,O,Clayton J. Joffrion,0
Orleans,06 05,State Senate,4,D,"Edwin R. ""Ed"" Murray",37
Orleans,06 05,State Senate,4,O,Adam D. Wilson,2
Orleans,06 06,State Senate,4,O,Clayton J. Joffrion,9
Orleans,06 06,State Senate,4,D,"Edwin R. ""Ed"" Murray",62
Orleans,06 06,State Senate,4,O,Adam D. Wilson,2
Orleans,06 07,State Senate,4,O,Clayton J. Joffrion,3
Orleans,06 07,State Senate,4,D,"Edwin R. ""Ed"" Murray",51
Orleans,06 07,State Senate,4,O,Adam D. Wilson,3
Orleans,06 08,State Senate,4,O,Clayton J. Joffrion,3
Orleans,06 08,State Senate,4,D,"Edwin R. ""Ed"" Murray",50
Orleans,06 08,State Senate,4,O,Adam D. Wilson,3
Orleans,06 09,State Senate,4,O,Clayton J. Joffrion,12
Orleans,06 09,State Senate,4,D,"Edwin R. ""Ed"" Murray",69
Orleans,06 09,State Senate,4,O,Adam D. Wilson,7
Orleans,07 01,State Senate,4,O,Clayton J. Joffrion,11
Orleans,07 01,State Senate,4,D,"Edwin R. ""Ed"" Murray",44
Orleans,07 01,State Senate,4,O,Adam D. Wilson,7
Orleans,07 02,State Senate,4,O,Clayton J. Joffrion,3
Orleans,07 02,State Senate,4,D,"Edwin R. ""Ed"" Murray",24
Orleans,07 02,State Senate,4,O,Adam D. Wilson,5
Orleans,07 04,State Senate,4,O,Clayton J. Joffrion,1
Orleans,07 04,State Senate,4,D,"Edwin R. ""Ed"" Murray",45
Orleans,07 04,State Senate,4,O,Adam D. Wilson,1
Orleans,07 04A,State Senate,4,O,Clayton J. Joffrion,2
Orleans,07 04A,State Senate,4,D,"Edwin R. ""Ed"" Murray",35
Orleans,07 04A,State Senate,4,O,Adam D. Wilson,3
Orleans,07 05,State Senate,4,O,Clayton J. Joffrion,3
Orleans,07 05,State Senate,4,D,"Edwin R. ""Ed"" Murray",37
Orleans,07 05,State Senate,4,O,Adam D. Wilson,2
Orleans,07 06,State Senate,4,O,Clayton J. Joffrion,2
Orleans,07 06,State Senate,4,D,"Edwin R. ""Ed"" Murray",47
Orleans,07 06,State Senate,4,O,Adam D. Wilson,1
Orleans,07 07,State Senate,4,O,Clayton J. Joffrion,3
Orleans,07 07,State Senate,4,D,"Edwin R. ""Ed"" Murray",52
Orleans,07 07,State Senate,4,O,Adam D. Wilson,4
Orleans,07 08,State Senate,4,O,Clayton J. Joffrion,3
Orleans,07 08,State Senate,4,D,"Edwin R. ""Ed"" Murray",47
Orleans,07 08,State Senate,4,O,Adam D. Wilson,0
Orleans,07 09,State Senate,4,O,Clayton J. Joffrion,0
Orleans,07 09,State Senate,4,D,"Edwin R. ""Ed"" Murray",53
Orleans,07 09,State Senate,4,O,Adam D. Wilson,0
Orleans,07 09A,State Senate,4,O,Clayton J. Joffrion,2
Orleans,07 09A,State Senate,4,D,"Edwin R. ""Ed"" Murray",64
Orleans,07 09A,State Senate,4,O,Adam D. Wilson,3
Orleans,07 10,State Senate,4,O,Clayton J. Joffrion,4
Orleans,07 10,State Senate,4,D,"Edwin R. ""Ed"" Murray",62
Orleans,07 10,State Senate,4,O,Adam D. Wilson,1
Orleans,07 11,State Senate,4,O,Clayton J. Joffrion,5
Orleans,07 11,State Senate,4,D,"Edwin R. ""Ed"" Murray",82
Orleans,07 11,State Senate,4,O,Adam D. Wilson,1
Orleans,07 12,State Senate,4,O,Clayton J. Joffrion,4
Orleans,07 12,State Senate,4,D,"Edwin R. ""Ed"" Murray",57
Orleans,07 12,State Senate,4,O,Adam D. Wilson,3
Orleans,07 13,State Senate,4,O,Clayton J. Joffrion,3
Orleans,07 13,State Senate,4,D,"Edwin R. ""Ed"" Murray",85
Orleans,07 13,State Senate,4,O,Adam D. Wilson,3
Orleans,07 14,State Senate,4,O,Clayton J. Joffrion,4
Orleans,07 14,State Senate,4,D,"Edwin R. ""Ed"" Murray",60
Orleans,07 14,State Senate,4,O,Adam D. Wilson,3
Orleans,07 15,State Senate,4,O,Clayton J. Joffrion,2
Orleans,07 15,State Senate,4,D,"Edwin R. ""Ed"" Murray",59
Orleans,07 15,State Senate,4,O,Adam D. Wilson,2
Orleans,07 16,State Senate,4,O,Clayton J. Joffrion,6
Orleans,07 16,State Senate,4,D,"Edwin R. ""Ed"" Murray",68
Orleans,07 16,State Senate,4,O,Adam D. Wilson,4
Orleans,07 17,State Senate,4,O,Clayton J. Joffrion,2
Orleans,07 17,State Senate,4,D,"Edwin R. ""Ed"" Murray",45
Orleans,07 17,State Senate,4,O,Adam D. Wilson,4
Orleans,07 18,State Senate,4,O,Clayton J. Joffrion,9
Orleans,07 18,State Senate,4,D,"Edwin R. ""Ed"" Murray",128
Orleans,07 18,State Senate,4,O,Adam D. Wilson,3
Orleans,07 19,State Senate,4,O,Clayton J. Joffrion,2
Orleans,07 19,State Senate,4,D,"Edwin R. ""Ed"" Murray",86
Orleans,07 19,State Senate,4,O,Adam D. Wilson,1
Orleans,07 20,State Senate,4,O,Clayton J. Joffrion,0
Orleans,07 20,State Senate,4,D,"Edwin R. ""Ed"" Murray",69
Orleans,07 20,State Senate,4,O,Adam D. Wilson,1
Orleans,07 20A,State Senate,4,O,Clayton J. Joffrion,2
Orleans,07 20A,State Senate,4,D,"Edwin R. ""Ed"" Murray",60
Orleans,07 20A,State Senate,4,O,Adam D. Wilson,0
Orleans,07 21,State Senate,4,O,Clayton J. Joffrion,3
Orleans,07 21,State Senate,4,D,"Edwin R. ""Ed"" Murray",67
Orleans,07 21,State Senate,4,O,Adam D. Wilson,2
Orleans,07 22,State Senate,4,O,Clayton J. Joffrion,5
Orleans,07 22,State Senate,4,D,"Edwin R. ""Ed"" Murray",75
Orleans,07 22,State Senate,4,O,Adam D. Wilson,2
Orleans,07 23,State Senate,4,O,Clayton J. Joffrion,4
Orleans,07 23,State Senate,4,D,"Edwin R. ""Ed"" Murray",139
Orleans,07 23,State Senate,4,O,Adam D. Wilson,2
Orleans,07 24,State Senate,4,O,Clayton J. Joffrion,1
Orleans,07 24,State Senate,4,D,"Edwin R. ""Ed"" Murray",58
Orleans,07 24,State Senate,4,O,Adam D. Wilson,4
Orleans,07 25,State Senate,4,O,Clayton J. Joffrion,8
Orleans,07 25,State Senate,4,D,"Edwin R. ""Ed"" Murray",133
Orleans,07 25,State Senate,4,O,Adam D. Wilson,1
Orleans,07 26,State Senate,4,O,Clayton J. Joffrion,2
