parish,precinct,office,district,party,candidate,votes
Lafayette,00 030A,State House,45,R,"Steven G. ""Buzz"" Durio",49
Lafayette,00 030A,State House,45,O,Joel Robideaux,59
Lafayette,00 030B,State House,45,R,"Steven G. ""Buzz"" Durio",2
Lafayette,00 030B,State House,45,O,Joel Robideaux,1
Lafayette,00 033,State House,45,R,"Steven G. ""Buzz"" Durio",102
Lafayette,00 033,State House,45,O,Joel Robideaux,105
Lafayette,00 034,State House,45,R,"Steven G. ""Buzz"" Durio",48
Lafayette,00 034,State House,45,O,Joel Robideaux,54
Lafayette,00 035,State House,45,R,"Steven G. ""Buzz"" Durio",46
Lafayette,00 035,State House,45,O,Joel Robideaux,60
Lafayette,00 036,State House,45,R,"Steven G. ""Buzz"" Durio",60
Lafayette,00 036,State House,45,O,Joel Robideaux,80
Lafayette,00 038,State House,45,R,"Steven G. ""Buzz"" Durio",84
Lafayette,00 038,State House,45,O,Joel Robideaux,91
Lafayette,00 039,State House,45,R,"Steven G. ""Buzz"" Durio",23
Lafayette,00 039,State House,45,O,Joel Robideaux,38
Lafayette,00 040,State House,45,R,"Steven G. ""Buzz"" Durio",66
Lafayette,00 040,State House,45,O,Joel Robideaux,85
Lafayette,00 041,State House,45,R,"Steven G. ""Buzz"" Durio",40
Lafayette,00 041,State House,45,O,Joel Robideaux,52
Lafayette,00 042,State House,45,R,"Steven G. ""Buzz"" Durio",63
Lafayette,00 042,State House,45,O,Joel Robideaux,47
Lafayette,00 043,State House,45,R,"Steven G. ""Buzz"" Durio",71
Lafayette,00 043,State House,45,O,Joel Robideaux,75
Lafayette,00 044,State House,45,R,"Steven G. ""Buzz"" Durio",44
Lafayette,00 044,State House,45,O,Joel Robideaux,58
Lafayette,00 045,State House,45,R,"Steven G. ""Buzz"" Durio",81
Lafayette,00 045,State House,45,O,Joel Robideaux,72
Lafayette,00 046,State House,45,R,"Steven G. ""Buzz"" Durio",59
Lafayette,00 046,State House,45,O,Joel Robideaux,70
Lafayette,00 047,State House,45,R,"Steven G. ""Buzz"" Durio",54
Lafayette,00 047,State House,45,O,Joel Robideaux,179
Lafayette,00 048,State House,45,R,"Steven G. ""Buzz"" Durio",70
Lafayette,00 048,State House,45,O,Joel Robideaux,93
Lafayette,00 049,State House,45,R,"Steven G. ""Buzz"" Durio",188
Lafayette,00 049,State House,45,O,Joel Robideaux,155
Lafayette,00 069,State House,45,R,"Steven G. ""Buzz"" Durio",61
Lafayette,00 069,State House,45,O,Joel Robideaux,64
Lafayette,00 070,State House,45,R,"Steven G. ""Buzz"" Durio",79
Lafayette,00 070,State House,45,O,Joel Robideaux,102
Lafayette,00 073,State House,45,R,"Steven G. ""Buzz"" Durio",102
Lafayette,00 073,State House,45,O,Joel Robideaux,109
Lafayette,00 074,State House,45,R,"Steven G. ""Buzz"" Durio",99
Lafayette,00 074,State House,45,O,Joel Robideaux,103
Lafayette,00 075,State House,45,R,"Steven G. ""Buzz"" Durio",63
Lafayette,00 075,State House,45,O,Joel Robideaux,81
Lafayette,00 076,State House,45,R,"Steven G. ""Buzz"" Durio",120
Lafayette,00 076,State House,45,O,Joel Robideaux,175
Lafayette,00 077,State House,45,R,"Steven G. ""Buzz"" Durio",65
Lafayette,00 077,State House,45,O,Joel Robideaux,127
Lafayette,00 078,State House,45,R,"Steven G. ""Buzz"" Durio",159
Lafayette,00 078,State House,45,O,Joel Robideaux,273
Lafayette,00 079,State House,45,R,"Steven G. ""Buzz"" Durio",107
Lafayette,00 079,State House,45,O,Joel Robideaux,118
Lafayette,00 090,State House,45,R,"Steven G. ""Buzz"" Durio",105
Lafayette,00 090,State House,45,O,Joel Robideaux,104
Lafayette,Early Voting,State House,45,R,"Steven G. ""Buzz"" Durio",113
Lafayette,Early Voting,State House,45,O,Joel Robideaux,121
