parish,office,district,party,candidate,votes
Calcasieu,Secretary of State,,L,Rayburn Clipper,439
Calcasieu,Secretary of State,,N,"James ""Jim"" Crowley III",730
Calcasieu,Secretary of State,,R,"""Jay"" Dardenne",3498
Calcasieu,Secretary of State,,R,"""Mike"" Francis",7980
Calcasieu,Secretary of State,,D,Francis C. Heitmeier,6923
Calcasieu,Secretary of State,,R,"Allen ""Al"" Leone",343
Caldwell,Secretary of State,,R,Mary Chehardy,82
Caldwell,Secretary of State,,L,Rayburn Clipper,28
Caldwell,Secretary of State,,N,"James ""Jim"" Crowley III",110
Caldwell,Secretary of State,,R,"""Jay"" Dardenne",340
Caldwell,Secretary of State,,R,"""Mike"" Francis",593
Caldwell,Secretary of State,,D,Francis C. Heitmeier,298
Caldwell,Secretary of State,,R,"Allen ""Al"" Leone",21
Cameron,Secretary of State,,R,Mary Chehardy,71
Cameron,Secretary of State,,L,Rayburn Clipper,23
Cameron,Secretary of State,,N,"James ""Jim"" Crowley III",49
Cameron,Secretary of State,,R,"""Jay"" Dardenne",109
Cameron,Secretary of State,,R,"""Mike"" Francis",867
Cameron,Secretary of State,,D,Francis C. Heitmeier,238
Cameron,Secretary of State,,R,"Allen ""Al"" Leone",16
Catahoula,Secretary of State,,R,Mary Chehardy,164
Catahoula,Secretary of State,,L,Rayburn Clipper,49
Catahoula,Secretary of State,,N,"James ""Jim"" Crowley III",102
Catahoula,Secretary of State,,R,"""Jay"" Dardenne",263
Catahoula,Secretary of State,,R,"""Mike"" Francis",1100
Catahoula,Secretary of State,,D,Francis C. Heitmeier,744
Catahoula,Secretary of State,,R,"Allen ""Al"" Leone",57
Claiborne,Secretary of State,,R,Mary Chehardy,215
Claiborne,Secretary of State,,L,Rayburn Clipper,38
Claiborne,Secretary of State,,N,"James ""Jim"" Crowley III",156
Claiborne,Secretary of State,,R,"""Jay"" Dardenne",439
Claiborne,Secretary of State,,R,"""Mike"" Francis",809
Claiborne,Secretary of State,,D,Francis C. Heitmeier,672
Claiborne,Secretary of State,,R,"Allen ""Al"" Leone",62
Concordia,Secretary of State,,R,Mary Chehardy,232
Concordia,Secretary of State,,L,Rayburn Clipper,69
Concordia,Secretary of State,,N,"James ""Jim"" Crowley III",174
Concordia,Secretary of State,,R,"""Jay"" Dardenne",811
Concordia,Secretary of State,,R,"""Mike"" Francis",1829
Concordia,Secretary of State,,D,Francis C. Heitmeier,1485
Concordia,Secretary of State,,R,"Allen ""Al"" Leone",64
De Soto,Secretary of State,,R,Mary Chehardy,287
De Soto,Secretary of State,,L,Rayburn Clipper,62
De Soto,Secretary of State,,N,"James ""Jim"" Crowley III",277
De Soto,Secretary of State,,R,"""Jay"" Dardenne",915
De Soto,Secretary of State,,R,"""Mike"" Francis",959
De Soto,Secretary of State,,D,Francis C. Heitmeier,1097
De Soto,Secretary of State,,R,"Allen ""Al"" Leone",120
East Baton Rouge,Secretary of State,,R,Mary Chehardy,1341
East Baton Rouge,Secretary of State,,L,Rayburn Clipper,741
East Baton Rouge,Secretary of State,,N,"James ""Jim"" Crowley III",712
East Baton Rouge,Secretary of State,,R,"""Jay"" Dardenne",34585
East Baton Rouge,Secretary of State,,R,"""Mike"" Francis",6996
East Baton Rouge,Secretary of State,,D,Francis C. Heitmeier,13041
East Baton Rouge,Secretary of State,,R,"Allen ""Al"" Leone",348
East Carroll,Secretary of State,,R,Mary Chehardy,140
East Carroll,Secretary of State,,L,Rayburn Clipper,54
East Carroll,Secretary of State,,N,"James ""Jim"" Crowley III",123
East Carroll,Secretary of State,,R,"""Jay"" Dardenne",252
East Carroll,Secretary of State,,R,"""Mike"" Francis",505
East Carroll,Secretary of State,,D,Francis C. Heitmeier,734
East Carroll,Secretary of State,,R,"Allen ""Al"" Leone",58
East Feliciana,Secretary of State,,R,Mary Chehardy,167
East Feliciana,Secretary of State,,L,Rayburn Clipper,57
East Feliciana,Secretary of State,,N,"James ""Jim"" Crowley III",105
East Feliciana,Secretary of State,,R,"""Jay"" Dardenne",1755
East Feliciana,Secretary of State,,R,"""Mike"" Francis",561
East Feliciana,Secretary of State,,D,Francis C. Heitmeier,1461
East Feliciana,Secretary of State,,R,"Allen ""Al"" Leone",55
Evangeline,Secretary of State,,R,Mary Chehardy,605
Evangeline,Secretary of State,,L,Rayburn Clipper,146
Evangeline,Secretary of State,,N,"James ""Jim"" Crowley III",368
Evangeline,Secretary of State,,R,"""Jay"" Dardenne",818
Evangeline,Secretary of State,,R,"""Mike"" Francis",1970
Evangeline,Secretary of State,,D,Francis C. Heitmeier,1790
Evangeline,Secretary of State,,R,"Allen ""Al"" Leone",209
Franklin,Secretary of State,,R,Mary Chehardy,260
Franklin,Secretary of State,,L,Rayburn Clipper,57
Franklin,Secretary of State,,N,"James ""Jim"" Crowley III",160
Franklin,Secretary of State,,R,"""Jay"" Dardenne",699
Franklin,Secretary of State,,R,"""Mike"" Francis",2163
Franklin,Secretary of State,,D,Francis C. Heitmeier,726
Franklin,Secretary of State,,R,"Allen ""Al"" Leone",71
Grant,Secretary of State,,R,Mary Chehardy,385
Grant,Secretary of State,,L,Rayburn Clipper,95
Grant,Secretary of State,,N,"James ""Jim"" Crowley III",292
Grant,Secretary of State,,R,"""Jay"" Dardenne",715
Grant,Secretary of State,,R,"""Mike"" Francis",1612
Grant,Secretary of State,,D,Francis C. Heitmeier,863
Grant,Secretary of State,,R,"Allen ""Al"" Leone",120
Iberia,Secretary of State,,R,Mary Chehardy,492
Iberia,Secretary of State,,L,Rayburn Clipper,106
Iberia,Secretary of State,,N,"James ""Jim"" Crowley III",208
Iberia,Secretary of State,,R,"""Jay"" Dardenne",1389
Iberia,Secretary of State,,R,"""Mike"" Francis",2928
Iberia,Secretary of State,,D,Francis C. Heitmeier,1638
Iberia,Secretary of State,,R,"Allen ""Al"" Leone",128
Iberville,Secretary of State,,R,Mary Chehardy,375
Iberville,Secretary of State,,L,Rayburn Clipper,144
Iberville,Secretary of State,,N,"James ""Jim"" Crowley III",241
Iberville,Secretary of State,,R,"""Jay"" Dardenne",2984
Iberville,Secretary of State,,R,"""Mike"" Francis",656
Iberville,Secretary of State,,D,Francis C. Heitmeier,2387
Iberville,Secretary of State,,R,"Allen ""Al"" Leone",104
Jackson,Secretary of State,,R,Mary Chehardy,341
Jackson,Secretary of State,,L,Rayburn Clipper,71
Jackson,Secretary of State,,N,"James ""Jim"" Crowley III",204
Jackson,Secretary of State,,R,"""Jay"" Dardenne",677
Jackson,Secretary of State,,R,"""Mike"" Francis",1326
Jackson,Secretary of State,,D,Francis C. Heitmeier,1077
Jackson,Secretary of State,,R,"Allen ""Al"" Leone",60
Jefferson,Secretary of State,,R,Mary Chehardy,11390
Jefferson,Secretary of State,,L,Rayburn Clipper,851
Jefferson,Secretary of State,,N,"James ""Jim"" Crowley III",1091
Jefferson,Secretary of State,,R,"""Jay"" Dardenne",19752
Jefferson,Secretary of State,,R,"""Mike"" Francis",5788
Jefferson,Secretary of State,,D,Francis C. Heitmeier,13611
Jefferson,Secretary of State,,R,"Allen ""Al"" Leone",1597
Jefferson Davis,Secretary of State,,R,Mary Chehardy,203
Jefferson Davis,Secretary of State,,L,Rayburn Clipper,59
Jefferson Davis,Secretary of State,,N,"James ""Jim"" Crowley III",120
Jefferson Davis,Secretary of State,,R,"""Jay"" Dardenne",885
Jefferson Davis,Secretary of State,,R,"""Mike"" Francis",1701
Jefferson Davis,Secretary of State,,D,Francis C. Heitmeier,870
Jefferson Davis,Secretary of State,,R,"Allen ""Al"" Leone",51
Lafayette,Secretary of State,,R,Mary Chehardy,1595
Lafayette,Secretary of State,,L,Rayburn Clipper,492
Lafayette,Secretary of State,,N,"James ""Jim"" Crowley III",662
Lafayette,Secretary of State,,R,"""Jay"" Dardenne",5076
Lafayette,Secretary of State,,R,"""Mike"" Francis",10762
Lafayette,Secretary of State,,D,Francis C. Heitmeier,4942
Lafayette,Secretary of State,,R,"Allen ""Al"" Leone",369
Lafourche,Secretary of State,,R,Mary Chehardy,2374
Lafourche,Secretary of State,,L,Rayburn Clipper,264
Lafourche,Secretary of State,,N,"James ""Jim"" Crowley III",861
Lafourche,Secretary of State,,R,"""Jay"" Dardenne",3947
Lafourche,Secretary of State,,R,"""Mike"" Francis",3112
Lafourche,Secretary of State,,D,Francis C. Heitmeier,4138
Lafourche,Secretary of State,,R,"Allen ""Al"" Leone",301
Lasalle,Secretary of State,,R,Mary Chehardy,164
Lasalle,Secretary of State,,L,Rayburn Clipper,35
Lasalle,Secretary of State,,N,"James ""Jim"" Crowley III",101
Lasalle,Secretary of State,,R,"""Jay"" Dardenne",224
Lasalle,Secretary of State,,R,"""Mike"" Francis",3384
Lasalle,Secretary of State,,D,Francis C. Heitmeier,359
Lasalle,Secretary of State,,R,"Allen ""Al"" Leone",34
Lincoln,Secretary of State,,R,Mary Chehardy,332
Lincoln,Secretary of State,,L,Rayburn Clipper,80
Lincoln,Secretary of State,,N,"James ""Jim"" Crowley III",188
Lincoln,Secretary of State,,R,"""Jay"" Dardenne",1268
Lincoln,Secretary of State,,R,"""Mike"" Francis",1797
Lincoln,Secretary of State,,D,Francis C. Heitmeier,1216
Lincoln,Secretary of State,,R,"Allen ""Al"" Leone",64
Livingston,Secretary of State,,R,Mary Chehardy,780
Livingston,Secretary of State,,L,Rayburn Clipper,264
Livingston,Secretary of State,,N,"James ""Jim"" Crowley III",407
Livingston,Secretary of State,,R,"""Jay"" Dardenne",8579
Livingston,Secretary of State,,R,"""Mike"" Francis",2655
Livingston,Secretary of State,,D,Francis C. Heitmeier,2804
Livingston,Secretary of State,,R,"Allen ""Al"" Leone",182
Madison,Secretary of State,,R,Mary Chehardy,136
Madison,Secretary of State,,L,Rayburn Clipper,36
Madison,Secretary of State,,N,"James ""Jim"" Crowley III",116
Madison,Secretary of State,,R,"""Jay"" Dardenne",255
Madison,Secretary of State,,R,"""Mike"" Francis",540
Madison,Secretary of State,,D,Francis C. Heitmeier,768
Madison,Secretary of State,,R,"Allen ""Al"" Leone",20
Morehouse,Secretary of State,,R,Mary Chehardy,265
Morehouse,Secretary of State,,L,Rayburn Clipper,64
Morehouse,Secretary of State,,N,"James ""Jim"" Crowley III",156
Morehouse,Secretary of State,,R,"""Jay"" Dardenne",868
Morehouse,Secretary of State,,R,"""Mike"" Francis",1341
Morehouse,Secretary of State,,D,Francis C. Heitmeier,1389
Morehouse,Secretary of State,,R,"Allen ""Al"" Leone",63
Natchitoches,Secretary of State,,R,Mary Chehardy,401
Natchitoches,Secretary of State,,L,Rayburn Clipper,131
Natchitoches,Secretary of State,,N,"James ""Jim"" Crowley III",318
Natchitoches,Secretary of State,,R,"""Jay"" Dardenne",1139
Natchitoches,Secretary of State,,R,"""Mike"" Francis",1346
Natchitoches,Secretary of State,,D,Francis C. Heitmeier,1409
Natchitoches,Secretary of State,,R,"Allen ""Al"" Leone",110
Orleans,Secretary of State,,R,Mary Chehardy,1981
Orleans,Secretary of State,,L,Rayburn Clipper,790
Orleans,Secretary of State,,N,"James ""Jim"" Crowley III",763
Orleans,Secretary of State,,R,"""Jay"" Dardenne",12812
Orleans,Secretary of State,,R,"""Mike"" Francis",1760
Orleans,Secretary of State,,D,Francis C. Heitmeier,12908
Orleans,Secretary of State,,R,"Allen ""Al"" Leone",696
Ouachita,Secretary of State,,R,Mary Chehardy,1809
Ouachita,Secretary of State,,L,Rayburn Clipper,414
Ouachita,Secretary of State,,N,"James ""Jim"" Crowley III",786
Ouachita,Secretary of State,,R,"""Jay"" Dardenne",8155
Ouachita,Secretary of State,,R,"""Mike"" Francis",11266
Ouachita,Secretary of State,,D,Francis C. Heitmeier,5108
Ouachita,Secretary of State,,R,"Allen ""Al"" Leone",368
Plaquemines,Secretary of State,,R,Mary Chehardy,1020
Plaquemines,Secretary of State,,L,Rayburn Clipper,218
Plaquemines,Secretary of State,,N,"James ""Jim"" Crowley III",267
Plaquemines,Secretary of State,,R,"""Jay"" Dardenne",1254
Plaquemines,Secretary of State,,R,"""Mike"" Francis",968
Plaquemines,Secretary of State,,D,Francis C. Heitmeier,2841
Plaquemines,Secretary of State,,R,"Allen ""Al"" Leone",174
Pointe Coupee,Secretary of State,,R,Mary Chehardy,260
Pointe Coupee,Secretary of State,,L,Rayburn Clipper,168
Pointe Coupee,Secretary of State,,N,"James ""Jim"" Crowley III",189
Pointe Coupee,Secretary of State,,R,"""Jay"" Dardenne",2775
Pointe Coupee,Secretary of State,,R,"""Mike"" Francis",691
Pointe Coupee,Secretary of State,,D,Francis C. Heitmeier,2762
Pointe Coupee,Secretary of State,,R,"Allen ""Al"" Leone",66
Rapides,Secretary of State,,R,Mary Chehardy,1858
Rapides,Secretary of State,,L,Rayburn Clipper,481
Rapides,Secretary of State,,N,"James ""Jim"" Crowley III",1122
Rapides,Secretary of State,,R,"""Jay"" Dardenne",4928
Rapides,Secretary of State,,R,"""Mike"" Francis",6989
Rapides,Secretary of State,,D,Francis C. Heitmeier,7069
Rapides,Secretary of State,,R,"Allen ""Al"" Leone",609
Red River,Secretary of State,,R,Mary Chehardy,108
Red River,Secretary of State,,L,Rayburn Clipper,29
Red River,Secretary of State,,N,"James ""Jim"" Crowley III",73
Red River,Secretary of State,,R,"""Jay"" Dardenne",272
Red River,Secretary of State,,R,"""Mike"" Francis",313
Red River,Secretary of State,,D,Francis C. Heitmeier,418
Red River,Secretary of State,,R,"Allen ""Al"" Leone",28
Richland,Secretary of State,,R,Mary Chehardy,214
Richland,Secretary of State,,L,Rayburn Clipper,44
Richland,Secretary of State,,N,"James ""Jim"" Crowley III",103
Richland,Secretary of State,,R,"""Jay"" Dardenne",668
Richland,Secretary of State,,R,"""Mike"" Francis",1835
Richland,Secretary of State,,D,Francis C. Heitmeier,632
Richland,Secretary of State,,R,"Allen ""Al"" Leone",50
Sabine,Secretary of State,,R,Mary Chehardy,450
Sabine,Secretary of State,,L,Rayburn Clipper,61
Sabine,Secretary of State,,N,"James ""Jim"" Crowley III",300
Sabine,Secretary of State,,R,"""Jay"" Dardenne",749
Sabine,Secretary of State,,R,"""Mike"" Francis",1756
Sabine,Secretary of State,,D,Francis C. Heitmeier,1064
Sabine,Secretary of State,,R,"Allen ""Al"" Leone",259
St. Bernard,Secretary of State,,R,Mary Chehardy,660
St. Bernard,Secretary of State,,L,Rayburn Clipper,86
St. Bernard,Secretary of State,,N,"James ""Jim"" Crowley III",215
St. Bernard,Secretary of State,,R,"""Jay"" Dardenne",1139
St. Bernard,Secretary of State,,R,"""Mike"" Francis",255
St. Bernard,Secretary of State,,D,Francis C. Heitmeier,1014
St. Bernard,Secretary of State,,R,"Allen ""Al"" Leone",99
St. Charles,Secretary of State,,R,Mary Chehardy,1110
St. Charles,Secretary of State,,L,Rayburn Clipper,128
St. Charles,Secretary of State,,N,"James ""Jim"" Crowley III",242
St. Charles,Secretary of State,,R,"""Jay"" Dardenne",2350
St. Charles,Secretary of State,,R,"""Mike"" Francis",1000
St. Charles,Secretary of State,,D,Francis C. Heitmeier,1782
St. Charles,Secretary of State,,R,"Allen ""Al"" Leone",157
St. Helena,Secretary of State,,R,Mary Chehardy,130
St. Helena,Secretary of State,,L,Rayburn Clipper,64
St. Helena,Secretary of State,,N,"James ""Jim"" Crowley III",91
St. Helena,Secretary of State,,R,"""Jay"" Dardenne",598
St. Helena,Secretary of State,,R,"""Mike"" Francis",203
St. Helena,Secretary of State,,D,Francis C. Heitmeier,695
St. Helena,Secretary of State,,R,"Allen ""Al"" Leone",38
St. James,Secretary of State,,R,Mary Chehardy,677
St. James,Secretary of State,,L,Rayburn Clipper,88
St. James,Secretary of State,,N,"James ""Jim"" Crowley III",282
St. James,Secretary of State,,R,"""Jay"" Dardenne",1255
St. James,Secretary of State,,R,"""Mike"" Francis",463
St. James,Secretary of State,,D,Francis C. Heitmeier,3104
St. James,Secretary of State,,R,"Allen ""Al"" Leone",109
St. John The Baptist,Secretary of State,,R,Mary Chehardy,662
St. John The Baptist,Secretary of State,,L,Rayburn Clipper,101
St. John The Baptist,Secretary of State,,N,"James ""Jim"" Crowley III",199
St. John The Baptist,Secretary of State,,R,"""Jay"" Dardenne",1361
St. John The Baptist,Secretary of State,,R,"""Mike"" Francis",495
St. John The Baptist,Secretary of State,,D,Francis C. Heitmeier,1858
St. John The Baptist,Secretary of State,,R,"Allen ""Al"" Leone",115
St. Landry,Secretary of State,,R,Mary Chehardy,2039
St. Landry,Secretary of State,,L,Rayburn Clipper,497
St. Landry,Secretary of State,,N,"James ""Jim"" Crowley III",1162
St. Landry,Secretary of State,,R,"""Jay"" Dardenne",4239
St. Landry,Secretary of State,,R,"""Mike"" Francis",8775
St. Landry,Secretary of State,,D,Francis C. Heitmeier,9738
St. Landry,Secretary of State,,R,"Allen ""Al"" Leone",556
St. Martin,Secretary of State,,R,Mary Chehardy,610
St. Martin,Secretary of State,,L,Rayburn Clipper,171
St. Martin,Secretary of State,,N,"James ""Jim"" Crowley III",349
St. Martin,Secretary of State,,R,"""Jay"" Dardenne",1246
St. Martin,Secretary of State,,R,"""Mike"" Francis",3054
St. Martin,Secretary of State,,D,Francis C. Heitmeier,2274
St. Martin,Secretary of State,,R,"Allen ""Al"" Leone",161
St. Mary,Secretary of State,,R,Mary Chehardy,778
St. Mary,Secretary of State,,L,Rayburn Clipper,133
St. Mary,Secretary of State,,N,"James ""Jim"" Crowley III",287
St. Mary,Secretary of State,,R,"""Jay"" Dardenne",2135
St. Mary,Secretary of State,,R,"""Mike"" Francis",3098
St. Mary,Secretary of State,,D,Francis C. Heitmeier,2119
St. Mary,Secretary of State,,R,"Allen ""Al"" Leone",144
St. Tammany,Secretary of State,,R,Mary Chehardy,3110
St. Tammany,Secretary of State,,L,Rayburn Clipper,583
St. Tammany,Secretary of State,,N,"James ""Jim"" Crowley III",758
St. Tammany,Secretary of State,,R,"""Jay"" Dardenne",12352
St. Tammany,Secretary of State,,R,"""Mike"" Francis",4065
St. Tammany,Secretary of State,,D,Francis C. Heitmeier,3828
St. Tammany,Secretary of State,,R,"Allen ""Al"" Leone",544
Tangipahoa,Secretary of State,,R,Mary Chehardy,1629
Tangipahoa,Secretary of State,,L,Rayburn Clipper,314
Tangipahoa,Secretary of State,,N,"James ""Jim"" Crowley III",563
Tangipahoa,Secretary of State,,R,"""Jay"" Dardenne",4470
Tangipahoa,Secretary of State,,R,"""Mike"" Francis",2375
Tangipahoa,Secretary of State,,D,Francis C. Heitmeier,4132
Tangipahoa,Secretary of State,,R,"Allen ""Al"" Leone",331
Tensas,Secretary of State,,R,Mary Chehardy,86
Tensas,Secretary of State,,L,Rayburn Clipper,21
Tensas,Secretary of State,,N,"James ""Jim"" Crowley III",32
Tensas,Secretary of State,,R,"""Jay"" Dardenne",283
Tensas,Secretary of State,,R,"""Mike"" Francis",434
Tensas,Secretary of State,,D,Francis C. Heitmeier,532
Tensas,Secretary of State,,R,"Allen ""Al"" Leone",37
Terrebonne,Secretary of State,,R,Mary Chehardy,2411
Terrebonne,Secretary of State,,L,Rayburn Clipper,275
Terrebonne,Secretary of State,,N,"James ""Jim"" Crowley III",846
Terrebonne,Secretary of State,,R,"""Jay"" Dardenne",3706
Terrebonne,Secretary of State,,R,"""Mike"" Francis",2771
Terrebonne,Secretary of State,,D,Francis C. Heitmeier,2797
Terrebonne,Secretary of State,,R,"Allen ""Al"" Leone",268
Union,Secretary of State,,R,Mary Chehardy,319
Union,Secretary of State,,L,Rayburn Clipper,80
Union,Secretary of State,,N,"James ""Jim"" Crowley III",184
Union,Secretary of State,,R,"""Jay"" Dardenne",800
Union,Secretary of State,,R,"""Mike"" Francis",1496
Union,Secretary of State,,D,Francis C. Heitmeier,851
Union,Secretary of State,,R,"Allen ""Al"" Leone",89
Vermilion,Secretary of State,,R,Mary Chehardy,704
Vermilion,Secretary of State,,L,Rayburn Clipper,156
Vermilion,Secretary of State,,N,"James ""Jim"" Crowley III",292
Vermilion,Secretary of State,,R,"""Jay"" Dardenne",1901
Vermilion,Secretary of State,,R,"""Mike"" Francis",5420
Vermilion,Secretary of State,,D,Francis C. Heitmeier,2214
Vermilion,Secretary of State,,R,"Allen ""Al"" Leone",158
Vernon,Secretary of State,,R,Mary Chehardy,586
Vernon,Secretary of State,,L,Rayburn Clipper,105
Vernon,Secretary of State,,N,"James ""Jim"" Crowley III",351
Vernon,Secretary of State,,R,"""Jay"" Dardenne",714
Vernon,Secretary of State,,R,"""Mike"" Francis",1837
Vernon,Secretary of State,,D,Francis C. Heitmeier,1273
Vernon,Secretary of State,,R,"Allen ""Al"" Leone",144
Washington,Secretary of State,,R,Mary Chehardy,1019
Washington,Secretary of State,,L,Rayburn Clipper,210
Washington,Secretary of State,,N,"James ""Jim"" Crowley III",377
Washington,Secretary of State,,R,"""Jay"" Dardenne",2025
Washington,Secretary of State,,R,"""Mike"" Francis",883
Washington,Secretary of State,,D,Francis C. Heitmeier,2008
Washington,Secretary of State,,R,"Allen ""Al"" Leone",170
Webster,Secretary of State,,R,Mary Chehardy,686
Webster,Secretary of State,,L,Rayburn Clipper,153
Webster,Secretary of State,,N,"James ""Jim"" Crowley III",457
Webster,Secretary of State,,R,"""Jay"" Dardenne",1494
Webster,Secretary of State,,R,"""Mike"" Francis",2913
Webster,Secretary of State,,D,Francis C. Heitmeier,2087
Webster,Secretary of State,,R,"Allen ""Al"" Leone",208
West Baton Rouge,Secretary of State,,R,Mary Chehardy,91
West Baton Rouge,Secretary of State,,L,Rayburn Clipper,44
West Baton Rouge,Secretary of State,,N,"James ""Jim"" Crowley III",51
West Baton Rouge,Secretary of State,,R,"""Jay"" Dardenne",1633
West Baton Rouge,Secretary of State,,R,"""Mike"" Francis",381
West Baton Rouge,Secretary of State,,D,Francis C. Heitmeier,711
West Baton Rouge,Secretary of State,,R,"Allen ""Al"" Leone",10
West Carroll,Secretary of State,,R,Mary Chehardy,100
West Carroll,Secretary of State,,L,Rayburn Clipper,17
West Carroll,Secretary of State,,N,"James ""Jim"" Crowley III",66
West Carroll,Secretary of State,,R,"""Jay"" Dardenne",269
West Carroll,Secretary of State,,R,"""Mike"" Francis",754
West Carroll,Secretary of State,,D,Francis C. Heitmeier,281
West Carroll,Secretary of State,,R,"Allen ""Al"" Leone",20
West Feliciana,Secretary of State,,R,Mary Chehardy,80
West Feliciana,Secretary of State,,L,Rayburn Clipper,24
West Feliciana,Secretary of State,,N,"James ""Jim"" Crowley III",41
West Feliciana,Secretary of State,,R,"""Jay"" Dardenne",940
West Feliciana,Secretary of State,,R,"""Mike"" Francis",187
West Feliciana,Secretary of State,,D,Francis C. Heitmeier,724
West Feliciana,Secretary of State,,R,"Allen ""Al"" Leone",23
Winn,Secretary of State,,R,Mary Chehardy,156
Winn,Secretary of State,,L,Rayburn Clipper,40
Winn,Secretary of State,,N,"James ""Jim"" Crowley III",107
Winn,Secretary of State,,R,"""Jay"" Dardenne",543
Winn,Secretary of State,,R,"""Mike"" Francis",739
Winn,Secretary of State,,D,Francis C. Heitmeier,525
Winn,Secretary of State,,R,"Allen ""Al"" Leone",40
