parish,office,district,party,candidate,votes
Cameron,State House,47th Representative District,R,Linda Hardee,302
Cameron,State House,47th Representative District,R,"""Bob"" Hensgens",663
Vermilion,State House,47th Representative District,R,Linda Hardee,2863
Vermilion,State House,47th Representative District,R,"""Bob"" Hensgens",2814
