parish,precinct,office,district,party,candidate,votes
Orleans,07 25,State House,97,D,Jared Brossett,42
Orleans,07 25,State House,97,D,Leroy Doucette,42
Orleans,07 25A,State House,97,D,Jared Brossett,42
Orleans,07 25A,State House,97,D,Leroy Doucette,22
Orleans,07 29,State House,97,D,Jared Brossett,22
Orleans,07 29,State House,97,D,Leroy Doucette,25
Orleans,07 34,State House,97,D,Jared Brossett,1
Orleans,07 34,State House,97,D,Leroy Doucette,2
Orleans,07 35,State House,97,D,Jared Brossett,6
Orleans,07 35,State House,97,D,Leroy Doucette,3
Orleans,07 36,State House,97,D,Jared Brossett,4
Orleans,07 36,State House,97,D,Leroy Doucette,1
Orleans,07 36A,State House,97,D,Jared Brossett,5
Orleans,07 36A,State House,97,D,Leroy Doucette,9
Orleans,07 37,State House,97,D,Jared Brossett,7
Orleans,07 37,State House,97,D,Leroy Doucette,0
Orleans,07 38A,State House,97,D,Jared Brossett,12
Orleans,07 38A,State House,97,D,Leroy Doucette,5
Orleans,08 09,State House,97,D,Jared Brossett,7
Orleans,08 09,State House,97,D,Leroy Doucette,0
Orleans,08 10,State House,97,D,Jared Brossett,1
Orleans,08 10,State House,97,D,Leroy Doucette,5
Orleans,08 11,State House,97,D,Jared Brossett,3
Orleans,08 11,State House,97,D,Leroy Doucette,9
Orleans,08 12,State House,97,D,Jared Brossett,7
Orleans,08 12,State House,97,D,Leroy Doucette,1
Orleans,08 13,State House,97,D,Jared Brossett,7
Orleans,08 13,State House,97,D,Leroy Doucette,2
Orleans,08 14,State House,97,D,Jared Brossett,3
Orleans,08 14,State House,97,D,Leroy Doucette,4
Orleans,08 15,State House,97,D,Jared Brossett,31
Orleans,08 15,State House,97,D,Leroy Doucette,26
Orleans,08 16,State House,97,D,Jared Brossett,11
Orleans,08 16,State House,97,D,Leroy Doucette,2
Orleans,08 17,State House,97,D,Jared Brossett,6
Orleans,08 17,State House,97,D,Leroy Doucette,11
Orleans,08 18,State House,97,D,Jared Brossett,14
Orleans,08 18,State House,97,D,Leroy Doucette,4
Orleans,08 19,State House,97,D,Jared Brossett,20
Orleans,08 19,State House,97,D,Leroy Doucette,34
Orleans,08 20,State House,97,D,Jared Brossett,21
Orleans,08 20,State House,97,D,Leroy Doucette,23
Orleans,08 21,State House,97,D,Jared Brossett,51
Orleans,08 21,State House,97,D,Leroy Doucette,21
Orleans,08 22,State House,97,D,Jared Brossett,32
Orleans,08 22,State House,97,D,Leroy Doucette,25
Orleans,08 23,State House,97,D,Jared Brossett,34
Orleans,08 23,State House,97,D,Leroy Doucette,28
Orleans,08 24,State House,97,D,Jared Brossett,18
Orleans,08 24,State House,97,D,Leroy Doucette,9
Orleans,08 25,State House,97,D,Jared Brossett,8
Orleans,08 25,State House,97,D,Leroy Doucette,7
Orleans,08 25A,State House,97,D,Jared Brossett,11
Orleans,08 25A,State House,97,D,Leroy Doucette,7
Orleans,08 26,State House,97,D,Jared Brossett,6
Orleans,08 26,State House,97,D,Leroy Doucette,4
Orleans,08 26A,State House,97,D,Jared Brossett,27
Orleans,08 26A,State House,97,D,Leroy Doucette,11
Orleans,08 27,State House,97,D,Jared Brossett,7
Orleans,08 27,State House,97,D,Leroy Doucette,3
Orleans,08 27A,State House,97,D,Jared Brossett,10
Orleans,08 27A,State House,97,D,Leroy Doucette,14
Orleans,08 29,State House,97,D,Jared Brossett,9
Orleans,08 29,State House,97,D,Leroy Doucette,5
Orleans,08 30,State House,97,D,Jared Brossett,11
Orleans,08 30,State House,97,D,Leroy Doucette,1
Orleans,09 13,State House,97,D,Jared Brossett,18
Orleans,09 13,State House,97,D,Leroy Doucette,4
Orleans,09 14,State House,97,D,Jared Brossett,10
Orleans,09 14,State House,97,D,Leroy Doucette,3
Orleans,09 19,State House,97,D,Jared Brossett,12
Orleans,09 19,State House,97,D,Leroy Doucette,2
Orleans,09 24,State House,97,D,Jared Brossett,2
Orleans,09 24,State House,97,D,Leroy Doucette,7
Orleans,09 29A,State House,97,D,Jared Brossett,17
Orleans,09 29A,State House,97,D,Leroy Doucette,14
Orleans,09 30,State House,97,D,Jared Brossett,18
Orleans,09 30,State House,97,D,Leroy Doucette,3
Orleans,09 30A,State House,97,D,Jared Brossett,26
Orleans,09 30A,State House,97,D,Leroy Doucette,4
Orleans,09 31,State House,97,D,Jared Brossett,18
Orleans,09 31,State House,97,D,Leroy Doucette,4
Orleans,09 31A,State House,97,D,Jared Brossett,7
Orleans,09 31A,State House,97,D,Leroy Doucette,7
Orleans,09 31B,State House,97,D,Jared Brossett,29
Orleans,09 31B,State House,97,D,Leroy Doucette,8
Orleans,09 31C,State House,97,D,Jared Brossett,27
Orleans,09 31C,State House,97,D,Leroy Doucette,16
Orleans,09 31D,State House,97,D,Jared Brossett,24
Orleans,09 31D,State House,97,D,Leroy Doucette,11
Orleans,09 31E,State House,97,D,Jared Brossett,13
Orleans,09 31E,State House,97,D,Leroy Doucette,8
Orleans,Early Voting,State House,97,D,Jared Brossett,67
Orleans,Early Voting,State House,97,D,Leroy Doucette,42
Lafayette,00 002Y,State Senate,24,D,"Patricia ""Pat"" Cravins",19
Lafayette,00 002Y,State Senate,24,D,Elbert L. Guillory,36
Lafayette,00 002Z,State Senate,24,D,"Patricia ""Pat"" Cravins",20
Lafayette,00 002Z,State Senate,24,D,Elbert L. Guillory,25
Lafayette,00 005,State Senate,24,D,"Patricia ""Pat"" Cravins",51
Lafayette,00 005,State Senate,24,D,Elbert L. Guillory,39
