parish,precinct,office,district,party,candidate,votes
Jefferson,00 030,State Senate,6,D,Una Anderson,42
Jefferson,00 030,State Senate,6,R,Jack M. Capella,57
Jefferson,00 030,State Senate,6,R,John LaBruzzo,69
Jefferson,00 030,State Senate,6,R,Julie Quinn,91
Jefferson,00 030,State Senate,6,N,John F. Schwegmann,9
Jefferson,00 030,State Senate,6,N,Arden Wells,3
Jefferson,00 030,State Senate,6,R,Diane Winston,47
Jefferson,00 034,State Senate,6,D,Una Anderson,22
Jefferson,00 034,State Senate,6,R,Jack M. Capella,31
Jefferson,00 034,State Senate,6,R,John LaBruzzo,58
Jefferson,00 034,State Senate,6,R,Julie Quinn,110
Jefferson,00 034,State Senate,6,N,John F. Schwegmann,2
Jefferson,00 034,State Senate,6,N,Arden Wells,0
Jefferson,00 034,State Senate,6,R,Diane Winston,24
Jefferson,00 038,State Senate,6,D,Una Anderson,29
Jefferson,00 038,State Senate,6,R,Jack M. Capella,35
Jefferson,00 038,State Senate,6,R,John LaBruzzo,53
Jefferson,00 038,State Senate,6,R,Julie Quinn,102
Jefferson,00 038,State Senate,6,N,John F. Schwegmann,6
Jefferson,00 038,State Senate,6,N,Arden Wells,0
Jefferson,00 038,State Senate,6,R,Diane Winston,13
Jefferson,00 039,State Senate,6,D,Una Anderson,34
Jefferson,00 039,State Senate,6,R,Jack M. Capella,26
Jefferson,00 039,State Senate,6,R,John LaBruzzo,60
Jefferson,00 039,State Senate,6,R,Julie Quinn,86
Jefferson,00 039,State Senate,6,N,John F. Schwegmann,6
Jefferson,00 039,State Senate,6,N,Arden Wells,0
Jefferson,00 039,State Senate,6,R,Diane Winston,16
Jefferson,00 042,State Senate,6,D,Una Anderson,32
Jefferson,00 042,State Senate,6,R,Jack M. Capella,27
Jefferson,00 042,State Senate,6,R,John LaBruzzo,62
Jefferson,00 042,State Senate,6,R,Julie Quinn,85
Jefferson,00 042,State Senate,6,N,John F. Schwegmann,5
Jefferson,00 042,State Senate,6,N,Arden Wells,1
