parish,office,district,party,candidate,votes
Orleans,State Senate,2nd Senatorial District,D,"Michael ""Mike"" Darnell",1888
Orleans,State Senate,2nd Senatorial District,D,Ira Thomas,1137
Orleans,State Senate,2nd Senatorial District,D,Edward R. Washington III,236
Orleans,State Senate,2nd Senatorial District,D,Cynthia Willard-Lewis,5613
Caddo,State House,5th Representative District,R,Alan Seabaugh,5085
Caddo,State House,5th Representative District,R,Harold Turner,3778
