parish,precinct,office,district,party,candidate,votes
Avoyelles,01 01,State House,28,D,Robert Johnson,146
Avoyelles,01 01,State House,28,D,Monica Walker,88
Avoyelles,01 02,State House,28,D,Robert Johnson,204
Avoyelles,01 02,State House,28,D,Monica Walker,53
Avoyelles,02 01,State House,28,D,Robert Johnson,164
Avoyelles,02 01,State House,28,D,Monica Walker,158
Avoyelles,02 01A,State House,28,D,Robert Johnson,26
Avoyelles,02 01A,State House,28,D,Monica Walker,29
Avoyelles,02 02,State House,28,D,Robert Johnson,137
Avoyelles,02 02,State House,28,D,Monica Walker,112
Avoyelles,02 02A,State House,28,D,Robert Johnson,24
Avoyelles,02 02A,State House,28,D,Monica Walker,9
Avoyelles,02 03,State House,28,D,Robert Johnson,91
Avoyelles,02 03,State House,28,D,Monica Walker,144
Avoyelles,02 04,State House,28,D,Robert Johnson,299
Avoyelles,02 04,State House,28,D,Monica Walker,145
Avoyelles,02 04A,State House,28,D,Robert Johnson,151
Avoyelles,02 04A,State House,28,D,Monica Walker,76
Avoyelles,02 05,State House,28,D,Robert Johnson,142
Avoyelles,02 05,State House,28,D,Monica Walker,90
Avoyelles,02 05A,State House,28,D,Robert Johnson,36
Avoyelles,02 05A,State House,28,D,Monica Walker,20
Avoyelles,02 06B,State House,28,D,Robert Johnson,81
Avoyelles,02 06B,State House,28,D,Monica Walker,75
Avoyelles,02 07,State House,28,D,Robert Johnson,58
Avoyelles,02 07,State House,28,D,Monica Walker,69
Avoyelles,02 08,State House,28,D,Robert Johnson,77
Avoyelles,02 08,State House,28,D,Monica Walker,100
Avoyelles,03 01,State House,28,D,Robert Johnson,75
Avoyelles,03 01,State House,28,D,Monica Walker,89
Avoyelles,03 01B,State House,28,D,Robert Johnson,9
Avoyelles,03 01B,State House,28,D,Monica Walker,11
Avoyelles,03 02,State House,28,D,Robert Johnson,177
Avoyelles,03 02,State House,28,D,Monica Walker,153
Avoyelles,03 02B,State House,28,D,Robert Johnson,32
Avoyelles,03 02B,State House,28,D,Monica Walker,25
Avoyelles,03 03,State House,28,D,Robert Johnson,97
Avoyelles,03 03,State House,28,D,Monica Walker,100
Avoyelles,04 01,State House,28,D,Robert Johnson,64
Avoyelles,04 01,State House,28,D,Monica Walker,111
Avoyelles,04 02,State House,28,D,Robert Johnson,86
Avoyelles,04 02,State House,28,D,Monica Walker,279
Avoyelles,04 03,State House,28,D,Robert Johnson,120
Avoyelles,04 03,State House,28,D,Monica Walker,105
Avoyelles,04 04,State House,28,D,Robert Johnson,53
Avoyelles,04 04,State House,28,D,Monica Walker,75
Avoyelles,05 01,State House,28,D,Robert Johnson,135
Avoyelles,05 01,State House,28,D,Monica Walker,102
Avoyelles,05 02,State House,28,D,Robert Johnson,78
Avoyelles,05 02,State House,28,D,Monica Walker,60
Avoyelles,06 01,State House,28,D,Robert Johnson,178
Avoyelles,06 01,State House,28,D,Monica Walker,94
Avoyelles,06 02,State House,28,D,Robert Johnson,55
Avoyelles,06 02,State House,28,D,Monica Walker,47
Avoyelles,07 01,State House,28,D,Robert Johnson,107
Avoyelles,07 01,State House,28,D,Monica Walker,95
Avoyelles,07 02,State House,28,D,Robert Johnson,89
Avoyelles,07 02,State House,28,D,Monica Walker,77
Avoyelles,07 03,State House,28,D,Robert Johnson,11
Avoyelles,07 03,State House,28,D,Monica Walker,17
Avoyelles,07 03A,State House,28,D,Robert Johnson,29
Avoyelles,07 03A,State House,28,D,Monica Walker,17
Avoyelles,08 01,State House,28,D,Robert Johnson,58
Avoyelles,08 01,State House,28,D,Monica Walker,34
Avoyelles,08 02,State House,28,D,Robert Johnson,42
Avoyelles,08 02,State House,28,D,Monica Walker,100
Avoyelles,08 03,State House,28,D,Robert Johnson,17
Avoyelles,08 03,State House,28,D,Monica Walker,54
Avoyelles,08 03A,State House,28,D,Robert Johnson,127
Avoyelles,08 03A,State House,28,D,Monica Walker,140
Avoyelles,09 01,State House,28,D,Robert Johnson,76
