parish,office,district,party,candidate,votes
Acadia,President,,D,Gore & Lieberman Democratic Party,8892
Acadia,President,,R,Buchanan & Foster Reform Party,255
Acadia,President,,R,Bush & Cheney Republican Party,13814
Acadia,President,,O,Phillips & Frazier Constitution Party,15
Acadia,President,,G,Nader & LaDuke Green Party,227
Acadia,President,,L,Browne & Olivier Libertarian Party,15
Acadia,President,,O,Hagelin & Ticciati Natural Law Party,9
Acadia,President,,O,Harris & Trowe Socialist Workers Party,11
Allen,President,,D,Gore & Lieberman Democratic Party,3914
Allen,President,,R,Buchanan & Foster Reform Party,135
Allen,President,,R,Bush & Cheney Republican Party,4035
Allen,President,,O,Phillips & Frazier Constitution Party,44
Allen,President,,G,Nader & LaDuke Green Party,115
Allen,President,,L,Browne & Olivier Libertarian Party,30
Allen,President,,O,Hagelin & Ticciati Natural Law Party,10
Allen,President,,O,Harris & Trowe Socialist Workers Party,9
Ascension,President,,D,Gore & Lieberman Democratic Party,13385
Ascension,President,,R,Buchanan & Foster Reform Party,201
Ascension,President,,R,Bush & Cheney Republican Party,16818
Ascension,President,,O,Phillips & Frazier Constitution Party,31
Ascension,President,,G,Nader & LaDuke Green Party,340
Ascension,President,,L,Browne & Olivier Libertarian Party,47
Ascension,President,,O,Hagelin & Ticciati Natural Law Party,11
Ascension,President,,O,Harris & Trowe Socialist Workers Party,11
Assumption,President,,D,Gore & Lieberman Democratic Party,5222
Assumption,President,,R,Buchanan & Foster Reform Party,163
Assumption,President,,R,Bush & Cheney Republican Party,4388
Assumption,President,,O,Phillips & Frazier Constitution Party,93
Assumption,President,,G,Nader & LaDuke Green Party,119
Assumption,President,,L,Browne & Olivier Libertarian Party,26
Assumption,President,,O,Hagelin & Ticciati Natural Law Party,20
Assumption,President,,O,Harris & Trowe Socialist Workers Party,22
Avoyelles,President,,D,Gore & Lieberman Democratic Party,6701
Avoyelles,President,,R,Buchanan & Foster Reform Party,268
Avoyelles,President,,R,Bush & Cheney Republican Party,7329
Avoyelles,President,,O,Phillips & Frazier Constitution Party,101
Avoyelles,President,,G,Nader & LaDuke Green Party,170
Avoyelles,President,,L,Browne & Olivier Libertarian Party,37
