parish,precinct,office,district,party,candidate,votes
Lafayette,00 003,State Senate,26,D,Nathan Granger,71
Lafayette,00 003,State Senate,26,R,Jonathan Perry,59
Lafayette,00 004 Y,State Senate,26,D,Nathan Granger,63
Lafayette,00 004 Y,State Senate,26,R,Jonathan Perry,85
Lafayette,00 004 Z,State Senate,26,D,Nathan Granger,86
Lafayette,00 004 Z,State Senate,26,R,Jonathan Perry,51
Lafayette,00 008,State Senate,26,D,Nathan Granger,110
Lafayette,00 008,State Senate,26,R,Jonathan Perry,83
Lafayette,00 009,State Senate,26,D,Nathan Granger,95
Lafayette,00 009,State Senate,26,R,Jonathan Perry,76
Lafayette,00 026,State Senate,26,D,Nathan Granger,71
Lafayette,00 026,State Senate,26,R,Jonathan Perry,47
Lafayette,00 027,State Senate,26,D,Nathan Granger,115
Lafayette,00 027,State Senate,26,R,Jonathan Perry,33
Lafayette,00 028A,State Senate,26,D,Nathan Granger,73
Lafayette,00 028A,State Senate,26,R,Jonathan Perry,94
Lafayette,00 028B,State Senate,26,D,Nathan Granger,15
Lafayette,00 028B,State Senate,26,R,Jonathan Perry,28
Lafayette,00 036,State Senate,26,D,Nathan Granger,88
Lafayette,00 036,State Senate,26,R,Jonathan Perry,94
Lafayette,00 037,State Senate,26,D,Nathan Granger,49
Lafayette,00 037,State Senate,26,R,Jonathan Perry,125
Lafayette,00 071,State Senate,26,D,Nathan Granger,58
Lafayette,00 071,State Senate,26,R,Jonathan Perry,36
Lafayette,Early Voting,State Senate,26,D,Nathan Granger,14
Lafayette,Early Voting,State Senate,26,R,Jonathan Perry,15
St. Landry,02 02,State Senate,26,D,Nathan Granger,59
St. Landry,02 02,State Senate,26,R,Jonathan Perry,50
St. Landry,02 03,State Senate,26,D,Nathan Granger,53
St. Landry,02 03,State Senate,26,R,Jonathan Perry,41
St. Landry,02 05,State Senate,26,D,Nathan Granger,37
St. Landry,02 05,State Senate,26,R,Jonathan Perry,47
St. Landry,02 06,State Senate,26,D,Nathan Granger,7
St. Landry,02 06,State Senate,26,R,Jonathan Perry,3
St. Landry,02 08,State Senate,26,D,Nathan Granger,29
St. Landry,02 08,State Senate,26,R,Jonathan Perry,20
St. Landry,02 09,State Senate,26,D,Nathan Granger,28
St. Landry,02 09,State Senate,26,R,Jonathan Perry,18
St. Landry,06 04,State Senate,26,D,Nathan Granger,70
St. Landry,06 04,State Senate,26,R,Jonathan Perry,73
St. Landry,Early Voting,State Senate,26,D,Nathan Granger,17
St. Landry,Early Voting,State Senate,26,R,Jonathan Perry,13
Vermilion,00 01,State Senate,26,D,Nathan Granger,126
Vermilion,00 01,State Senate,26,R,Jonathan Perry,228
Vermilion,00 02,State Senate,26,D,Nathan Granger,52
Vermilion,00 02,State Senate,26,R,Jonathan Perry,54
Vermilion,00 03,State Senate,26,D,Nathan Granger,36
Vermilion,00 03,State Senate,26,R,Jonathan Perry,63
Vermilion,00 05A,State Senate,26,D,Nathan Granger,13
Vermilion,00 05A,State Senate,26,R,Jonathan Perry,34
Vermilion,00 05B,State Senate,26,D,Nathan Granger,11
Vermilion,00 05B,State Senate,26,R,Jonathan Perry,33
Vermilion,00 06,State Senate,26,D,Nathan Granger,27
Vermilion,00 06,State Senate,26,R,Jonathan Perry,197
Vermilion,00 07A,State Senate,26,D,Nathan Granger,7
Vermilion,00 07A,State Senate,26,R,Jonathan Perry,62
Vermilion,00 07B,State Senate,26,D,Nathan Granger,53
Vermilion,00 07B,State Senate,26,R,Jonathan Perry,141
Vermilion,00 08,State Senate,26,D,Nathan Granger,22
Vermilion,00 08,State Senate,26,R,Jonathan Perry,145
Vermilion,00 09,State Senate,26,D,Nathan Granger,66
Vermilion,00 09,State Senate,26,R,Jonathan Perry,252
Vermilion,00 10A,State Senate,26,D,Nathan Granger,51
Vermilion,00 10A,State Senate,26,R,Jonathan Perry,264
Vermilion,00 11,State Senate,26,D,Nathan Granger,46
Vermilion,00 11,State Senate,26,R,Jonathan Perry,217
Vermilion,00 12,State Senate,26,D,Nathan Granger,105
Vermilion,00 12,State Senate,26,R,Jonathan Perry,93
Vermilion,00 14,State Senate,26,D,Nathan Granger,55
Vermilion,00 14,State Senate,26,R,Jonathan Perry,298
Vermilion,00 15,State Senate,26,D,Nathan Granger,55
Vermilion,00 15,State Senate,26,R,Jonathan Perry,235
Vermilion,00 16,State Senate,26,D,Nathan Granger,17
Vermilion,00 16,State Senate,26,R,Jonathan Perry,49
Vermilion,00 18,State Senate,26,D,Nathan Granger,139
Vermilion,00 18,State Senate,26,R,Jonathan Perry,303
Vermilion,00 19A,State Senate,26,D,Nathan Granger,125
Vermilion,00 19A,State Senate,26,R,Jonathan Perry,286
Vermilion,00 19B,State Senate,26,D,Nathan Granger,18
Vermilion,00 19B,State Senate,26,R,Jonathan Perry,42
Vermilion,00 20A-1,State Senate,26,D,Nathan Granger,38
Vermilion,00 20A-1,State Senate,26,R,Jonathan Perry,66
Vermilion,00 20A-2,State Senate,26,D,Nathan Granger,18
Vermilion,00 20A-2,State Senate,26,R,Jonathan Perry,43
Vermilion,00 20B-1,State Senate,26,D,Nathan Granger,40
Vermilion,00 20B-1,State Senate,26,R,Jonathan Perry,109
Vermilion,00 21,State Senate,26,D,Nathan Granger,57
Vermilion,00 21,State Senate,26,R,Jonathan Perry,139
Vermilion,00 23,State Senate,26,D,Nathan Granger,82
Vermilion,00 23,State Senate,26,R,Jonathan Perry,215
Vermilion,00 24,State Senate,26,D,Nathan Granger,71
Vermilion,00 24,State Senate,26,R,Jonathan Perry,93
Vermilion,00 25,State Senate,26,D,Nathan Granger,180
Vermilion,00 25,State Senate,26,R,Jonathan Perry,198
Vermilion,00 26,State Senate,26,D,Nathan Granger,129
Vermilion,00 26,State Senate,26,R,Jonathan Perry,199
Vermilion,00 27A-2,State Senate,26,D,Nathan Granger,4
Vermilion,00 27A-2,State Senate,26,R,Jonathan Perry,12
Vermilion,00 28,State Senate,26,D,Nathan Granger,113
Vermilion,00 28,State Senate,26,R,Jonathan Perry,189
Vermilion,00 29,State Senate,26,D,Nathan Granger,104
Vermilion,00 29,State Senate,26,R,Jonathan Perry,148
Vermilion,00 32B,State Senate,26,D,Nathan Granger,71
Vermilion,00 32B,State Senate,26,R,Jonathan Perry,9
Vermilion,00 34,State Senate,26,D,Nathan Granger,145
Vermilion,00 34,State Senate,26,R,Jonathan Perry,98
Vermilion,00 35,State Senate,26,D,Nathan Granger,82
Vermilion,00 35,State Senate,26,R,Jonathan Perry,135
Vermilion,00 36A-1,State Senate,26,D,Nathan Granger,63
Vermilion,00 36A-1,State Senate,26,R,Jonathan Perry,38
Vermilion,00 37,State Senate,26,D,Nathan Granger,204
Vermilion,00 37,State Senate,26,R,Jonathan Perry,19
Vermilion,00 38,State Senate,26,D,Nathan Granger,114
Vermilion,00 38,State Senate,26,R,Jonathan Perry,15
Vermilion,00 39,State Senate,26,D,Nathan Granger,47
Vermilion,00 39,State Senate,26,R,Jonathan Perry,34
Vermilion,00 40,State Senate,26,D,Nathan Granger,116
Vermilion,00 40,State Senate,26,R,Jonathan Perry,265
Vermilion,00 41,State Senate,26,D,Nathan Granger,9
Vermilion,00 41,State Senate,26,R,Jonathan Perry,27
Vermilion,00 42A,State Senate,26,D,Nathan Granger,111
Vermilion,00 42A,State Senate,26,R,Jonathan Perry,149
Vermilion,00 42B,State Senate,26,D,Nathan Granger,15
Vermilion,00 42B,State Senate,26,R,Jonathan Perry,19
Vermilion,00 44,State Senate,26,D,Nathan Granger,134
Vermilion,00 44,State Senate,26,R,Jonathan Perry,43
Vermilion,00 45A,State Senate,26,D,Nathan Granger,157
Vermilion,00 45A,State Senate,26,R,Jonathan Perry,74
Vermilion,00 46A,State Senate,26,D,Nathan Granger,100
Vermilion,00 46A,State Senate,26,R,Jonathan Perry,98
Vermilion,00 46B-1,State Senate,26,D,Nathan Granger,173
Vermilion,00 46B-1,State Senate,26,R,Jonathan Perry,124
Vermilion,00 46B-2,State Senate,26,D,Nathan Granger,16
Vermilion,00 46B-2,State Senate,26,R,Jonathan Perry,20
Vermilion,00 46B-3,State Senate,26,D,Nathan Granger,40
Vermilion,00 46B-3,State Senate,26,R,Jonathan Perry,38
Vermilion,00 49B-1,State Senate,26,D,Nathan Granger,447
Vermilion,00 49B-1,State Senate,26,R,Jonathan Perry,152
Vermilion,00 49B-3,State Senate,26,D,Nathan Granger,27
Vermilion,00 49B-3,State Senate,26,R,Jonathan Perry,7
Vermilion,00 50A,State Senate,26,D,Nathan Granger,119
Vermilion,00 50A,State Senate,26,R,Jonathan Perry,41
Vermilion,00 50B,State Senate,26,D,Nathan Granger,165
Vermilion,00 50B,State Senate,26,R,Jonathan Perry,65
Vermilion,00 51,State Senate,26,D,Nathan Granger,272
Vermilion,00 51,State Senate,26,R,Jonathan Perry,55
Vermilion,00 53,State Senate,26,D,Nathan Granger,63
Vermilion,00 53,State Senate,26,R,Jonathan Perry,13
Vermilion,00 54,State Senate,26,D,Nathan Granger,89
Vermilion,00 54,State Senate,26,R,Jonathan Perry,13
Vermilion,00 55,State Senate,26,D,Nathan Granger,79
Vermilion,00 55,State Senate,26,R,Jonathan Perry,24
Vermilion,00 56,State Senate,26,D,Nathan Granger,226
Vermilion,00 56,State Senate,26,R,Jonathan Perry,71
Vermilion,00 57A,State Senate,26,D,Nathan Granger,197
Vermilion,00 57A,State Senate,26,R,Jonathan Perry,67
Vermilion,00 57B,State Senate,26,D,Nathan Granger,67
Vermilion,00 57B,State Senate,26,R,Jonathan Perry,60
Vermilion,Early Voting,State Senate,26,D,Nathan Granger,888
Vermilion,Early Voting,State Senate,26,R,Jonathan Perry,722
