parish,precinct,office,district,party,candidate,votes
Acadia,01 01,Secretary of State,,R,Mary Chehardy,5
Acadia,01 01,Secretary of State,,L,Rayburn Clipper,1
Acadia,01 01,Secretary of State,,N,"James ""Jim"" Crowley III",3
Acadia,01 01,Secretary of State,,R,"""Jay"" Dardenne",14
Acadia,01 01,Secretary of State,,R,"""Mike"" Francis",127
Acadia,01 01,Secretary of State,,D,Francis C. Heitmeier,19
Acadia,01 01,Secretary of State,,R,"Allen ""Al"" Leone",0
Acadia,01 02A,Secretary of State,,R,Mary Chehardy,12
Acadia,01 02A,Secretary of State,,L,Rayburn Clipper,3
Acadia,01 02A,Secretary of State,,N,"James ""Jim"" Crowley III",16
Acadia,01 02A,Secretary of State,,R,"""Jay"" Dardenne",12
Acadia,01 02A,Secretary of State,,R,"""Mike"" Francis",124
Acadia,01 02A,Secretary of State,,D,Francis C. Heitmeier,42
Acadia,01 02A,Secretary of State,,R,"Allen ""Al"" Leone",4
Acadia,01 02B,Secretary of State,,R,Mary Chehardy,9
Acadia,01 02B,Secretary of State,,L,Rayburn Clipper,3
Acadia,01 02B,Secretary of State,,N,"James ""Jim"" Crowley III",7
Acadia,01 02B,Secretary of State,,R,"""Jay"" Dardenne",33
Acadia,01 02B,Secretary of State,,R,"""Mike"" Francis",163
Acadia,01 02B,Secretary of State,,D,Francis C. Heitmeier,50
Acadia,01 02B,Secretary of State,,R,"Allen ""Al"" Leone",8
Acadia,01 03A,Secretary of State,,R,Mary Chehardy,18
Acadia,01 03A,Secretary of State,,L,Rayburn Clipper,1
Acadia,01 03A,Secretary of State,,N,"James ""Jim"" Crowley III",8
Acadia,01 03A,Secretary of State,,R,"""Jay"" Dardenne",61
Acadia,01 03A,Secretary of State,,R,"""Mike"" Francis",240
Acadia,01 03A,Secretary of State,,D,Francis C. Heitmeier,36
Acadia,01 03A,Secretary of State,,R,"Allen ""Al"" Leone",4
Acadia,01 03B,Secretary of State,,R,Mary Chehardy,19
Acadia,01 03B,Secretary of State,,L,Rayburn Clipper,6
Acadia,01 03B,Secretary of State,,N,"James ""Jim"" Crowley III",16
Acadia,01 03B,Secretary of State,,R,"""Jay"" Dardenne",14
Acadia,01 03B,Secretary of State,,R,"""Mike"" Francis",152
Acadia,01 03B,Secretary of State,,D,Francis C. Heitmeier,50
Acadia,01 03B,Secretary of State,,R,"Allen ""Al"" Leone",1
Acadia,01 04A,Secretary of State,,R,Mary Chehardy,9
Acadia,01 04A,Secretary of State,,L,Rayburn Clipper,1
Acadia,01 04A,Secretary of State,,N,"James ""Jim"" Crowley III",10
Acadia,01 04A,Secretary of State,,R,"""Jay"" Dardenne",33
Acadia,01 04A,Secretary of State,,R,"""Mike"" Francis",147
Acadia,01 04A,Secretary of State,,D,Francis C. Heitmeier,35
Acadia,01 04A,Secretary of State,,R,"Allen ""Al"" Leone",3
Acadia,01 04B,Secretary of State,,R,Mary Chehardy,10
Acadia,01 04B,Secretary of State,,L,Rayburn Clipper,1
Acadia,01 04B,Secretary of State,,N,"James ""Jim"" Crowley III",3
Acadia,01 04B,Secretary of State,,R,"""Jay"" Dardenne",19
Acadia,01 04B,Secretary of State,,R,"""Mike"" Francis",139
Acadia,01 04B,Secretary of State,,D,Francis C. Heitmeier,39
Acadia,01 04B,Secretary of State,,R,"Allen ""Al"" Leone",2
Acadia,01 05A,Secretary of State,,R,Mary Chehardy,15
Acadia,01 05A,Secretary of State,,L,Rayburn Clipper,3
Acadia,01 05A,Secretary of State,,N,"James ""Jim"" Crowley III",6
Acadia,01 05A,Secretary of State,,R,"""Jay"" Dardenne",18
Acadia,01 05A,Secretary of State,,R,"""Mike"" Francis",128
Acadia,01 05A,Secretary of State,,D,Francis C. Heitmeier,32
Acadia,01 05A,Secretary of State,,R,"Allen ""Al"" Leone",3
Acadia,01 05B,Secretary of State,,R,Mary Chehardy,12
Acadia,01 05B,Secretary of State,,L,Rayburn Clipper,4
Acadia,01 05B,Secretary of State,,N,"James ""Jim"" Crowley III",11
