parish,precinct,office,district,party,candidate,votes
Acadia,01 11,U.S. Senate,,R,Suzanne Haik Terrell,15
Acadia,02 01,U.S. Senate,,D,Raymond Brown,6
Acadia,02 01,U.S. Senate,,R,John Cooksey,41
Acadia,02 01,U.S. Senate,,D,Mary Landrieu,108
Acadia,02 01,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",1
Acadia,02 01,U.S. Senate,,O,James Lemann,2
Acadia,02 01,U.S. Senate,,R,"""Tony"" Perkins",37
Acadia,02 01,U.S. Senate,,O,Gary D. Robbins,0
Acadia,02 01,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,02 01,U.S. Senate,,R,Suzanne Haik Terrell,118
Acadia,02 02,U.S. Senate,,D,Raymond Brown,3
Acadia,02 02,U.S. Senate,,R,John Cooksey,83
Acadia,02 02,U.S. Senate,,D,Mary Landrieu,52
Acadia,02 02,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",2
Acadia,02 02,U.S. Senate,,O,James Lemann,1
Acadia,02 02,U.S. Senate,,R,"""Tony"" Perkins",54
Acadia,02 02,U.S. Senate,,O,Gary D. Robbins,0
Acadia,02 02,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,02 02,U.S. Senate,,R,Suzanne Haik Terrell,114
Acadia,02 03,U.S. Senate,,D,Raymond Brown,4
Acadia,02 03,U.S. Senate,,R,John Cooksey,34
Acadia,02 03,U.S. Senate,,D,Mary Landrieu,81
Acadia,02 03,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",0
Acadia,02 03,U.S. Senate,,O,James Lemann,0
Acadia,02 03,U.S. Senate,,R,"""Tony"" Perkins",30
Acadia,02 03,U.S. Senate,,O,Gary D. Robbins,0
Acadia,02 03,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",1
Acadia,02 03,U.S. Senate,,R,Suzanne Haik Terrell,91
Acadia,02 04,U.S. Senate,,D,Raymond Brown,1
Acadia,02 04,U.S. Senate,,R,John Cooksey,62
Acadia,02 04,U.S. Senate,,D,Mary Landrieu,56
Acadia,02 04,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",0
Acadia,02 04,U.S. Senate,,O,James Lemann,0
Acadia,02 04,U.S. Senate,,R,"""Tony"" Perkins",69
Acadia,02 04,U.S. Senate,,O,Gary D. Robbins,0
Acadia,02 04,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,02 04,U.S. Senate,,R,Suzanne Haik Terrell,94
Acadia,02 05,U.S. Senate,,D,Raymond Brown,1
Acadia,02 05,U.S. Senate,,R,John Cooksey,39
Acadia,02 05,U.S. Senate,,D,Mary Landrieu,48
Acadia,02 05,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",0
Acadia,02 05,U.S. Senate,,O,James Lemann,0
Acadia,02 05,U.S. Senate,,R,"""Tony"" Perkins",44
Acadia,02 05,U.S. Senate,,O,Gary D. Robbins,0
Acadia,02 05,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,02 05,U.S. Senate,,R,Suzanne Haik Terrell,58
Acadia,03 01,U.S. Senate,,D,Raymond Brown,10
Acadia,03 01,U.S. Senate,,R,John Cooksey,54
Acadia,03 01,U.S. Senate,,D,Mary Landrieu,166
Acadia,03 01,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",2
Acadia,03 01,U.S. Senate,,O,James Lemann,1
Acadia,03 01,U.S. Senate,,R,"""Tony"" Perkins",41
Acadia,03 01,U.S. Senate,,O,Gary D. Robbins,0
Acadia,03 01,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,03 01,U.S. Senate,,R,Suzanne Haik Terrell,119
Acadia,03 02,U.S. Senate,,D,Raymond Brown,9
Acadia,03 02,U.S. Senate,,R,John Cooksey,65
Acadia,03 02,U.S. Senate,,D,Mary Landrieu,60
Acadia,03 02,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",1
Acadia,03 02,U.S. Senate,,O,James Lemann,0
Acadia,03 02,U.S. Senate,,R,"""Tony"" Perkins",39
Acadia,03 02,U.S. Senate,,O,Gary D. Robbins,1
Acadia,03 02,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,03 02,U.S. Senate,,R,Suzanne Haik Terrell,94
Acadia,03 03A,U.S. Senate,,D,Raymond Brown,6
Acadia,03 03A,U.S. Senate,,R,John Cooksey,56
Acadia,03 03A,U.S. Senate,,D,Mary Landrieu,179
Acadia,03 03A,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",1
Acadia,03 03A,U.S. Senate,,O,James Lemann,0
Acadia,03 03A,U.S. Senate,,R,"""Tony"" Perkins",39
Acadia,03 03A,U.S. Senate,,O,Gary D. Robbins,0
Acadia,03 03A,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,03 03A,U.S. Senate,,R,Suzanne Haik Terrell,87
Acadia,03 03B,U.S. Senate,,D,Raymond Brown,4
Acadia,03 03B,U.S. Senate,,R,John Cooksey,28
Acadia,03 03B,U.S. Senate,,D,Mary Landrieu,64
Acadia,03 03B,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",0
Acadia,03 03B,U.S. Senate,,O,James Lemann,0
Acadia,03 03B,U.S. Senate,,R,"""Tony"" Perkins",29
Acadia,03 03B,U.S. Senate,,O,Gary D. Robbins,0
Acadia,03 03B,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,03 03B,U.S. Senate,,R,Suzanne Haik Terrell,53
Acadia,03 03C,U.S. Senate,,D,Raymond Brown,0
Acadia,03 03C,U.S. Senate,,R,John Cooksey,10
Acadia,03 03C,U.S. Senate,,D,Mary Landrieu,19
Acadia,03 03C,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",0
Acadia,03 03C,U.S. Senate,,O,James Lemann,0
Acadia,03 03C,U.S. Senate,,R,"""Tony"" Perkins",3
Acadia,03 03C,U.S. Senate,,O,Gary D. Robbins,0
Acadia,03 03C,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,03 03C,U.S. Senate,,R,Suzanne Haik Terrell,3
Acadia,03 04,U.S. Senate,,D,Raymond Brown,14
Acadia,03 04,U.S. Senate,,R,John Cooksey,17
Acadia,03 04,U.S. Senate,,D,Mary Landrieu,202
Acadia,03 04,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",0
Acadia,03 04,U.S. Senate,,O,James Lemann,0
Acadia,03 04,U.S. Senate,,R,"""Tony"" Perkins",6
Acadia,03 04,U.S. Senate,,O,Gary D. Robbins,0
Acadia,03 04,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,03 04,U.S. Senate,,R,Suzanne Haik Terrell,27
Acadia,03 05,U.S. Senate,,D,Raymond Brown,1
Acadia,03 05,U.S. Senate,,R,John Cooksey,18
Acadia,03 05,U.S. Senate,,D,Mary Landrieu,36
Acadia,03 05,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",0
Acadia,03 05,U.S. Senate,,O,James Lemann,0
Acadia,03 05,U.S. Senate,,R,"""Tony"" Perkins",12
Acadia,03 05,U.S. Senate,,O,Gary D. Robbins,0
Acadia,03 05,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,03 05,U.S. Senate,,R,Suzanne Haik Terrell,26
Acadia,03 06,U.S. Senate,,D,Raymond Brown,3
Acadia,03 06,U.S. Senate,,R,John Cooksey,19
Acadia,03 06,U.S. Senate,,D,Mary Landrieu,63
Acadia,03 06,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",2
Acadia,03 06,U.S. Senate,,O,James Lemann,0
Acadia,03 06,U.S. Senate,,R,"""Tony"" Perkins",13
Acadia,03 06,U.S. Senate,,O,Gary D. Robbins,0
Acadia,03 06,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,03 06,U.S. Senate,,R,Suzanne Haik Terrell,31
Acadia,03 07,U.S. Senate,,D,Raymond Brown,5
Acadia,03 07,U.S. Senate,,R,John Cooksey,35
Acadia,03 07,U.S. Senate,,D,Mary Landrieu,123
Acadia,03 07,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",0
Acadia,03 07,U.S. Senate,,O,James Lemann,1
Acadia,03 07,U.S. Senate,,R,"""Tony"" Perkins",35
Acadia,03 07,U.S. Senate,,O,Gary D. Robbins,1
Acadia,03 07,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,03 07,U.S. Senate,,R,Suzanne Haik Terrell,96
Acadia,04 01,U.S. Senate,,D,Raymond Brown,7
Acadia,04 01,U.S. Senate,,R,John Cooksey,40
Acadia,04 01,U.S. Senate,,D,Mary Landrieu,111
Acadia,04 01,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",1
Acadia,04 01,U.S. Senate,,O,James Lemann,0
Acadia,04 01,U.S. Senate,,R,"""Tony"" Perkins",45
Acadia,04 01,U.S. Senate,,O,Gary D. Robbins,0
Acadia,04 01,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,04 01,U.S. Senate,,R,Suzanne Haik Terrell,65
Acadia,04 02,U.S. Senate,,D,Raymond Brown,7
Acadia,04 02,U.S. Senate,,R,John Cooksey,66
Acadia,04 02,U.S. Senate,,D,Mary Landrieu,114
Acadia,04 02,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",1
Acadia,04 02,U.S. Senate,,O,James Lemann,0
Acadia,04 02,U.S. Senate,,R,"""Tony"" Perkins",78
Acadia,04 02,U.S. Senate,,O,Gary D. Robbins,0
Acadia,04 02,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",1
Acadia,04 02,U.S. Senate,,R,Suzanne Haik Terrell,116
Acadia,04 03,U.S. Senate,,D,Raymond Brown,0
Acadia,04 03,U.S. Senate,,R,John Cooksey,24
Acadia,04 03,U.S. Senate,,D,Mary Landrieu,19
Acadia,04 03,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",0
Acadia,04 03,U.S. Senate,,O,James Lemann,0
Acadia,04 03,U.S. Senate,,R,"""Tony"" Perkins",12
Acadia,04 03,U.S. Senate,,O,Gary D. Robbins,0
Acadia,04 03,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,04 03,U.S. Senate,,R,Suzanne Haik Terrell,32
Acadia,04 04,U.S. Senate,,D,Raymond Brown,6
Acadia,04 04,U.S. Senate,,R,John Cooksey,55
Acadia,04 04,U.S. Senate,,D,Mary Landrieu,149
Acadia,04 04,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",0
Acadia,04 04,U.S. Senate,,O,James Lemann,0
Acadia,04 04,U.S. Senate,,R,"""Tony"" Perkins",69
Acadia,04 04,U.S. Senate,,O,Gary D. Robbins,0
Acadia,04 04,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",1
Acadia,04 04,U.S. Senate,,R,Suzanne Haik Terrell,98
Acadia,04 05,U.S. Senate,,D,Raymond Brown,22
Acadia,04 05,U.S. Senate,,R,John Cooksey,88
Acadia,04 05,U.S. Senate,,D,Mary Landrieu,149
Acadia,04 05,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",1
Acadia,04 05,U.S. Senate,,O,James Lemann,1
Acadia,04 05,U.S. Senate,,R,"""Tony"" Perkins",93
Acadia,04 05,U.S. Senate,,O,Gary D. Robbins,0
Acadia,04 05,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",1
Acadia,04 05,U.S. Senate,,R,Suzanne Haik Terrell,99
Acadia,04 06,U.S. Senate,,D,Raymond Brown,2
Acadia,04 06,U.S. Senate,,R,John Cooksey,50
Acadia,04 06,U.S. Senate,,D,Mary Landrieu,86
Acadia,04 06,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",1
Acadia,04 06,U.S. Senate,,O,James Lemann,0
Acadia,04 06,U.S. Senate,,R,"""Tony"" Perkins",31
Acadia,04 06,U.S. Senate,,O,Gary D. Robbins,4
Acadia,04 06,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,04 06,U.S. Senate,,R,Suzanne Haik Terrell,104
Acadia,05 01A,U.S. Senate,,D,Raymond Brown,5
Acadia,05 01A,U.S. Senate,,R,John Cooksey,23
Acadia,05 01A,U.S. Senate,,D,Mary Landrieu,89
Acadia,05 01A,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",1
Acadia,05 01A,U.S. Senate,,O,James Lemann,0
Acadia,05 01A,U.S. Senate,,R,"""Tony"" Perkins",13
Acadia,05 01A,U.S. Senate,,O,Gary D. Robbins,0
Acadia,05 01A,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,05 01A,U.S. Senate,,R,Suzanne Haik Terrell,40
Acadia,05 01B,U.S. Senate,,D,Raymond Brown,0
Acadia,05 01B,U.S. Senate,,R,John Cooksey,5
Acadia,05 01B,U.S. Senate,,D,Mary Landrieu,53
Acadia,05 01B,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",0
Acadia,05 01B,U.S. Senate,,O,James Lemann,0
Acadia,05 01B,U.S. Senate,,R,"""Tony"" Perkins",8
Acadia,05 01B,U.S. Senate,,O,Gary D. Robbins,0
Acadia,05 01B,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,05 01B,U.S. Senate,,R,Suzanne Haik Terrell,22
Acadia,05 02A,U.S. Senate,,D,Raymond Brown,5
Acadia,05 02A,U.S. Senate,,R,John Cooksey,23
Acadia,05 02A,U.S. Senate,,D,Mary Landrieu,109
Acadia,05 02A,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",1
Acadia,05 02A,U.S. Senate,,O,James Lemann,0
Acadia,05 02A,U.S. Senate,,R,"""Tony"" Perkins",25
Acadia,05 02A,U.S. Senate,,O,Gary D. Robbins,1
Acadia,05 02A,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,05 02A,U.S. Senate,,R,Suzanne Haik Terrell,43
Acadia,05 02B,U.S. Senate,,D,Raymond Brown,0
Acadia,05 02B,U.S. Senate,,R,John Cooksey,0
Acadia,05 02B,U.S. Senate,,D,Mary Landrieu,10
Acadia,05 02B,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",0
Acadia,05 02B,U.S. Senate,,O,James Lemann,0
Acadia,05 02B,U.S. Senate,,R,"""Tony"" Perkins",2
Acadia,05 02B,U.S. Senate,,O,Gary D. Robbins,0
Acadia,05 02B,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,05 02B,U.S. Senate,,R,Suzanne Haik Terrell,14
Acadia,05 03,U.S. Senate,,D,Raymond Brown,2
Acadia,05 03,U.S. Senate,,R,John Cooksey,22
Acadia,05 03,U.S. Senate,,D,Mary Landrieu,49
Acadia,05 03,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",0
Acadia,05 03,U.S. Senate,,O,James Lemann,0
Acadia,05 03,U.S. Senate,,R,"""Tony"" Perkins",18
Acadia,05 03,U.S. Senate,,O,Gary D. Robbins,0
Acadia,05 03,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,05 03,U.S. Senate,,R,Suzanne Haik Terrell,37
Acadia,05 04,U.S. Senate,,D,Raymond Brown,6
Acadia,05 04,U.S. Senate,,R,John Cooksey,24
Acadia,05 04,U.S. Senate,,D,Mary Landrieu,104
Acadia,05 04,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",0
Acadia,05 04,U.S. Senate,,O,James Lemann,1
Acadia,05 04,U.S. Senate,,R,"""Tony"" Perkins",13
Acadia,05 04,U.S. Senate,,O,Gary D. Robbins,0
Acadia,05 04,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",2
Acadia,05 04,U.S. Senate,,R,Suzanne Haik Terrell,40
Acadia,05 05,U.S. Senate,,D,Raymond Brown,3
Acadia,05 05,U.S. Senate,,R,John Cooksey,14
Acadia,05 05,U.S. Senate,,D,Mary Landrieu,68
Acadia,05 05,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",0
Acadia,05 05,U.S. Senate,,O,James Lemann,0
Acadia,05 05,U.S. Senate,,R,"""Tony"" Perkins",11
Acadia,05 05,U.S. Senate,,O,Gary D. Robbins,0
Acadia,05 05,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,05 05,U.S. Senate,,R,Suzanne Haik Terrell,19
Acadia,05 06,U.S. Senate,,D,Raymond Brown,0
Acadia,05 06,U.S. Senate,,R,John Cooksey,3
Acadia,05 06,U.S. Senate,,D,Mary Landrieu,24
Acadia,05 06,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",2
Acadia,05 06,U.S. Senate,,O,James Lemann,0
Acadia,05 06,U.S. Senate,,R,"""Tony"" Perkins",7
Acadia,05 06,U.S. Senate,,O,Gary D. Robbins,1
Acadia,05 06,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,05 06,U.S. Senate,,R,Suzanne Haik Terrell,23
Acadia,06 01,U.S. Senate,,D,Raymond Brown,4
Acadia,06 01,U.S. Senate,,R,John Cooksey,38
Acadia,06 01,U.S. Senate,,D,Mary Landrieu,163
Acadia,06 01,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",1
Acadia,06 01,U.S. Senate,,O,James Lemann,1
Acadia,06 01,U.S. Senate,,R,"""Tony"" Perkins",13
Acadia,06 01,U.S. Senate,,O,Gary D. Robbins,0
Acadia,06 01,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,06 01,U.S. Senate,,R,Suzanne Haik Terrell,59
Acadia,06 02,U.S. Senate,,D,Raymond Brown,0
Acadia,06 02,U.S. Senate,,R,John Cooksey,49
Acadia,06 02,U.S. Senate,,D,Mary Landrieu,110
Acadia,06 02,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",1
Acadia,06 02,U.S. Senate,,O,James Lemann,1
Acadia,06 02,U.S. Senate,,R,"""Tony"" Perkins",42
Acadia,06 02,U.S. Senate,,O,Gary D. Robbins,0
Acadia,06 02,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
Acadia,06 02,U.S. Senate,,R,Suzanne Haik Terrell,98
Acadia,06 02A,U.S. Senate,,D,Raymond Brown,0
Acadia,06 02A,U.S. Senate,,R,John Cooksey,1
Acadia,06 02A,U.S. Senate,,D,Mary Landrieu,3
Acadia,06 02A,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",0
Acadia,06 02A,U.S. Senate,,O,James Lemann,0
Acadia,06 02A,U.S. Senate,,R,"""Tony"" Perkins",1
Acadia,06 02A,U.S. Senate,,O,Gary D. Robbins,0
Acadia,06 02A,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",0
