parish,precinct,office,district,party,candidate,votes
Acadia,01 01,U.S. House,7,R,"Charles Boustany, Jr.",215
Acadia,01 01,U.S. House,7,D,Willie Landry Mount,80
Acadia,01 02A,U.S. House,7,R,"Charles Boustany, Jr.",76
Acadia,01 02A,U.S. House,7,D,Willie Landry Mount,50
Acadia,01 02B,U.S. House,7,R,"Charles Boustany, Jr.",129
Acadia,01 02B,U.S. House,7,D,Willie Landry Mount,65
Acadia,01 03A,U.S. House,7,R,"Charles Boustany, Jr.",191
Acadia,01 03A,U.S. House,7,D,Willie Landry Mount,52
Acadia,01 03B,U.S. House,7,R,"Charles Boustany, Jr.",61
Acadia,01 03B,U.S. House,7,D,Willie Landry Mount,82
Acadia,01 04A,U.S. House,7,R,"Charles Boustany, Jr.",120
Acadia,01 04A,U.S. House,7,D,Willie Landry Mount,48
Acadia,01 04B,U.S. House,7,R,"Charles Boustany, Jr.",103
Acadia,01 04B,U.S. House,7,D,Willie Landry Mount,48
Acadia,01 05A,U.S. House,7,R,"Charles Boustany, Jr.",98
Acadia,01 05A,U.S. House,7,D,Willie Landry Mount,58
Acadia,01 05B,U.S. House,7,R,"Charles Boustany, Jr.",43
Acadia,01 05B,U.S. House,7,D,Willie Landry Mount,59
Acadia,01 06,U.S. House,7,R,"Charles Boustany, Jr.",22
Acadia,01 06,U.S. House,7,D,Willie Landry Mount,166
Acadia,01 07,U.S. House,7,R,"Charles Boustany, Jr.",50
Acadia,01 07,U.S. House,7,D,Willie Landry Mount,157
Acadia,01 08,U.S. House,7,R,"Charles Boustany, Jr.",117
Acadia,01 08,U.S. House,7,D,Willie Landry Mount,55
Acadia,01 09,U.S. House,7,R,"Charles Boustany, Jr.",109
Acadia,01 09,U.S. House,7,D,Willie Landry Mount,59
Acadia,01 10,U.S. House,7,R,"Charles Boustany, Jr.",22
Acadia,01 10,U.S. House,7,D,Willie Landry Mount,5
Acadia,01 11,U.S. House,7,R,"Charles Boustany, Jr.",17
Acadia,01 11,U.S. House,7,D,Willie Landry Mount,13
Acadia,02 01,U.S. House,7,R,"Charles Boustany, Jr.",182
Acadia,02 01,U.S. House,7,D,Willie Landry Mount,83
Acadia,02 02,U.S. House,7,R,"Charles Boustany, Jr.",234
Acadia,02 02,U.S. House,7,D,Willie Landry Mount,43
Acadia,02 03,U.S. House,7,R,"Charles Boustany, Jr.",130
Acadia,02 03,U.S. House,7,D,Willie Landry Mount,29
Acadia,02 04,U.S. House,7,R,"Charles Boustany, Jr.",189
Acadia,02 04,U.S. House,7,D,Willie Landry Mount,26
Acadia,02 05,U.S. House,7,R,"Charles Boustany, Jr.",107
Acadia,02 05,U.S. House,7,D,Willie Landry Mount,43
Acadia,03 01,U.S. House,7,R,"Charles Boustany, Jr.",182
Acadia,03 01,U.S. House,7,D,Willie Landry Mount,110
Acadia,03 02,U.S. House,7,R,"Charles Boustany, Jr.",175
Acadia,03 02,U.S. House,7,D,Willie Landry Mount,62
Acadia,03 03A,U.S. House,7,R,"Charles Boustany, Jr.",157
Acadia,03 03A,U.S. House,7,D,Willie Landry Mount,94
Acadia,03 03B,U.S. House,7,R,"Charles Boustany, Jr.",93
Acadia,03 03B,U.S. House,7,D,Willie Landry Mount,44
Acadia,03 04,U.S. House,7,R,"Charles Boustany, Jr.",65
Acadia,03 04,U.S. House,7,D,Willie Landry Mount,137
Acadia,03 05,U.S. House,7,R,"Charles Boustany, Jr.",49
Acadia,03 05,U.S. House,7,D,Willie Landry Mount,12
Acadia,03 06,U.S. House,7,R,"Charles Boustany, Jr.",59
Acadia,03 06,U.S. House,7,D,Willie Landry Mount,49
Acadia,03 07,U.S. House,7,R,"Charles Boustany, Jr.",141
Acadia,03 07,U.S. House,7,D,Willie Landry Mount,80
Acadia,04 01,U.S. House,7,R,"Charles Boustany, Jr.",128
Acadia,04 01,U.S. House,7,D,Willie Landry Mount,61
Acadia,04 02,U.S. House,7,R,"Charles Boustany, Jr.",212
Acadia,04 02,U.S. House,7,D,Willie Landry Mount,87
Acadia,04 03,U.S. House,7,R,"Charles Boustany, Jr.",47
Acadia,04 03,U.S. House,7,D,Willie Landry Mount,11
Acadia,04 04,U.S. House,7,R,"Charles Boustany, Jr.",180
Acadia,04 04,U.S. House,7,D,Willie Landry Mount,106
Acadia,04 05,U.S. House,7,R,"Charles Boustany, Jr.",203
Acadia,04 05,U.S. House,7,D,Willie Landry Mount,136
Acadia,04 06,U.S. House,7,R,"Charles Boustany, Jr.",166
Acadia,04 06,U.S. House,7,D,Willie Landry Mount,45
Acadia,05 01A,U.S. House,7,R,"Charles Boustany, Jr.",60
Acadia,05 01A,U.S. House,7,D,Willie Landry Mount,75
Acadia,05 01B,U.S. House,7,R,"Charles Boustany, Jr.",34
Acadia,05 01B,U.S. House,7,D,Willie Landry Mount,24
Acadia,05 02A,U.S. House,7,R,"Charles Boustany, Jr.",97
Acadia,05 02A,U.S. House,7,D,Willie Landry Mount,78
Acadia,05 02B,U.S. House,7,R,"Charles Boustany, Jr.",16
Acadia,05 02B,U.S. House,7,D,Willie Landry Mount,4
Acadia,05 03,U.S. House,7,R,"Charles Boustany, Jr.",66
Acadia,05 03,U.S. House,7,D,Willie Landry Mount,27
Acadia,05 04,U.S. House,7,R,"Charles Boustany, Jr.",78
Acadia,05 04,U.S. House,7,D,Willie Landry Mount,77
Acadia,05 05,U.S. House,7,R,"Charles Boustany, Jr.",32
Acadia,05 05,U.S. House,7,D,Willie Landry Mount,48
Acadia,05 06,U.S. House,7,R,"Charles Boustany, Jr.",19
Acadia,05 06,U.S. House,7,D,Willie Landry Mount,5
Acadia,06 01,U.S. House,7,R,"Charles Boustany, Jr.",86
Acadia,06 01,U.S. House,7,D,Willie Landry Mount,144
Acadia,06 02,U.S. House,7,R,"Charles Boustany, Jr.",157
Acadia,06 02,U.S. House,7,D,Willie Landry Mount,62
Acadia,06 03A,U.S. House,7,R,"Charles Boustany, Jr.",159
Acadia,06 03A,U.S. House,7,D,Willie Landry Mount,129
Acadia,06 03B,U.S. House,7,R,"Charles Boustany, Jr.",112
Acadia,06 03B,U.S. House,7,D,Willie Landry Mount,46
Acadia,06 04,U.S. House,7,R,"Charles Boustany, Jr.",191
Acadia,06 04,U.S. House,7,D,Willie Landry Mount,51
Acadia,06 05,U.S. House,7,R,"Charles Boustany, Jr.",28
Acadia,06 05,U.S. House,7,D,Willie Landry Mount,59
Acadia,06 06,U.S. House,7,R,"Charles Boustany, Jr.",17
Acadia,06 06,U.S. House,7,D,Willie Landry Mount,126
Acadia,06 07,U.S. House,7,R,"Charles Boustany, Jr.",150
Acadia,06 07,U.S. House,7,D,Willie Landry Mount,60
Acadia,06 08,U.S. House,7,R,"Charles Boustany, Jr.",141
Acadia,06 08,U.S. House,7,D,Willie Landry Mount,99
Acadia,06 09,U.S. House,7,R,"Charles Boustany, Jr.",98
Acadia,06 09,U.S. House,7,D,Willie Landry Mount,50
Acadia,06 10,U.S. House,7,R,"Charles Boustany, Jr.",68
Acadia,06 10,U.S. House,7,D,Willie Landry Mount,28
Acadia,06 11,U.S. House,7,R,"Charles Boustany, Jr.",18
Acadia,06 11,U.S. House,7,D,Willie Landry Mount,197
Acadia,06 12,U.S. House,7,R,"Charles Boustany, Jr.",181
Acadia,06 12,U.S. House,7,D,Willie Landry Mount,103
Acadia,06 13,U.S. House,7,R,"Charles Boustany, Jr.",137
Acadia,06 13,U.S. House,7,D,Willie Landry Mount,59
Acadia,06 14,U.S. House,7,R,"Charles Boustany, Jr.",188
Acadia,06 14,U.S. House,7,D,Willie Landry Mount,64
Acadia,06 15,U.S. House,7,R,"Charles Boustany, Jr.",60
Acadia,06 15,U.S. House,7,D,Willie Landry Mount,37
Acadia,06 16,U.S. House,7,R,"Charles Boustany, Jr.",94
Acadia,06 16,U.S. House,7,D,Willie Landry Mount,26
Acadia,07 01,U.S. House,7,R,"Charles Boustany, Jr.",82
Acadia,07 01,U.S. House,7,D,Willie Landry Mount,11
Acadia,07 02,U.S. House,7,R,"Charles Boustany, Jr.",113
Acadia,07 02,U.S. House,7,D,Willie Landry Mount,75
Acadia,07 03,U.S. House,7,R,"Charles Boustany, Jr.",251
Acadia,07 03,U.S. House,7,D,Willie Landry Mount,61
Acadia,07 04,U.S. House,7,R,"Charles Boustany, Jr.",122
Acadia,07 04,U.S. House,7,D,Willie Landry Mount,34
Acadia,Early Voting,U.S. House,7,R,"Charles Boustany, Jr.",599
Acadia,Early Voting,U.S. House,7,D,Willie Landry Mount,220
Acadia,Provisional Votes,U.S. House,7,R,"Charles Boustany, Jr.",0
Acadia,Provisional Votes,U.S. House,7,D,Willie Landry Mount,0
Calcasieu,00 160E,U.S. House,7,R,"Charles Boustany, Jr.",157
Calcasieu,00 160E,U.S. House,7,D,Willie Landry Mount,128
Calcasieu,00 160W,U.S. House,7,R,"Charles Boustany, Jr.",103
Calcasieu,00 160W,U.S. House,7,D,Willie Landry Mount,42
Calcasieu,00 161,U.S. House,7,R,"Charles Boustany, Jr.",132
Calcasieu,00 161,U.S. House,7,D,Willie Landry Mount,114
Calcasieu,00 162,U.S. House,7,R,"Charles Boustany, Jr.",496
Calcasieu,00 162,U.S. House,7,D,Willie Landry Mount,355
Calcasieu,00 163,U.S. House,7,R,"Charles Boustany, Jr.",317
Calcasieu,00 163,U.S. House,7,D,Willie Landry Mount,255
