parish,precinct,office,district,party,candidate,votes
Lafourche,10- 1,State Senate,20,R,Chris Bollinger,119
Lafourche,10- 1,State Senate,20,D,Mark T. Duplantis,6
Lafourche,10- 1,State Senate,20,D,"Reggie P. Dupre, Jr.",28
Lafourche,10- 1,State Senate,20,O,"Ambrose ""Butch"" Estay",2
Lafourche,10- 1,State Senate,20,D,"""Johnny"" Glover",17
Lafourche,10- 1,State Senate,20,R,"Daniel David Henry, Sr.",2
Lafourche,10- 1,State Senate,20,O,Christine Price Liner,1
Lafourche,10- 1,State Senate,20,D,Daniel Lorraine,44
Lafourche,10- 1,State Senate,20,R,Leslie Robichaux McVeigh,49
Lafourche,10- 1,State Senate,20,R,"Columbus ""Chris"" Williams, Jr.",0
Lafourche,10- 10,State Senate,20,R,Chris Bollinger,143
Lafourche,10- 10,State Senate,20,D,Mark T. Duplantis,8
Lafourche,10- 10,State Senate,20,D,"Reggie P. Dupre, Jr.",36
Lafourche,10- 10,State Senate,20,O,"Ambrose ""Butch"" Estay",1
Lafourche,10- 10,State Senate,20,D,"""Johnny"" Glover",15
Lafourche,10- 10,State Senate,20,R,"Daniel David Henry, Sr.",4
Lafourche,10- 10,State Senate,20,O,Christine Price Liner,2
Lafourche,10- 10,State Senate,20,D,Daniel Lorraine,142
Lafourche,10- 10,State Senate,20,R,Leslie Robichaux McVeigh,60
Lafourche,10- 10,State Senate,20,R,"Columbus ""Chris"" Williams, Jr.",1
Lafourche,10- 11,State Senate,20,R,Chris Bollinger,62
Lafourche,10- 11,State Senate,20,D,Mark T. Duplantis,2
Lafourche,10- 11,State Senate,20,D,"Reggie P. Dupre, Jr.",8
Lafourche,10- 11,State Senate,20,O,"Ambrose ""Butch"" Estay",0
Lafourche,10- 11,State Senate,20,D,"""Johnny"" Glover",2
Lafourche,10- 11,State Senate,20,R,"Daniel David Henry, Sr.",2
Lafourche,10- 11,State Senate,20,O,Christine Price Liner,2
Lafourche,10- 11,State Senate,20,D,Daniel Lorraine,45
Lafourche,10- 11,State Senate,20,R,Leslie Robichaux McVeigh,14
Lafourche,10- 11,State Senate,20,R,"Columbus ""Chris"" Williams, Jr.",0
Lafourche,10- 12,State Senate,20,R,Chris Bollinger,139
Lafourche,10- 12,State Senate,20,D,Mark T. Duplantis,9
Lafourche,10- 12,State Senate,20,D,"Reggie P. Dupre, Jr.",27
Lafourche,10- 12,State Senate,20,O,"Ambrose ""Butch"" Estay",0
Lafourche,10- 12,State Senate,20,D,"""Johnny"" Glover",9
Lafourche,10- 12,State Senate,20,R,"Daniel David Henry, Sr.",3
Lafourche,10- 12,State Senate,20,O,Christine Price Liner,0
Lafourche,10- 12,State Senate,20,D,Daniel Lorraine,86
Lafourche,10- 12,State Senate,20,R,Leslie Robichaux McVeigh,54
Lafourche,10- 12,State Senate,20,R,"Columbus ""Chris"" Williams, Jr.",0
Lafourche,10- 13,State Senate,20,R,Chris Bollinger,143
Lafourche,10- 13,State Senate,20,D,Mark T. Duplantis,1
Lafourche,10- 13,State Senate,20,D,"Reggie P. Dupre, Jr.",14
Lafourche,10- 13,State Senate,20,O,"Ambrose ""Butch"" Estay",0
Lafourche,10- 13,State Senate,20,D,"""Johnny"" Glover",6
Lafourche,10- 13,State Senate,20,R,"Daniel David Henry, Sr.",2
Lafourche,10- 13,State Senate,20,O,Christine Price Liner,3
Lafourche,10- 13,State Senate,20,D,Daniel Lorraine,53
Lafourche,10- 13,State Senate,20,R,Leslie Robichaux McVeigh,38
Lafourche,10- 13,State Senate,20,R,"Columbus ""Chris"" Williams, Jr.",0
Lafourche,10- 14,State Senate,20,R,Chris Bollinger,160
Lafourche,10- 14,State Senate,20,D,Mark T. Duplantis,6
Lafourche,10- 14,State Senate,20,D,"Reggie P. Dupre, Jr.",29
Lafourche,10- 14,State Senate,20,O,"Ambrose ""Butch"" Estay",1
Lafourche,10- 14,State Senate,20,D,"""Johnny"" Glover",9
Lafourche,10- 14,State Senate,20,R,"Daniel David Henry, Sr.",7
Lafourche,10- 14,State Senate,20,O,Christine Price Liner,3
Lafourche,10- 14,State Senate,20,D,Daniel Lorraine,43
Lafourche,10- 14,State Senate,20,R,Leslie Robichaux McVeigh,52
Lafourche,10- 14,State Senate,20,R,"Columbus ""Chris"" Williams, Jr.",0
Lafourche,10- 15,State Senate,20,R,Chris Bollinger,129
Lafourche,10- 15,State Senate,20,D,Mark T. Duplantis,6
Lafourche,10- 15,State Senate,20,D,"Reggie P. Dupre, Jr.",15
Lafourche,10- 15,State Senate,20,O,"Ambrose ""Butch"" Estay",0
Lafourche,10- 15,State Senate,20,D,"""Johnny"" Glover",8
Lafourche,10- 15,State Senate,20,R,"Daniel David Henry, Sr.",1
