parish,precinct,office,district,party,candidate,votes
Orleans,10 08,State House,91,D,Jalila Jefferson,25
Orleans,10 08,State House,91,D,Rosalind Magee Peychaud,67
Orleans,10 09,State House,91,D,Jalila Jefferson,17
Orleans,10 09,State House,91,D,Rosalind Magee Peychaud,128
Orleans,11 03,State House,91,D,Jalila Jefferson,63
Orleans,11 03,State House,91,D,Rosalind Magee Peychaud,22
Orleans,11 04,State House,91,D,Jalila Jefferson,34
Orleans,11 04,State House,91,D,Rosalind Magee Peychaud,32
Orleans,11 05,State House,91,D,Jalila Jefferson,58
Orleans,11 05,State House,91,D,Rosalind Magee Peychaud,107
Orleans,11 08,State House,91,D,Jalila Jefferson,14
Orleans,11 08,State House,91,D,Rosalind Magee Peychaud,115
Orleans,11 09,State House,91,D,Jalila Jefferson,40
Orleans,11 09,State House,91,D,Rosalind Magee Peychaud,209
Orleans,11 10,State House,91,D,Jalila Jefferson,88
Orleans,11 10,State House,91,D,Rosalind Magee Peychaud,92
Orleans,11 11,State House,91,D,Jalila Jefferson,102
Orleans,11 11,State House,91,D,Rosalind Magee Peychaud,34
Orleans,11 12,State House,91,D,Jalila Jefferson,100
Orleans,11 12,State House,91,D,Rosalind Magee Peychaud,24
Orleans,11 13,State House,91,D,Jalila Jefferson,107
Orleans,11 13,State House,91,D,Rosalind Magee Peychaud,15
Orleans,11 14,State House,91,D,Jalila Jefferson,116
Orleans,11 14,State House,91,D,Rosalind Magee Peychaud,17
Orleans,11 15,State House,91,D,Jalila Jefferson,65
Orleans,11 15,State House,91,D,Rosalind Magee Peychaud,8
Orleans,11 16,State House,91,D,Jalila Jefferson,94
Orleans,11 16,State House,91,D,Rosalind Magee Peychaud,20
Orleans,11 17,State House,91,D,Jalila Jefferson,72
Orleans,11 17,State House,91,D,Rosalind Magee Peychaud,6
Orleans,11 18,State House,91,D,Jalila Jefferson,77
Orleans,11 18,State House,91,D,Rosalind Magee Peychaud,13
Orleans,11 19,State House,91,D,Jalila Jefferson,47
Orleans,11 19,State House,91,D,Rosalind Magee Peychaud,12
Orleans,12 01,State House,91,D,Jalila Jefferson,39
Orleans,12 01,State House,91,D,Rosalind Magee Peychaud,48
Orleans,12 02,State House,91,D,Jalila Jefferson,79
Orleans,12 02,State House,91,D,Rosalind Magee Peychaud,41
Orleans,12 03,State House,91,D,Jalila Jefferson,102
Orleans,12 03,State House,91,D,Rosalind Magee Peychaud,41
Orleans,12 04,State House,91,D,Jalila Jefferson,38
Orleans,12 04,State House,91,D,Rosalind Magee Peychaud,48
Orleans,12 05,State House,91,D,Jalila Jefferson,23
Orleans,12 05,State House,91,D,Rosalind Magee Peychaud,75
Orleans,12 06,State House,91,D,Jalila Jefferson,30
Orleans,12 06,State House,91,D,Rosalind Magee Peychaud,81
Orleans,12 07,State House,91,D,Jalila Jefferson,15
Orleans,12 07,State House,91,D,Rosalind Magee Peychaud,60
Orleans,12 08,State House,91,D,Jalila Jefferson,11
Orleans,12 08,State House,91,D,Rosalind Magee Peychaud,68
Orleans,12 09,State House,91,D,Jalila Jefferson,64
Orleans,12 09,State House,91,D,Rosalind Magee Peychaud,45
Orleans,12 10,State House,91,D,Jalila Jefferson,26
Orleans,12 10,State House,91,D,Rosalind Magee Peychaud,106
Orleans,12 11,State House,91,D,Jalila Jefferson,99
Orleans,12 11,State House,91,D,Rosalind Magee Peychaud,61
Orleans,12 12,State House,91,D,Jalila Jefferson,91
Orleans,12 12,State House,91,D,Rosalind Magee Peychaud,66
Orleans,12 13,State House,91,D,Jalila Jefferson,85
Orleans,12 13,State House,91,D,Rosalind Magee Peychaud,41
Orleans,12 14,State House,91,D,Jalila Jefferson,142
Orleans,12 14,State House,91,D,Rosalind Magee Peychaud,121
Orleans,12 16,State House,91,D,Jalila Jefferson,129
Orleans,12 16,State House,91,D,Rosalind Magee Peychaud,51
Orleans,12 17,State House,91,D,Jalila Jefferson,63
Orleans,12 17,State House,91,D,Rosalind Magee Peychaud,21
Orleans,13 05,State House,91,D,Jalila Jefferson,45
Orleans,13 05,State House,91,D,Rosalind Magee Peychaud,75
Orleans,13 07,State House,91,D,Jalila Jefferson,29
Orleans,13 07,State House,91,D,Rosalind Magee Peychaud,44
Orleans,13 08,State House,91,D,Jalila Jefferson,15
Orleans,13 08,State House,91,D,Rosalind Magee Peychaud,116
Orleans,13 09,State House,91,D,Jalila Jefferson,26
Orleans,13 09,State House,91,D,Rosalind Magee Peychaud,98
Orleans,13 10,State House,91,D,Jalila Jefferson,9
Orleans,13 10,State House,91,D,Rosalind Magee Peychaud,143
Orleans,Early Voting,State House,91,D,Jalila Jefferson,12
Orleans,Early Voting,State House,91,D,Rosalind Magee Peychaud,30
