parish,precinct,office,district,party,candidate,votes
Orleans,03 14,State House,94,R,"""Jeb"" Bruneau",5
Orleans,03 14,State House,94,R,"Nicholas J. ""Nick"" Lorusso",17
Orleans,03 19,State House,94,R,"""Jeb"" Bruneau",15
Orleans,03 19,State House,94,R,"Nicholas J. ""Nick"" Lorusso",30
Orleans,03 20,State House,94,R,"""Jeb"" Bruneau",12
Orleans,03 20,State House,94,R,"Nicholas J. ""Nick"" Lorusso",19
Orleans,04 06,State House,94,R,"""Jeb"" Bruneau",4
Orleans,04 06,State House,94,R,"Nicholas J. ""Nick"" Lorusso",1
Orleans,04 07,State House,94,R,"""Jeb"" Bruneau",6
Orleans,04 07,State House,94,R,"Nicholas J. ""Nick"" Lorusso",18
Orleans,04 08,State House,94,R,"""Jeb"" Bruneau",16
Orleans,04 08,State House,94,R,"Nicholas J. ""Nick"" Lorusso",32
Orleans,04 09,State House,94,R,"""Jeb"" Bruneau",20
Orleans,04 09,State House,94,R,"Nicholas J. ""Nick"" Lorusso",60
Orleans,04 10,State House,94,R,"""Jeb"" Bruneau",28
Orleans,04 10,State House,94,R,"Nicholas J. ""Nick"" Lorusso",33
Orleans,04 10A,State House,94,R,"""Jeb"" Bruneau",22
Orleans,04 10A,State House,94,R,"Nicholas J. ""Nick"" Lorusso",35
Orleans,04 11,State House,94,R,"""Jeb"" Bruneau",30
Orleans,04 11,State House,94,R,"Nicholas J. ""Nick"" Lorusso",37
Orleans,04 14,State House,94,R,"""Jeb"" Bruneau",75
Orleans,04 14,State House,94,R,"Nicholas J. ""Nick"" Lorusso",102
Orleans,04 14A,State House,94,R,"""Jeb"" Bruneau",27
Orleans,04 14A,State House,94,R,"Nicholas J. ""Nick"" Lorusso",40
Orleans,04 15,State House,94,R,"""Jeb"" Bruneau",23
Orleans,04 15,State House,94,R,"Nicholas J. ""Nick"" Lorusso",14
Orleans,04 16,State House,94,R,"""Jeb"" Bruneau",17
Orleans,04 16,State House,94,R,"Nicholas J. ""Nick"" Lorusso",17
Orleans,04 16A,State House,94,R,"""Jeb"" Bruneau",31
Orleans,04 16A,State House,94,R,"Nicholas J. ""Nick"" Lorusso",41
Orleans,04 17,State House,94,R,"""Jeb"" Bruneau",51
Orleans,04 17,State House,94,R,"Nicholas J. ""Nick"" Lorusso",37
Orleans,04 17A,State House,94,R,"""Jeb"" Bruneau",63
Orleans,04 17A,State House,94,R,"Nicholas J. ""Nick"" Lorusso",59
Orleans,04 18,State House,94,R,"""Jeb"" Bruneau",57
Orleans,04 18,State House,94,R,"Nicholas J. ""Nick"" Lorusso",41
Orleans,04 18A,State House,94,R,"""Jeb"" Bruneau",48
Orleans,04 18A,State House,94,R,"Nicholas J. ""Nick"" Lorusso",53
Orleans,04 19,State House,94,R,"""Jeb"" Bruneau",35
Orleans,04 19,State House,94,R,"Nicholas J. ""Nick"" Lorusso",36
Orleans,04 20,State House,94,R,"""Jeb"" Bruneau",37
Orleans,04 20,State House,94,R,"Nicholas J. ""Nick"" Lorusso",21
Orleans,04 20A,State House,94,R,"""Jeb"" Bruneau",24
Orleans,04 20A,State House,94,R,"Nicholas J. ""Nick"" Lorusso",35
Orleans,04 21,State House,94,R,"""Jeb"" Bruneau",41
Orleans,04 21,State House,94,R,"Nicholas J. ""Nick"" Lorusso",16
Orleans,04 21A,State House,94,R,"""Jeb"" Bruneau",29
Orleans,04 21A,State House,94,R,"Nicholas J. ""Nick"" Lorusso",35
Orleans,04 22,State House,94,R,"""Jeb"" Bruneau",61
Orleans,04 22,State House,94,R,"Nicholas J. ""Nick"" Lorusso",114
Orleans,04 23,State House,94,R,"""Jeb"" Bruneau",62
Orleans,04 23,State House,94,R,"Nicholas J. ""Nick"" Lorusso",112
Orleans,05 11,State House,94,R,"""Jeb"" Bruneau",5
Orleans,05 11,State House,94,R,"Nicholas J. ""Nick"" Lorusso",24
Orleans,05 12,State House,94,R,"""Jeb"" Bruneau",18
Orleans,05 12,State House,94,R,"Nicholas J. ""Nick"" Lorusso",32
Orleans,05 13,State House,94,R,"""Jeb"" Bruneau",49
Orleans,05 13,State House,94,R,"Nicholas J. ""Nick"" Lorusso",75
Orleans,05 14,State House,94,R,"""Jeb"" Bruneau",32
Orleans,05 14,State House,94,R,"Nicholas J. ""Nick"" Lorusso",36
Orleans,05 15,State House,94,R,"""Jeb"" Bruneau",37
Orleans,05 15,State House,94,R,"Nicholas J. ""Nick"" Lorusso",98
Orleans,05 16,State House,94,R,"""Jeb"" Bruneau",44
Orleans,05 16,State House,94,R,"Nicholas J. ""Nick"" Lorusso",51
Orleans,05 17,State House,94,R,"""Jeb"" Bruneau",76
Orleans,05 17,State House,94,R,"Nicholas J. ""Nick"" Lorusso",138
Orleans,05 18,State House,94,R,"""Jeb"" Bruneau",85
Orleans,05 18,State House,94,R,"Nicholas J. ""Nick"" Lorusso",214
Orleans,06 08,State House,94,R,"""Jeb"" Bruneau",17
Orleans,06 08,State House,94,R,"Nicholas J. ""Nick"" Lorusso",31
Orleans,06 09,State House,94,R,"""Jeb"" Bruneau",42
Orleans,06 09,State House,94,R,"Nicholas J. ""Nick"" Lorusso",82
Orleans,07 32,State House,94,R,"""Jeb"" Bruneau",21
Orleans,07 32,State House,94,R,"Nicholas J. ""Nick"" Lorusso",38
Orleans,07 33,State House,94,R,"""Jeb"" Bruneau",4
Orleans,07 33,State House,94,R,"Nicholas J. ""Nick"" Lorusso",9
Orleans,07 33A,State House,94,R,"""Jeb"" Bruneau",11
Orleans,07 33A,State House,94,R,"Nicholas J. ""Nick"" Lorusso",17
Orleans,07 37A,State House,94,R,"""Jeb"" Bruneau",1
Orleans,07 37A,State House,94,R,"Nicholas J. ""Nick"" Lorusso",12
Orleans,07 39,State House,94,R,"""Jeb"" Bruneau",8
Orleans,07 39,State House,94,R,"Nicholas J. ""Nick"" Lorusso",22
Orleans,07 40,State House,94,R,"""Jeb"" Bruneau",24
Orleans,07 40,State House,94,R,"Nicholas J. ""Nick"" Lorusso",17
Orleans,07 41,State House,94,R,"""Jeb"" Bruneau",34
Orleans,07 41,State House,94,R,"Nicholas J. ""Nick"" Lorusso",62
Orleans,07 42,State House,94,R,"""Jeb"" Bruneau",43
Orleans,07 42,State House,94,R,"Nicholas J. ""Nick"" Lorusso",98
Orleans,08 28,State House,94,R,"""Jeb"" Bruneau",46
Orleans,08 28,State House,94,R,"Nicholas J. ""Nick"" Lorusso",87
Orleans,17 17,State House,94,R,"""Jeb"" Bruneau",59
Orleans,17 17,State House,94,R,"Nicholas J. ""Nick"" Lorusso",63
Orleans,17 18,State House,94,R,"""Jeb"" Bruneau",20
Orleans,17 18,State House,94,R,"Nicholas J. ""Nick"" Lorusso",44
Orleans,17 18A,State House,94,R,"""Jeb"" Bruneau",33
Orleans,17 18A,State House,94,R,"Nicholas J. ""Nick"" Lorusso",35
Orleans,17 18B,State House,94,R,"""Jeb"" Bruneau",15
Orleans,17 18B,State House,94,R,"Nicholas J. ""Nick"" Lorusso",28
Orleans,17 19,State House,94,R,"""Jeb"" Bruneau",36
Orleans,17 19,State House,94,R,"Nicholas J. ""Nick"" Lorusso",26
Orleans,17 19A,State House,94,R,"""Jeb"" Bruneau",30
Orleans,17 19A,State House,94,R,"Nicholas J. ""Nick"" Lorusso",30
Orleans,17 20,State House,94,R,"""Jeb"" Bruneau",22
Orleans,17 20,State House,94,R,"Nicholas J. ""Nick"" Lorusso",22
Orleans,17 21,State House,94,R,"""Jeb"" Bruneau",52
