county,office,district,party,candidate,votes
Acadia,President,,DEM,Michael Bennet,52
Allen,President,,DEM,Michael Bennet,48
Ascension,President,,DEM,Michael Bennet,103
Assumption,President,,DEM,Michael Bennet,50
Avoyelles,President,,DEM,Michael Bennet,36
Beauregard,President,,DEM,Michael Bennet,52
Bienville,President,,DEM,Michael Bennet,26
Bossier,President,,DEM,Michael Bennet,69
Caddo,President,,DEM,Michael Bennet,210
Calcasieu,President,,DEM,Michael Bennet,208
Caldwell,President,,DEM,Michael Bennet,18
Cameron,President,,DEM,Michael Bennet,8
Catahoula,President,,DEM,Michael Bennet,17
Claiborne,President,,DEM,Michael Bennet,20
Concordia,President,,DEM,Michael Bennet,72
De Soto,President,,DEM,Michael Bennet,38
East Baton Rouge,President,,DEM,Michael Bennet,820
East Carroll,President,,DEM,Michael Bennet,10
East Feliciana,President,,DEM,Michael Bennet,64
Evangeline,President,,DEM,Michael Bennet,125
Franklin,President,,DEM,Michael Bennet,25
Grant,President,,DEM,Michael Bennet,21
Iberia,President,,DEM,Michael Bennet,78
Iberville,President,,DEM,Michael Bennet,62
Jackson,President,,DEM,Michael Bennet,33
Jefferson,President,,DEM,Michael Bennet,407
Jefferson Davis,President,,DEM,Michael Bennet,36
Lafayette,President,,DEM,Michael Bennet,145
Lafourche,President,,DEM,Michael Bennet,196
Lasalle,President,,DEM,Michael Bennet,22
Lincoln,President,,DEM,Michael Bennet,24
Livingston,President,,DEM,Michael Bennet,126
Madison,President,,DEM,Michael Bennet,17
Morehouse,President,,DEM,Michael Bennet,29
Natchitoches,President,,DEM,Michael Bennet,137
Orleans,President,,DEM,Michael Bennet,762
Ouachita,President,,DEM,Michael Bennet,312
Plaquemines,President,,DEM,Michael Bennet,30
Pointe Coupee,President,,DEM,Michael Bennet,32
Rapides,President,,DEM,Michael Bennet,131
Red River,President,,DEM,Michael Bennet,21
Richland,President,,DEM,Michael Bennet,51
Sabine,President,,DEM,Michael Bennet,35
St. Bernard,President,,DEM,Michael Bennet,44
St. Charles,President,,DEM,Michael Bennet,85
St. Helena,President,,DEM,Michael Bennet,59
St. James,President,,DEM,Michael Bennet,62
St. John The Baptist,President,,DEM,Michael Bennet,56
St. Landry,President,,DEM,Michael Bennet,125
St. Martin,President,,DEM,Michael Bennet,62
St. Mary,President,,DEM,Michael Bennet,74
St. Tammany,President,,DEM,Michael Bennet,178
Tangipahoa,President,,DEM,Michael Bennet,158
Tensas,President,,DEM,Michael Bennet,15
Terrebonne,President,,DEM,Michael Bennet,106
Union,President,,DEM,Michael Bennet,46
Vermilion,President,,DEM,Michael Bennet,64
Vernon,President,,DEM,Michael Bennet,34
Washington,President,,DEM,Michael Bennet,55
Webster,President,,DEM,Michael Bennet,33
West Baton Rouge,President,,DEM,Michael Bennet,49
West Carroll,President,,DEM,Michael Bennet,12
West Feliciana,President,,DEM,Michael Bennet,49
Winn,President,,DEM,Michael Bennet,29
Acadia,President,,DEM,Joseph R. Biden,1060
Allen,President,,DEM,Joseph R. Biden,546
Ascension,President,,DEM,Joseph R. Biden,4455
Assumption,President,,DEM,Joseph R. Biden,958
Avoyelles,President,,DEM,Joseph R. Biden,917
Beauregard,President,,DEM,Joseph R. Biden,682
Bienville,President,,DEM,Joseph R. Biden,915
Bossier,President,,DEM,Joseph R. Biden,2886
Caddo,President,,DEM,Joseph R. Biden,12845
Calcasieu,President,,DEM,Joseph R. Biden,7180
Caldwell,President,,DEM,Joseph R. Biden,217
Cameron,President,,DEM,Joseph R. Biden,82
Catahoula,President,,DEM,Joseph R. Biden,343
Claiborne,President,,DEM,Joseph R. Biden,551
Concordia,President,,DEM,Joseph R. Biden,1256
De Soto,President,,DEM,Joseph R. Biden,1191
East Baton Rouge,President,,DEM,Joseph R. Biden,34493
East Carroll,President,,DEM,Joseph R. Biden,359
East Feliciana,President,,DEM,Joseph R. Biden,1474
Evangeline,President,,DEM,Joseph R. Biden,1353
Franklin,President,,DEM,Joseph R. Biden,491
Grant,President,,DEM,Joseph R. Biden,294
Iberia,President,,DEM,Joseph R. Biden,2302
Iberville,President,,DEM,Joseph R. Biden,2076
Jackson,President,,DEM,Joseph R. Biden,662
Jefferson,President,,DEM,Joseph R. Biden,16763
Jefferson Davis,President,,DEM,Joseph R. Biden,783
Lafayette,President,,DEM,Joseph R. Biden,6770
Lafourche,President,,DEM,Joseph R. Biden,1757
Lasalle,President,,DEM,Joseph R. Biden,170
Lincoln,President,,DEM,Joseph R. Biden,1668
Livingston,President,,DEM,Joseph R. Biden,1839
Madison,President,,DEM,Joseph R. Biden,597
Morehouse,President,,DEM,Joseph R. Biden,1211
Natchitoches,President,,DEM,Joseph R. Biden,2583
Orleans,President,,DEM,Joseph R. Biden,43261
Ouachita,President,,DEM,Joseph R. Biden,8189
Plaquemines,President,,DEM,Joseph R. Biden,723
Pointe Coupee,President,,DEM,Joseph R. Biden,1113
Rapides,President,,DEM,Joseph R. Biden,4437
Red River,President,,DEM,Joseph R. Biden,343
Richland,President,,DEM,Joseph R. Biden,843
Sabine,President,,DEM,Joseph R. Biden,296
St. Bernard,President,,DEM,Joseph R. Biden,958
St. Charles,President,,DEM,Joseph R. Biden,2467
St. Helena,President,,DEM,Joseph R. Biden,1022
St. James,President,,DEM,Joseph R. Biden,1871
St. John The Baptist,President,,DEM,Joseph R. Biden,3086
St. Landry,President,,DEM,Joseph R. Biden,3879
St. Martin,President,,DEM,Joseph R. Biden,1577
St. Mary,President,,DEM,Joseph R. Biden,2065
St. Tammany,President,,DEM,Joseph R. Biden,7988
Tangipahoa,President,,DEM,Joseph R. Biden,3866
Tensas,President,,DEM,Joseph R. Biden,378
Terrebonne,President,,DEM,Joseph R. Biden,2195
Union,President,,DEM,Joseph R. Biden,666
Vermilion,President,,DEM,Joseph R. Biden,915
Vernon,President,,DEM,Joseph R. Biden,643
Washington,President,,DEM,Joseph R. Biden,1469
Webster,President,,DEM,Joseph R. Biden,1462
West Baton Rouge,President,,DEM,Joseph R. Biden,1748
West Carroll,President,,DEM,Joseph R. Biden,137
West Feliciana,President,,DEM,Joseph R. Biden,828
Winn,President,,DEM,Joseph R. Biden,401
Acadia,President,,DEM,Michael R. Bloomberg,56
Allen,President,,DEM,Michael R. Bloomberg,17
Ascension,President,,DEM,Michael R. Bloomberg,88
Assumption,President,,DEM,Michael R. Bloomberg,23
Avoyelles,President,,DEM,Michael R. Bloomberg,28
Beauregard,President,,DEM,Michael R. Bloomberg,21
Bienville,President,,DEM,Michael R. Bloomberg,25
Bossier,President,,DEM,Michael R. Bloomberg,100
Caddo,President,,DEM,Michael R. Bloomberg,301
Calcasieu,President,,DEM,Michael R. Bloomberg,186
Caldwell,President,,DEM,Michael R. Bloomberg,5
Cameron,President,,DEM,Michael R. Bloomberg,15
Catahoula,President,,DEM,Michael R. Bloomberg,10
Claiborne,President,,DEM,Michael R. Bloomberg,17
Concordia,President,,DEM,Michael R. Bloomberg,26
De Soto,President,,DEM,Michael R. Bloomberg,23
East Baton Rouge,President,,DEM,Michael R. Bloomberg,515
East Carroll,President,,DEM,Michael R. Bloomberg,4
East Feliciana,President,,DEM,Michael R. Bloomberg,57
Evangeline,President,,DEM,Michael R. Bloomberg,50
Franklin,President,,DEM,Michael R. Bloomberg,23
Grant,President,,DEM,Michael R. Bloomberg,7
Iberia,President,,DEM,Michael R. Bloomberg,65
Iberville,President,,DEM,Michael R. Bloomberg,34
Jackson,President,,DEM,Michael R. Bloomberg,17
Jefferson,President,,DEM,Michael R. Bloomberg,358
Jefferson Davis,President,,DEM,Michael R. Bloomberg,37
Lafayette,President,,DEM,Michael R. Bloomberg,99
Lafourche,President,,DEM,Michael R. Bloomberg,128
Lasalle,President,,DEM,Michael R. Bloomberg,5
Lincoln,President,,DEM,Michael R. Bloomberg,27
Livingston,President,,DEM,Michael R. Bloomberg,104
Madison,President,,DEM,Michael R. Bloomberg,15
Morehouse,President,,DEM,Michael R. Bloomberg,23
Natchitoches,President,,DEM,Michael R. Bloomberg,59
Orleans,President,,DEM,Michael R. Bloomberg,391
Ouachita,President,,DEM,Michael R. Bloomberg,184
Plaquemines,President,,DEM,Michael R. Bloomberg,21
Pointe Coupee,President,,DEM,Michael R. Bloomberg,37
Rapides,President,,DEM,Michael R. Bloomberg,113
Red River,President,,DEM,Michael R. Bloomberg,10
Richland,President,,DEM,Michael R. Bloomberg,19
Sabine,President,,DEM,Michael R. Bloomberg,16
St. Bernard,President,,DEM,Michael R. Bloomberg,32
St. Charles,President,,DEM,Michael R. Bloomberg,42
St. Helena,President,,DEM,Michael R. Bloomberg,20
St. James,President,,DEM,Michael R. Bloomberg,27
St. John The Baptist,President,,DEM,Michael R. Bloomberg,36
St. Landry,President,,DEM,Michael R. Bloomberg,77
St. Martin,President,,DEM,Michael R. Bloomberg,58
St. Mary,President,,DEM,Michael R. Bloomberg,33
St. Tammany,President,,DEM,Michael R. Bloomberg,204
Tangipahoa,President,,DEM,Michael R. Bloomberg,135
Tensas,President,,DEM,Michael R. Bloomberg,15
Terrebonne,President,,DEM,Michael R. Bloomberg,46
Union,President,,DEM,Michael R. Bloomberg,20
Vermilion,President,,DEM,Michael R. Bloomberg,52
Vernon,President,,DEM,Michael R. Bloomberg,15
Washington,President,,DEM,Michael R. Bloomberg,38
Webster,President,,DEM,Michael R. Bloomberg,36
West Baton Rouge,President,,DEM,Michael R. Bloomberg,20
West Carroll,President,,DEM,Michael R. Bloomberg,8
West Feliciana,President,,DEM,Michael R. Bloomberg,25
Winn,President,,DEM,Michael R. Bloomberg,14
Acadia,President,,DEM,Steve Burke,21
Allen,President,,DEM,Steve Burke,13
Ascension,President,,DEM,Steve Burke,32
Assumption,President,,DEM,Steve Burke,9
Avoyelles,President,,DEM,Steve Burke,10
Beauregard,President,,DEM,Steve Burke,13
Bienville,President,,DEM,Steve Burke,11
Bossier,President,,DEM,Steve Burke,11
Caddo,President,,DEM,Steve Burke,56
Calcasieu,President,,DEM,Steve Burke,64
Caldwell,President,,DEM,Steve Burke,4
Cameron,President,,DEM,Steve Burke,4
Catahoula,President,,DEM,Steve Burke,2
Claiborne,President,,DEM,Steve Burke,1
Concordia,President,,DEM,Steve Burke,14
De Soto,President,,DEM,Steve Burke,9
East Baton Rouge,President,,DEM,Steve Burke,161
East Carroll,President,,DEM,Steve Burke,2
East Feliciana,President,,DEM,Steve Burke,19
Evangeline,President,,DEM,Steve Burke,31
Franklin,President,,DEM,Steve Burke,6
Grant,President,,DEM,Steve Burke,8
Iberia,President,,DEM,Steve Burke,14
Iberville,President,,DEM,Steve Burke,13
Jackson,President,,DEM,Steve Burke,7
Jefferson,President,,DEM,Steve Burke,132
Jefferson Davis,President,,DEM,Steve Burke,12
Lafayette,President,,DEM,Steve Burke,42
Lafourche,President,,DEM,Steve Burke,80
Lasalle,President,,DEM,Steve Burke,7
Lincoln,President,,DEM,Steve Burke,8
Livingston,President,,DEM,Steve Burke,46
Madison,President,,DEM,Steve Burke,10
Morehouse,President,,DEM,Steve Burke,8
Natchitoches,President,,DEM,Steve Burke,39
Orleans,President,,DEM,Steve Burke,91
Ouachita,President,,DEM,Steve Burke,82
Plaquemines,President,,DEM,Steve Burke,10
Pointe Coupee,President,,DEM,Steve Burke,10
Rapides,President,,DEM,Steve Burke,30
Red River,President,,DEM,Steve Burke,13
Richland,President,,DEM,Steve Burke,13
Sabine,President,,DEM,Steve Burke,8
St. Bernard,President,,DEM,Steve Burke,5
St. Charles,President,,DEM,Steve Burke,16
St. Helena,President,,DEM,Steve Burke,8
St. James,President,,DEM,Steve Burke,13
St. John The Baptist,President,,DEM,Steve Burke,11
St. Landry,President,,DEM,Steve Burke,31
St. Martin,President,,DEM,Steve Burke,16
St. Mary,President,,DEM,Steve Burke,18
St. Tammany,President,,DEM,Steve Burke,79
Tangipahoa,President,,DEM,Steve Burke,37
Tensas,President,,DEM,Steve Burke,1
Terrebonne,President,,DEM,Steve Burke,25
Union,President,,DEM,Steve Burke,10
Vermilion,President,,DEM,Steve Burke,25
Vernon,President,,DEM,Steve Burke,8
Washington,President,,DEM,Steve Burke,26
Webster,President,,DEM,Steve Burke,13
West Baton Rouge,President,,DEM,Steve Burke,7
West Carroll,President,,DEM,Steve Burke,4
West Feliciana,President,,DEM,Steve Burke,4
Winn,President,,DEM,Steve Burke,4
Acadia,President,,DEM,Pete Buttigieg,32
Allen,President,,DEM,Pete Buttigieg,14
Ascension,President,,DEM,Pete Buttigieg,39
Assumption,President,,DEM,Pete Buttigieg,14
Avoyelles,President,,DEM,Pete Buttigieg,19
Beauregard,President,,DEM,Pete Buttigieg,15
Bienville,President,,DEM,Pete Buttigieg,10
Bossier,President,,DEM,Pete Buttigieg,38
Caddo,President,,DEM,Pete Buttigieg,76
Calcasieu,President,,DEM,Pete Buttigieg,98
Caldwell,President,,DEM,Pete Buttigieg,3
Cameron,President,,DEM,Pete Buttigieg,9
Catahoula,President,,DEM,Pete Buttigieg,5
Claiborne,President,,DEM,Pete Buttigieg,2
Concordia,President,,DEM,Pete Buttigieg,10
De Soto,President,,DEM,Pete Buttigieg,5
East Baton Rouge,President,,DEM,Pete Buttigieg,271
East Carroll,President,,DEM,Pete Buttigieg,0
East Feliciana,President,,DEM,Pete Buttigieg,15
Evangeline,President,,DEM,Pete Buttigieg,30
Franklin,President,,DEM,Pete Buttigieg,6
Grant,President,,DEM,Pete Buttigieg,10
Iberia,President,,DEM,Pete Buttigieg,34
Iberville,President,,DEM,Pete Buttigieg,27
Jackson,President,,DEM,Pete Buttigieg,12
Jefferson,President,,DEM,Pete Buttigieg,231
Jefferson Davis,President,,DEM,Pete Buttigieg,22
Lafayette,President,,DEM,Pete Buttigieg,91
Lafourche,President,,DEM,Pete Buttigieg,74
Lasalle,President,,DEM,Pete Buttigieg,5
Lincoln,President,,DEM,Pete Buttigieg,14
Livingston,President,,DEM,Pete Buttigieg,53
Madison,President,,DEM,Pete Buttigieg,3
Morehouse,President,,DEM,Pete Buttigieg,11
Natchitoches,President,,DEM,Pete Buttigieg,27
Orleans,President,,DEM,Pete Buttigieg,277
Ouachita,President,,DEM,Pete Buttigieg,72
Plaquemines,President,,DEM,Pete Buttigieg,13
Pointe Coupee,President,,DEM,Pete Buttigieg,13
Rapides,President,,DEM,Pete Buttigieg,57
Red River,President,,DEM,Pete Buttigieg,7
Richland,President,,DEM,Pete Buttigieg,9
Sabine,President,,DEM,Pete Buttigieg,7
St. Bernard,President,,DEM,Pete Buttigieg,23
St. Charles,President,,DEM,Pete Buttigieg,26
St. Helena,President,,DEM,Pete Buttigieg,10
St. James,President,,DEM,Pete Buttigieg,12
St. John The Baptist,President,,DEM,Pete Buttigieg,14
St. Landry,President,,DEM,Pete Buttigieg,40
St. Martin,President,,DEM,Pete Buttigieg,24
St. Mary,President,,DEM,Pete Buttigieg,25
St. Tammany,President,,DEM,Pete Buttigieg,156
Tangipahoa,President,,DEM,Pete Buttigieg,86
Tensas,President,,DEM,Pete Buttigieg,1
Terrebonne,President,,DEM,Pete Buttigieg,49
Union,President,,DEM,Pete Buttigieg,9
Vermilion,President,,DEM,Pete Buttigieg,36
Vernon,President,,DEM,Pete Buttigieg,8
Washington,President,,DEM,Pete Buttigieg,16
Webster,President,,DEM,Pete Buttigieg,19
West Baton Rouge,President,,DEM,Pete Buttigieg,14
West Carroll,President,,DEM,Pete Buttigieg,1
West Feliciana,President,,DEM,Pete Buttigieg,9
Winn,President,,DEM,Pete Buttigieg,5
Acadia,President,,DEM,John K. Delaney,19
Allen,President,,DEM,John K. Delaney,7
Ascension,President,,DEM,John K. Delaney,53
Assumption,President,,DEM,John K. Delaney,18
Avoyelles,President,,DEM,John K. Delaney,16
