parish,precinct,office,district,party,candidate,votes
East Baton Rouge,01 084A,State House,63,D,"Ulysses ""Bones"" Addison, Jr.",6
East Baton Rouge,01 084A,State House,63,D,Avon R. Honey,17
East Baton Rouge,01 084A,State House,63,R,"Arnold ""Pop"" Johnson",0
East Baton Rouge,01 084A,State House,63,D,"Robert J. Williams, Jr.",8
East Baton Rouge,01 084B,State House,63,D,"Ulysses ""Bones"" Addison, Jr.",4
East Baton Rouge,01 084B,State House,63,D,Avon R. Honey,15
East Baton Rouge,01 084B,State House,63,R,"Arnold ""Pop"" Johnson",1
East Baton Rouge,01 084B,State House,63,D,"Robert J. Williams, Jr.",5
East Baton Rouge,01 086A,State House,63,D,"Ulysses ""Bones"" Addison, Jr.",15
East Baton Rouge,01 086A,State House,63,D,Avon R. Honey,115
East Baton Rouge,01 086A,State House,63,R,"Arnold ""Pop"" Johnson",16
East Baton Rouge,01 086A,State House,63,D,"Robert J. Williams, Jr.",26
East Baton Rouge,01 086B,State House,63,D,"Ulysses ""Bones"" Addison, Jr.",40
East Baton Rouge,01 086B,State House,63,D,Avon R. Honey,120
East Baton Rouge,01 086B,State House,63,R,"Arnold ""Pop"" Johnson",15
East Baton Rouge,01 086B,State House,63,D,"Robert J. Williams, Jr.",26
East Baton Rouge,01 091A,State House,63,D,"Ulysses ""Bones"" Addison, Jr.",13
East Baton Rouge,01 091A,State House,63,D,Avon R. Honey,29
East Baton Rouge,01 091A,State House,63,R,"Arnold ""Pop"" Johnson",0
East Baton Rouge,01 091A,State House,63,D,"Robert J. Williams, Jr.",9
East Baton Rouge,01 091B,State House,63,D,"Ulysses ""Bones"" Addison, Jr.",20
East Baton Rouge,01 091B,State House,63,D,Avon R. Honey,43
East Baton Rouge,01 091B,State House,63,R,"Arnold ""Pop"" Johnson",0
East Baton Rouge,01 091B,State House,63,D,"Robert J. Williams, Jr.",11
East Baton Rouge,01 092A,State House,63,D,"Ulysses ""Bones"" Addison, Jr.",21
East Baton Rouge,01 092A,State House,63,D,Avon R. Honey,81
East Baton Rouge,01 092A,State House,63,R,"Arnold ""Pop"" Johnson",3
