parish,precinct,office,district,party,candidate,votes
East Baton Rouge,01 055A,State House,66,D,"Peter ""P'Ta Mon"" John",4
East Baton Rouge,01 055A,State House,66,R,Gary Patureau,43
East Baton Rouge,01 055A,State House,66,R,Sean Riecke,60
East Baton Rouge,01 055A,State House,66,D,"Roland S. Stevens, Jr.",10
East Baton Rouge,01 055A,State House,66,R,Martha Jane Tassin,32
East Baton Rouge,01 055B,State House,66,R,Hunter Greene,57
East Baton Rouge,01 055B,State House,66,R,Gene Guffey,2
East Baton Rouge,01 055B,State House,66,D,"Peter ""P'Ta Mon"" John",2
East Baton Rouge,01 055B,State House,66,R,Gary Patureau,50
East Baton Rouge,01 055B,State House,66,R,Sean Riecke,121
East Baton Rouge,01 055B,State House,66,D,"Roland S. Stevens, Jr.",6
East Baton Rouge,01 055B,State House,66,R,Martha Jane Tassin,17
East Baton Rouge,01 060A,State House,66,R,Hunter Greene,53
East Baton Rouge,01 060A,State House,66,R,Gene Guffey,2
East Baton Rouge,01 060A,State House,66,D,"Peter ""P'Ta Mon"" John",1
East Baton Rouge,01 060A,State House,66,R,Gary Patureau,80
East Baton Rouge,01 060A,State House,66,R,Sean Riecke,74
East Baton Rouge,01 060A,State House,66,D,"Roland S. Stevens, Jr.",18
East Baton Rouge,01 060A,State House,66,R,Martha Jane Tassin,23
East Baton Rouge,01 060B,State House,66,R,Hunter Greene,48
East Baton Rouge,01 060B,State House,66,R,Gene Guffey,3
East Baton Rouge,01 060B,State House,66,D,"Peter ""P'Ta Mon"" John",1
East Baton Rouge,01 060B,State House,66,R,Gary Patureau,76
East Baton Rouge,01 060B,State House,66,R,Sean Riecke,101
East Baton Rouge,01 060B,State House,66,D,"Roland S. Stevens, Jr.",20
East Baton Rouge,01 060B,State House,66,R,Martha Jane Tassin,22
East Baton Rouge,01 071A,State House,66,R,Hunter Greene,74
East Baton Rouge,01 071A,State House,66,R,Gene Guffey,1
East Baton Rouge,01 071A,State House,66,D,"Peter ""P'Ta Mon"" John",7
East Baton Rouge,01 071A,State House,66,R,Gary Patureau,38
East Baton Rouge,01 071A,State House,66,R,Sean Riecke,72
East Baton Rouge,01 071A,State House,66,D,"Roland S. Stevens, Jr.",12
East Baton Rouge,01 071A,State House,66,R,Martha Jane Tassin,32
East Baton Rouge,01 071B,State House,66,R,Hunter Greene,48
East Baton Rouge,01 071B,State House,66,R,Gene Guffey,3
East Baton Rouge,01 071B,State House,66,D,"Peter ""P'Ta Mon"" John",1
East Baton Rouge,01 071B,State House,66,R,Gary Patureau,37
East Baton Rouge,01 071B,State House,66,R,Sean Riecke,66
East Baton Rouge,01 071B,State House,66,D,"Roland S. Stevens, Jr.",9
East Baton Rouge,01 071B,State House,66,R,Martha Jane Tassin,13
East Baton Rouge,01 072A,State House,66,R,Hunter Greene,40
East Baton Rouge,01 072A,State House,66,R,Gene Guffey,2
East Baton Rouge,01 072A,State House,66,D,"Peter ""P'Ta Mon"" John",0
East Baton Rouge,01 072A,State House,66,R,Gary Patureau,22
East Baton Rouge,01 072A,State House,66,R,Sean Riecke,45
East Baton Rouge,01 072A,State House,66,D,"Roland S. Stevens, Jr.",9
East Baton Rouge,01 072A,State House,66,R,Martha Jane Tassin,31
East Baton Rouge,01 072B,State House,66,R,Hunter Greene,39
East Baton Rouge,01 072B,State House,66,R,Gene Guffey,2
East Baton Rouge,01 072B,State House,66,D,"Peter ""P'Ta Mon"" John",0
East Baton Rouge,01 072B,State House,66,R,Gary Patureau,14
East Baton Rouge,01 072B,State House,66,R,Sean Riecke,50
East Baton Rouge,01 072B,State House,66,D,"Roland S. Stevens, Jr.",15
East Baton Rouge,01 072B,State House,66,R,Martha Jane Tassin,16
East Baton Rouge,01 081A,State House,66,R,Hunter Greene,7
East Baton Rouge,01 081A,State House,66,R,Gene Guffey,2
East Baton Rouge,01 081A,State House,66,D,"Peter ""P'Ta Mon"" John",4
East Baton Rouge,01 081A,State House,66,R,Gary Patureau,6
East Baton Rouge,01 081A,State House,66,R,Sean Riecke,7
East Baton Rouge,01 081A,State House,66,D,"Roland S. Stevens, Jr.",4
East Baton Rouge,01 081A,State House,66,R,Martha Jane Tassin,18
East Baton Rouge,01 081B,State House,66,R,Hunter Greene,7
East Baton Rouge,01 081B,State House,66,R,Gene Guffey,3
East Baton Rouge,01 081B,State House,66,D,"Peter ""P'Ta Mon"" John",2
East Baton Rouge,01 081B,State House,66,R,Gary Patureau,6
East Baton Rouge,01 081B,State House,66,R,Sean Riecke,7
East Baton Rouge,01 081B,State House,66,D,"Roland S. Stevens, Jr.",1
East Baton Rouge,01 081B,State House,66,R,Martha Jane Tassin,6
East Baton Rouge,01 083A,State House,66,R,Hunter Greene,19
East Baton Rouge,01 083A,State House,66,R,Gene Guffey,1
East Baton Rouge,01 083A,State House,66,D,"Peter ""P'Ta Mon"" John",1
East Baton Rouge,01 083A,State House,66,R,Gary Patureau,8
East Baton Rouge,01 083A,State House,66,R,Sean Riecke,10
East Baton Rouge,01 083A,State House,66,D,"Roland S. Stevens, Jr.",4
East Baton Rouge,01 083A,State House,66,R,Martha Jane Tassin,47
East Baton Rouge,01 083B,State House,66,R,Hunter Greene,33
East Baton Rouge,01 083B,State House,66,R,Gene Guffey,2
East Baton Rouge,01 083B,State House,66,D,"Peter ""P'Ta Mon"" John",0
East Baton Rouge,01 083B,State House,66,R,Gary Patureau,3
East Baton Rouge,01 083B,State House,66,R,Sean Riecke,16
East Baton Rouge,01 083B,State House,66,D,"Roland S. Stevens, Jr.",7
East Baton Rouge,01 083B,State House,66,R,Martha Jane Tassin,29
East Baton Rouge,01 087A,State House,66,R,Hunter Greene,76
East Baton Rouge,01 087A,State House,66,R,Gene Guffey,5
East Baton Rouge,01 087A,State House,66,D,"Peter ""P'Ta Mon"" John",2
East Baton Rouge,01 087A,State House,66,R,Gary Patureau,39
East Baton Rouge,01 087A,State House,66,R,Sean Riecke,77
East Baton Rouge,01 087A,State House,66,D,"Roland S. Stevens, Jr.",6
East Baton Rouge,01 087A,State House,66,R,Martha Jane Tassin,19
East Baton Rouge,01 087B,State House,66,R,Hunter Greene,60
East Baton Rouge,01 087B,State House,66,R,Gene Guffey,2
East Baton Rouge,01 087B,State House,66,D,"Peter ""P'Ta Mon"" John",3
East Baton Rouge,01 087B,State House,66,R,Gary Patureau,21
East Baton Rouge,01 087B,State House,66,R,Sean Riecke,65
East Baton Rouge,01 087B,State House,66,D,"Roland S. Stevens, Jr.",16
East Baton Rouge,01 087B,State House,66,R,Martha Jane Tassin,26
East Baton Rouge,01 089,State House,66,R,Hunter Greene,40
East Baton Rouge,01 089,State House,66,R,Gene Guffey,1
East Baton Rouge,01 089,State House,66,D,"Peter ""P'Ta Mon"" John",2
East Baton Rouge,01 089,State House,66,R,Gary Patureau,28
East Baton Rouge,01 089,State House,66,R,Sean Riecke,62
East Baton Rouge,01 089,State House,66,D,"Roland S. Stevens, Jr.",14
East Baton Rouge,01 089,State House,66,R,Martha Jane Tassin,21
East Baton Rouge,01 090A,State House,66,R,Hunter Greene,48
East Baton Rouge,01 090A,State House,66,R,Gene Guffey,1
East Baton Rouge,01 090A,State House,66,D,"Peter ""P'Ta Mon"" John",2
East Baton Rouge,01 090A,State House,66,R,Gary Patureau,12
East Baton Rouge,01 090A,State House,66,R,Sean Riecke,62
East Baton Rouge,01 090A,State House,66,D,"Roland S. Stevens, Jr.",12
East Baton Rouge,01 090A,State House,66,R,Martha Jane Tassin,18
East Baton Rouge,01 090B,State House,66,R,Hunter Greene,27
East Baton Rouge,01 090B,State House,66,R,Gene Guffey,5
East Baton Rouge,01 090B,State House,66,D,"Peter ""P'Ta Mon"" John",1
East Baton Rouge,01 090B,State House,66,R,Gary Patureau,19
East Baton Rouge,01 090B,State House,66,R,Sean Riecke,85
East Baton Rouge,01 090B,State House,66,D,"Roland S. Stevens, Jr.",15
East Baton Rouge,01 090B,State House,66,R,Martha Jane Tassin,9
East Baton Rouge,01 103A,State House,66,R,Hunter Greene,72
East Baton Rouge,01 103A,State House,66,R,Gene Guffey,16
East Baton Rouge,01 103A,State House,66,D,"Peter ""P'Ta Mon"" John",1
East Baton Rouge,01 103A,State House,66,R,Gary Patureau,24
East Baton Rouge,01 103A,State House,66,R,Sean Riecke,34
East Baton Rouge,01 103A,State House,66,D,"Roland S. Stevens, Jr.",8
East Baton Rouge,01 103A,State House,66,R,Martha Jane Tassin,13
East Baton Rouge,01 103B,State House,66,R,Hunter Greene,57
East Baton Rouge,01 103B,State House,66,R,Gene Guffey,13
East Baton Rouge,01 103B,State House,66,D,"Peter ""P'Ta Mon"" John",0
East Baton Rouge,01 103B,State House,66,R,Gary Patureau,8
East Baton Rouge,01 103B,State House,66,R,Sean Riecke,29
East Baton Rouge,01 103B,State House,66,D,"Roland S. Stevens, Jr.",9
East Baton Rouge,01 103B,State House,66,R,Martha Jane Tassin,22
East Baton Rouge,01 104A,State House,66,R,Hunter Greene,13
East Baton Rouge,01 104A,State House,66,R,Gene Guffey,0
East Baton Rouge,01 104A,State House,66,D,"Peter ""P'Ta Mon"" John",1
East Baton Rouge,01 104A,State House,66,R,Gary Patureau,8
East Baton Rouge,01 104A,State House,66,R,Sean Riecke,3
East Baton Rouge,01 104A,State House,66,D,"Roland S. Stevens, Jr.",10
East Baton Rouge,01 104A,State House,66,R,Martha Jane Tassin,32
