parish,precinct,office,district,party,candidate,votes
Concordia,00 1-1,State House,21,D,"""Andy"" Anders",136
Concordia,00 1-1,State House,21,D,Samuel Thomas,237
Concordia,00 1-2,State House,21,D,"""Andy"" Anders",63
Concordia,00 1-2,State House,21,D,Samuel Thomas,89
Concordia,00 1-3,State House,21,D,"""Andy"" Anders",490
Concordia,00 1-3,State House,21,D,Samuel Thomas,23
Concordia,00 1-4,State House,21,D,"""Andy"" Anders",131
Concordia,00 1-4,State House,21,D,Samuel Thomas,80
Concordia,00 2-1,State House,21,D,"""Andy"" Anders",314
Concordia,00 2-1,State House,21,D,Samuel Thomas,54
Concordia,00 2-4,State House,21,D,"""Andy"" Anders",52
Concordia,00 2-4,State House,21,D,Samuel Thomas,86
Concordia,00 3-1,State House,21,D,"""Andy"" Anders",252
Concordia,00 3-1,State House,21,D,Samuel Thomas,9
Concordia,00 3-2,State House,21,D,"""Andy"" Anders",145
Concordia,00 3-2,State House,21,D,Samuel Thomas,348
Concordia,00 3-3,State House,21,D,"""Andy"" Anders",249
Concordia,00 3-3,State House,21,D,Samuel Thomas,7
Concordia,00 4-1,State House,21,D,"""Andy"" Anders",158
Concordia,00 4-1,State House,21,D,Samuel Thomas,11
Concordia,00 4-2,State House,21,D,"""Andy"" Anders",260
Concordia,00 4-2,State House,21,D,Samuel Thomas,59
Concordia,00 4-3,State House,21,D,"""Andy"" Anders",240
Concordia,00 4-3,State House,21,D,Samuel Thomas,6
Concordia,00 4-4,State House,21,D,"""Andy"" Anders",398
Concordia,00 4-4,State House,21,D,Samuel Thomas,14
Concordia,00 4-6,State House,21,D,"""Andy"" Anders",24
Concordia,00 4-6,State House,21,D,Samuel Thomas,3
Concordia,00 5-1,State House,21,D,"""Andy"" Anders",240
Concordia,00 5-1,State House,21,D,Samuel Thomas,84
Concordia,00 5-2,State House,21,D,"""Andy"" Anders",124
Concordia,00 5-2,State House,21,D,Samuel Thomas,18
Concordia,00 5-3,State House,21,D,"""Andy"" Anders",143
Concordia,00 5-3,State House,21,D,Samuel Thomas,0
Concordia,00 5-4,State House,21,D,"""Andy"" Anders",145
Concordia,00 5-4,State House,21,D,Samuel Thomas,54
Concordia,00 5-5,State House,21,D,"""Andy"" Anders",197
Concordia,00 5-5,State House,21,D,Samuel Thomas,2
Concordia,00 5-6,State House,21,D,"""Andy"" Anders",252
Concordia,00 5-6,State House,21,D,Samuel Thomas,4
Concordia,00 5-7,State House,21,D,"""Andy"" Anders",77
Concordia,00 5-7,State House,21,D,Samuel Thomas,3
Concordia,Early Voting,State House,21,D,"""Andy"" Anders",559
Concordia,Early Voting,State House,21,D,Samuel Thomas,72
Concordia,Provisional Votes,State House,21,D,"""Andy"" Anders",0
