parish,precinct,office,district,party,candidate,votes
East Baton Rouge,1- 103A,State House,69,R,Gary Beard,148
East Baton Rouge,1- 103A,State House,69,R,David Boneno,119
East Baton Rouge,1- 103B,State House,69,R,Gary Beard,130
East Baton Rouge,1- 103B,State House,69,R,David Boneno,103
East Baton Rouge,1- 72A,State House,69,R,Gary Beard,105
East Baton Rouge,1- 72A,State House,69,R,David Boneno,69
East Baton Rouge,1- 72B,State House,69,R,Gary Beard,89
East Baton Rouge,1- 72B,State House,69,R,David Boneno,62
East Baton Rouge,1- 72C,State House,69,R,Gary Beard,96
East Baton Rouge,1- 72C,State House,69,R,David Boneno,73
East Baton Rouge,1- 74A,State House,69,R,Gary Beard,138
East Baton Rouge,1- 74A,State House,69,R,David Boneno,124
East Baton Rouge,1- 74B,State House,69,R,Gary Beard,106
East Baton Rouge,1- 74B,State House,69,R,David Boneno,104
East Baton Rouge,1- 74C,State House,69,R,Gary Beard,127
East Baton Rouge,1- 74C,State House,69,R,David Boneno,149
East Baton Rouge,1- 79,State House,69,R,Gary Beard,84
East Baton Rouge,1- 79,State House,69,R,David Boneno,138
East Baton Rouge,1- 99A,State House,69,R,Gary Beard,128
East Baton Rouge,1- 99A,State House,69,R,David Boneno,113
East Baton Rouge,1- 99B,State House,69,R,Gary Beard,147
East Baton Rouge,1- 99B,State House,69,R,David Boneno,113
East Baton Rouge,3- 10A,State House,69,R,Gary Beard,120
East Baton Rouge,3- 10A,State House,69,R,David Boneno,55
East Baton Rouge,3- 10B,State House,69,R,Gary Beard,120
East Baton Rouge,3- 10B,State House,69,R,David Boneno,62
East Baton Rouge,3- 11A,State House,69,R,Gary Beard,53
East Baton Rouge,3- 11A,State House,69,R,David Boneno,76
East Baton Rouge,3- 11B,State House,69,R,Gary Beard,54
East Baton Rouge,3- 11B,State House,69,R,David Boneno,57
East Baton Rouge,3- 15A,State House,69,R,Gary Beard,215
East Baton Rouge,3- 15A,State House,69,R,David Boneno,115
East Baton Rouge,3- 15B,State House,69,R,Gary Beard,253
East Baton Rouge,3- 15B,State House,69,R,David Boneno,116
East Baton Rouge,3- 16A,State House,69,R,Gary Beard,240
East Baton Rouge,3- 16A,State House,69,R,David Boneno,103
East Baton Rouge,3- 16B,State House,69,R,Gary Beard,219
East Baton Rouge,3- 16B,State House,69,R,David Boneno,131
East Baton Rouge,3- 27,State House,69,R,Gary Beard,139
East Baton Rouge,3- 27,State House,69,R,David Boneno,90
East Baton Rouge,3- 38A,State House,69,R,Gary Beard,225
East Baton Rouge,3- 38A,State House,69,R,David Boneno,93
East Baton Rouge,3- 38B,State House,69,R,Gary Beard,231
East Baton Rouge,3- 38B,State House,69,R,David Boneno,101
East Baton Rouge,3- 3A,State House,69,R,Gary Beard,156
East Baton Rouge,3- 3A,State House,69,R,David Boneno,72
East Baton Rouge,3- 3B,State House,69,R,Gary Beard,181
East Baton Rouge,3- 3B,State House,69,R,David Boneno,88
East Baton Rouge,3- 41A,State House,69,R,Gary Beard,152
East Baton Rouge,3- 41A,State House,69,R,David Boneno,124
East Baton Rouge,3- 41B,State House,69,R,Gary Beard,149
East Baton Rouge,3- 41B,State House,69,R,David Boneno,135
East Baton Rouge,3- 7A,State House,69,R,Gary Beard,97
East Baton Rouge,3- 7A,State House,69,R,David Boneno,92
East Baton Rouge,3- 7B,State House,69,R,Gary Beard,114
East Baton Rouge,3- 7B,State House,69,R,David Boneno,98
East Baton Rouge,Early Voting,State House,69,R,Gary Beard,77
East Baton Rouge,Early Voting,State House,69,R,David Boneno,72
Livingston,00 17,State House,69,R,Gary Beard,58
Livingston,00 17,State House,69,R,David Boneno,41
Livingston,00 18,State House,69,R,Gary Beard,87
Livingston,00 18,State House,69,R,David Boneno,25
Livingston,00 21,State House,69,R,Gary Beard,94
Livingston,00 21,State House,69,R,David Boneno,41
Livingston,00 23,State House,69,R,Gary Beard,153
Livingston,00 23,State House,69,R,David Boneno,69
Livingston,00 23A,State House,69,R,Gary Beard,193
Livingston,00 23A,State House,69,R,David Boneno,49
Livingston,00 33,State House,69,R,Gary Beard,22
Livingston,00 33,State House,69,R,David Boneno,28
Livingston,00 34,State House,69,R,Gary Beard,31
Livingston,00 34,State House,69,R,David Boneno,75
Livingston,00 43,State House,69,R,Gary Beard,2
Livingston,00 43,State House,69,R,David Boneno,0
Livingston,Early Voting,State House,69,R,Gary Beard,2
Livingston,Early Voting,State House,69,R,David Boneno,0
