parish,precinct,office,district,party,candidate,votes
Lafourche,10- 1,State Senate,20,R,Chris Bollinger,217
Lafourche,10- 1,State Senate,20,D,"Reggie P. Dupre, Jr.",132
Lafourche,10- 10,State Senate,20,R,Chris Bollinger,242
Lafourche,10- 10,State Senate,20,D,"Reggie P. Dupre, Jr.",199
Lafourche,10- 11,State Senate,20,R,Chris Bollinger,110
Lafourche,10- 11,State Senate,20,D,"Reggie P. Dupre, Jr.",59
Lafourche,10- 12,State Senate,20,R,Chris Bollinger,284
Lafourche,10- 12,State Senate,20,D,"Reggie P. Dupre, Jr.",135
Lafourche,10- 13,State Senate,20,R,Chris Bollinger,216
Lafourche,10- 13,State Senate,20,D,"Reggie P. Dupre, Jr.",87
Lafourche,10- 14,State Senate,20,R,Chris Bollinger,274
Lafourche,10- 14,State Senate,20,D,"Reggie P. Dupre, Jr.",104
Lafourche,10- 15,State Senate,20,R,Chris Bollinger,189
Lafourche,10- 15,State Senate,20,D,"Reggie P. Dupre, Jr.",65
Lafourche,10- 16,State Senate,20,R,Chris Bollinger,171
Lafourche,10- 16,State Senate,20,D,"Reggie P. Dupre, Jr.",82
Lafourche,10- 2,State Senate,20,R,Chris Bollinger,188
Lafourche,10- 2,State Senate,20,D,"Reggie P. Dupre, Jr.",75
Lafourche,10- 3A,State Senate,20,R,Chris Bollinger,248
Lafourche,10- 3A,State Senate,20,D,"Reggie P. Dupre, Jr.",79
Lafourche,10- 3B,State Senate,20,R,Chris Bollinger,106
Lafourche,10- 3B,State Senate,20,D,"Reggie P. Dupre, Jr.",73
Lafourche,10- 4,State Senate,20,R,Chris Bollinger,146
Lafourche,10- 4,State Senate,20,D,"Reggie P. Dupre, Jr.",51
Lafourche,10- 5,State Senate,20,R,Chris Bollinger,177
Lafourche,10- 5,State Senate,20,D,"Reggie P. Dupre, Jr.",90
Lafourche,10- 6,State Senate,20,R,Chris Bollinger,154
Lafourche,10- 6,State Senate,20,D,"Reggie P. Dupre, Jr.",92
Lafourche,10- 7,State Senate,20,R,Chris Bollinger,65
Lafourche,10- 7,State Senate,20,D,"Reggie P. Dupre, Jr.",69
Lafourche,10- 8,State Senate,20,R,Chris Bollinger,165
Lafourche,10- 8,State Senate,20,D,"Reggie P. Dupre, Jr.",113
Lafourche,10- 9,State Senate,20,R,Chris Bollinger,242
Lafourche,10- 9,State Senate,20,D,"Reggie P. Dupre, Jr.",89
Lafourche,11- 1,State Senate,20,R,Chris Bollinger,17
Lafourche,11- 1,State Senate,20,D,"Reggie P. Dupre, Jr.",186
Lafourche,11- 2,State Senate,20,R,Chris Bollinger,175
Lafourche,11- 2,State Senate,20,D,"Reggie P. Dupre, Jr.",239
Lafourche,11- 3,State Senate,20,R,Chris Bollinger,143
Lafourche,11- 3,State Senate,20,D,"Reggie P. Dupre, Jr.",144
Lafourche,11- 4,State Senate,20,R,Chris Bollinger,22
Lafourche,11- 4,State Senate,20,D,"Reggie P. Dupre, Jr.",6
Lafourche,3- 3,State Senate,20,R,Chris Bollinger,227
Lafourche,3- 3,State Senate,20,D,"Reggie P. Dupre, Jr.",215
Lafourche,3- 4,State Senate,20,R,Chris Bollinger,120
Lafourche,3- 4,State Senate,20,D,"Reggie P. Dupre, Jr.",151
Lafourche,3- 5,State Senate,20,R,Chris Bollinger,194
Lafourche,3- 5,State Senate,20,D,"Reggie P. Dupre, Jr.",153
Lafourche,3- 6,State Senate,20,R,Chris Bollinger,331
Lafourche,3- 6,State Senate,20,D,"Reggie P. Dupre, Jr.",153
Lafourche,4- 1,State Senate,20,R,Chris Bollinger,291
Lafourche,4- 1,State Senate,20,D,"Reggie P. Dupre, Jr.",155
Lafourche,4- 2,State Senate,20,R,Chris Bollinger,239
Lafourche,4- 2,State Senate,20,D,"Reggie P. Dupre, Jr.",88
Lafourche,4- 3,State Senate,20,R,Chris Bollinger,203
Lafourche,4- 3,State Senate,20,D,"Reggie P. Dupre, Jr.",62
Lafourche,4- 4,State Senate,20,R,Chris Bollinger,324
Lafourche,4- 4,State Senate,20,D,"Reggie P. Dupre, Jr.",115
Lafourche,4- 5,State Senate,20,R,Chris Bollinger,388
Lafourche,4- 5,State Senate,20,D,"Reggie P. Dupre, Jr.",129
Lafourche,4- 6,State Senate,20,R,Chris Bollinger,356
Lafourche,4- 6,State Senate,20,D,"Reggie P. Dupre, Jr.",145
Lafourche,9- 1,State Senate,20,R,Chris Bollinger,142
Lafourche,9- 1,State Senate,20,D,"Reggie P. Dupre, Jr.",54
Lafourche,9- 2,State Senate,20,R,Chris Bollinger,196
Lafourche,9- 2,State Senate,20,D,"Reggie P. Dupre, Jr.",62
Lafourche,Early Voting,State Senate,20,R,Chris Bollinger,303
Lafourche,Early Voting,State Senate,20,D,"Reggie P. Dupre, Jr.",59
Terrebonne,00 18A,State Senate,20,R,Chris Bollinger,72
Terrebonne,00 18A,State Senate,20,D,"Reggie P. Dupre, Jr.",92
Terrebonne,00 18J,State Senate,20,R,Chris Bollinger,67
Terrebonne,00 18J,State Senate,20,D,"Reggie P. Dupre, Jr.",84
Terrebonne,00 19A,State Senate,20,R,Chris Bollinger,49
Terrebonne,00 19A,State Senate,20,D,"Reggie P. Dupre, Jr.",73
Terrebonne,00 19K,State Senate,20,R,Chris Bollinger,49
Terrebonne,00 19K,State Senate,20,D,"Reggie P. Dupre, Jr.",72
Terrebonne,00 20,State Senate,20,R,Chris Bollinger,65
Terrebonne,00 20,State Senate,20,D,"Reggie P. Dupre, Jr.",94
Terrebonne,00 21,State Senate,20,R,Chris Bollinger,26
Terrebonne,00 21,State Senate,20,D,"Reggie P. Dupre, Jr.",29
Terrebonne,00 22,State Senate,20,R,Chris Bollinger,3
Terrebonne,00 22,State Senate,20,D,"Reggie P. Dupre, Jr.",11
Terrebonne,00 23,State Senate,20,R,Chris Bollinger,12
Terrebonne,00 23,State Senate,20,D,"Reggie P. Dupre, Jr.",113
Terrebonne,00 24,State Senate,20,R,Chris Bollinger,79
Terrebonne,00 24,State Senate,20,D,"Reggie P. Dupre, Jr.",169
Terrebonne,00 25,State Senate,20,R,Chris Bollinger,105
Terrebonne,00 25,State Senate,20,D,"Reggie P. Dupre, Jr.",146
Terrebonne,00 26,State Senate,20,R,Chris Bollinger,45
Terrebonne,00 26,State Senate,20,D,"Reggie P. Dupre, Jr.",70
Terrebonne,00 27,State Senate,20,R,Chris Bollinger,27
Terrebonne,00 27,State Senate,20,D,"Reggie P. Dupre, Jr.",39
Terrebonne,00 28,State Senate,20,R,Chris Bollinger,22
Terrebonne,00 28,State Senate,20,D,"Reggie P. Dupre, Jr.",19
Terrebonne,00 29,State Senate,20,R,Chris Bollinger,62
Terrebonne,00 29,State Senate,20,D,"Reggie P. Dupre, Jr.",143
Terrebonne,00 30,State Senate,20,R,Chris Bollinger,28
Terrebonne,00 30,State Senate,20,D,"Reggie P. Dupre, Jr.",88
Terrebonne,00 31,State Senate,20,R,Chris Bollinger,19
Terrebonne,00 31,State Senate,20,D,"Reggie P. Dupre, Jr.",63
Terrebonne,00 32,State Senate,20,R,Chris Bollinger,65
Terrebonne,00 32,State Senate,20,D,"Reggie P. Dupre, Jr.",72
Terrebonne,00 33,State Senate,20,R,Chris Bollinger,32
Terrebonne,00 33,State Senate,20,D,"Reggie P. Dupre, Jr.",62
Terrebonne,00 34A,State Senate,20,R,Chris Bollinger,12
Terrebonne,00 34A,State Senate,20,D,"Reggie P. Dupre, Jr.",115
Terrebonne,00 34I,State Senate,20,R,Chris Bollinger,14
Terrebonne,00 34I,State Senate,20,D,"Reggie P. Dupre, Jr.",97
Terrebonne,00 34R,State Senate,20,R,Chris Bollinger,14
Terrebonne,00 34R,State Senate,20,D,"Reggie P. Dupre, Jr.",92
Terrebonne,00 35,State Senate,20,R,Chris Bollinger,38
Terrebonne,00 35,State Senate,20,D,"Reggie P. Dupre, Jr.",90
Terrebonne,00 36,State Senate,20,R,Chris Bollinger,35
Terrebonne,00 36,State Senate,20,D,"Reggie P. Dupre, Jr.",57
Terrebonne,00 37,State Senate,20,R,Chris Bollinger,5
Terrebonne,00 37,State Senate,20,D,"Reggie P. Dupre, Jr.",17
Terrebonne,00 38,State Senate,20,R,Chris Bollinger,70
Terrebonne,00 38,State Senate,20,D,"Reggie P. Dupre, Jr.",123
Terrebonne,00 39,State Senate,20,R,Chris Bollinger,29
Terrebonne,00 39,State Senate,20,D,"Reggie P. Dupre, Jr.",61
Terrebonne,00 40,State Senate,20,R,Chris Bollinger,56
Terrebonne,00 40,State Senate,20,D,"Reggie P. Dupre, Jr.",144
Terrebonne,00 41,State Senate,20,R,Chris Bollinger,5
Terrebonne,00 41,State Senate,20,D,"Reggie P. Dupre, Jr.",1
Terrebonne,00 42,State Senate,20,R,Chris Bollinger,57
Terrebonne,00 42,State Senate,20,D,"Reggie P. Dupre, Jr.",80
Terrebonne,00 43,State Senate,20,R,Chris Bollinger,87
Terrebonne,00 43,State Senate,20,D,"Reggie P. Dupre, Jr.",138
Terrebonne,00 44,State Senate,20,R,Chris Bollinger,69
Terrebonne,00 44,State Senate,20,D,"Reggie P. Dupre, Jr.",106
Terrebonne,00 46,State Senate,20,R,Chris Bollinger,45
Terrebonne,00 46,State Senate,20,D,"Reggie P. Dupre, Jr.",115
Terrebonne,00 47,State Senate,20,R,Chris Bollinger,66
Terrebonne,00 47,State Senate,20,D,"Reggie P. Dupre, Jr.",113
Terrebonne,00 48,State Senate,20,R,Chris Bollinger,30
Terrebonne,00 48,State Senate,20,D,"Reggie P. Dupre, Jr.",89
Terrebonne,00 49,State Senate,20,R,Chris Bollinger,25
Terrebonne,00 49,State Senate,20,D,"Reggie P. Dupre, Jr.",85
Terrebonne,00 50,State Senate,20,R,Chris Bollinger,8
Terrebonne,00 50,State Senate,20,D,"Reggie P. Dupre, Jr.",9
Terrebonne,00 52,State Senate,20,R,Chris Bollinger,62
Terrebonne,00 52,State Senate,20,D,"Reggie P. Dupre, Jr.",141
Terrebonne,00 53,State Senate,20,R,Chris Bollinger,75
Terrebonne,00 53,State Senate,20,D,"Reggie P. Dupre, Jr.",166
Terrebonne,00 54,State Senate,20,R,Chris Bollinger,21
Terrebonne,00 54,State Senate,20,D,"Reggie P. Dupre, Jr.",102
Terrebonne,00 55A,State Senate,20,R,Chris Bollinger,89
Terrebonne,00 55A,State Senate,20,D,"Reggie P. Dupre, Jr.",225
Terrebonne,00 55E,State Senate,20,R,Chris Bollinger,101
Terrebonne,00 55E,State Senate,20,D,"Reggie P. Dupre, Jr.",215
Terrebonne,00 55N,State Senate,20,R,Chris Bollinger,73
Terrebonne,00 55N,State Senate,20,D,"Reggie P. Dupre, Jr.",187
Terrebonne,00 56,State Senate,20,R,Chris Bollinger,22
Terrebonne,00 56,State Senate,20,D,"Reggie P. Dupre, Jr.",97
Terrebonne,00 57A,State Senate,20,R,Chris Bollinger,62
Terrebonne,00 57A,State Senate,20,D,"Reggie P. Dupre, Jr.",234
Terrebonne,00 57L,State Senate,20,R,Chris Bollinger,52
Terrebonne,00 57L,State Senate,20,D,"Reggie P. Dupre, Jr.",285
Terrebonne,00 58,State Senate,20,R,Chris Bollinger,24
Terrebonne,00 58,State Senate,20,D,"Reggie P. Dupre, Jr.",292
Terrebonne,00 59A,State Senate,20,R,Chris Bollinger,80
Terrebonne,00 59A,State Senate,20,D,"Reggie P. Dupre, Jr.",250
Terrebonne,00 59L,State Senate,20,R,Chris Bollinger,60
Terrebonne,00 59L,State Senate,20,D,"Reggie P. Dupre, Jr.",267
