parish,precinct,office,district,party,candidate,votes
Lafourche,11- 1,State House,53,D,Damon J. Baldone,119
Lafourche,11- 1,State House,53,D,"""Johnny"" Glover",19
Lafourche,Early Voting,State House,53,D,Damon J. Baldone,0
Lafourche,Early Voting,State House,53,D,"""Johnny"" Glover",0
Terrebonne,00 17A,State House,53,D,Damon J. Baldone,112
Terrebonne,00 17A,State House,53,D,"""Johnny"" Glover",122
Terrebonne,00 17E,State House,53,D,Damon J. Baldone,94
Terrebonne,00 17E,State House,53,D,"""Johnny"" Glover",87
Terrebonne,00 17M,State House,53,D,Damon J. Baldone,98
Terrebonne,00 17M,State House,53,D,"""Johnny"" Glover",125
Terrebonne,00 18A,State House,53,D,Damon J. Baldone,91
Terrebonne,00 18A,State House,53,D,"""Johnny"" Glover",93
Terrebonne,00 18J,State House,53,D,Damon J. Baldone,87
Terrebonne,00 18J,State House,53,D,"""Johnny"" Glover",87
Terrebonne,00 19A,State House,53,D,Damon J. Baldone,75
Terrebonne,00 19A,State House,53,D,"""Johnny"" Glover",67
Terrebonne,00 19K,State House,53,D,Damon J. Baldone,77
Terrebonne,00 19K,State House,53,D,"""Johnny"" Glover",57
Terrebonne,00 21,State House,53,D,Damon J. Baldone,36
Terrebonne,00 21,State House,53,D,"""Johnny"" Glover",28
Terrebonne,00 22,State House,53,D,Damon J. Baldone,4
Terrebonne,00 22,State House,53,D,"""Johnny"" Glover",3
Terrebonne,00 23,State House,53,D,Damon J. Baldone,30
Terrebonne,00 23,State House,53,D,"""Johnny"" Glover",95
Terrebonne,00 24,State House,53,D,Damon J. Baldone,145
Terrebonne,00 24,State House,53,D,"""Johnny"" Glover",124
Terrebonne,00 25,State House,53,D,Damon J. Baldone,135
Terrebonne,00 25,State House,53,D,"""Johnny"" Glover",131
Terrebonne,00 26,State House,53,D,Damon J. Baldone,71
Terrebonne,00 26,State House,53,D,"""Johnny"" Glover",50
Terrebonne,00 27,State House,53,D,Damon J. Baldone,30
Terrebonne,00 27,State House,53,D,"""Johnny"" Glover",29
Terrebonne,00 28,State House,53,D,Damon J. Baldone,12
Terrebonne,00 28,State House,53,D,"""Johnny"" Glover",20
Terrebonne,00 29,State House,53,D,Damon J. Baldone,71
Terrebonne,00 29,State House,53,D,"""Johnny"" Glover",123
Terrebonne,00 30,State House,53,D,Damon J. Baldone,45
Terrebonne,00 30,State House,53,D,"""Johnny"" Glover",65
Terrebonne,00 31,State House,53,D,Damon J. Baldone,36
Terrebonne,00 31,State House,53,D,"""Johnny"" Glover",37
Terrebonne,00 32,State House,53,D,Damon J. Baldone,53
Terrebonne,00 32,State House,53,D,"""Johnny"" Glover",65
Terrebonne,00 33,State House,53,D,Damon J. Baldone,53
Terrebonne,00 33,State House,53,D,"""Johnny"" Glover",40
Terrebonne,00 34A,State House,53,D,Damon J. Baldone,65
Terrebonne,00 34A,State House,53,D,"""Johnny"" Glover",58
Terrebonne,00 34I,State House,53,D,Damon J. Baldone,54
Terrebonne,00 34I,State House,53,D,"""Johnny"" Glover",80
Terrebonne,00 34R,State House,53,D,Damon J. Baldone,75
Terrebonne,00 34R,State House,53,D,"""Johnny"" Glover",43
Terrebonne,00 55A,State House,53,D,Damon J. Baldone,111
Terrebonne,00 55A,State House,53,D,"""Johnny"" Glover",152
Terrebonne,00 55E,State House,53,D,Damon J. Baldone,107
Terrebonne,00 55E,State House,53,D,"""Johnny"" Glover",177
Terrebonne,00 55N,State House,53,D,Damon J. Baldone,87
Terrebonne,00 55N,State House,53,D,"""Johnny"" Glover",132
Terrebonne,00 56,State House,53,D,Damon J. Baldone,47
Terrebonne,00 56,State House,53,D,"""Johnny"" Glover",27
Terrebonne,00 57A,State House,53,D,Damon J. Baldone,114
Terrebonne,00 57A,State House,53,D,"""Johnny"" Glover",99
Terrebonne,00 57L,State House,53,D,Damon J. Baldone,144
Terrebonne,00 57L,State House,53,D,"""Johnny"" Glover",97
Terrebonne,00 58,State House,53,D,Damon J. Baldone,149
Terrebonne,00 58,State House,53,D,"""Johnny"" Glover",43
Terrebonne,00 59A,State House,53,D,Damon J. Baldone,122
Terrebonne,00 59A,State House,53,D,"""Johnny"" Glover",147
Terrebonne,00 59L,State House,53,D,Damon J. Baldone,127
Terrebonne,00 59L,State House,53,D,"""Johnny"" Glover",148
Terrebonne,00 60,State House,53,D,Damon J. Baldone,213
Terrebonne,00 60,State House,53,D,"""Johnny"" Glover",138
Terrebonne,00 61,State House,53,D,Damon J. Baldone,88
Terrebonne,00 61,State House,53,D,"""Johnny"" Glover",56
Terrebonne,00 62,State House,53,D,Damon J. Baldone,66
Terrebonne,00 62,State House,53,D,"""Johnny"" Glover",79
Terrebonne,00 63,State House,53,D,Damon J. Baldone,117
Terrebonne,00 63,State House,53,D,"""Johnny"" Glover",91
Terrebonne,00 75,State House,53,D,Damon J. Baldone,2
Terrebonne,00 75,State House,53,D,"""Johnny"" Glover",3
Terrebonne,Early Voting,State House,53,D,Damon J. Baldone,86
Terrebonne,Early Voting,State House,53,D,"""Johnny"" Glover",101
