parish,office,district,party,candidate,votes
Jefferson,State House,86th Representative District,R,"Robert B. ""Robby"" Evans III",1549
Jefferson,State House,86th Representative District,R,"""Jim"" Tucker",872
Orleans,State House,86th Representative District,R,"Robert B. ""Robby"" Evans III",245
Orleans,State House,86th Representative District,R,"""Jim"" Tucker",1637
Orleans,State House,100th Representative District,D,Terrie Carrie Guerin,3290
Orleans,State House,100th Representative District,D,Patrick Swilling,3957
