parish,office,district,party,candidate,votes
East Baton Rouge,State Senate,16th Senatorial District,R,Laurinda L. Calongne,4511
East Baton Rouge,State Senate,16th Senatorial District,R,"""Dan"" Claitor",6509
East Baton Rouge,State Senate,16th Senatorial District,R,Lee Domingue,5760
