parish,office,district,party,candidate,votes
Franklin,Lieutenant Governor,,D,"""Butch"" Gautreaux",157
Franklin,Lieutenant Governor,,R,"""Sammy"" Kershaw",1719
Franklin,Lieutenant Governor,,R,Melanie J. McKnight,148
Franklin,Lieutenant Governor,,R,Roger Villere,198
Grant,Lieutenant Governor,,D,"James ""Jim"" Crowley",185
Grant,Lieutenant Governor,,R,"""Jay"" Dardenne",528
Grant,Lieutenant Governor,,R,Kevin Davis,54
Grant,Lieutenant Governor,,D,Caroline Fayard,371
Grant,Lieutenant Governor,,D,"""Butch"" Gautreaux",54
Grant,Lieutenant Governor,,R,"""Sammy"" Kershaw",1371
Grant,Lieutenant Governor,,R,Melanie J. McKnight,89
Grant,Lieutenant Governor,,R,Roger Villere,268
Iberia,Lieutenant Governor,,D,"James ""Jim"" Crowley",417
Iberia,Lieutenant Governor,,R,"""Jay"" Dardenne",2392
Iberia,Lieutenant Governor,,R,Kevin Davis,288
Iberia,Lieutenant Governor,,D,Caroline Fayard,1482
Iberia,Lieutenant Governor,,D,"""Butch"" Gautreaux",351
Iberia,Lieutenant Governor,,R,"""Sammy"" Kershaw",2957
Iberia,Lieutenant Governor,,R,Melanie J. McKnight,215
Iberia,Lieutenant Governor,,R,Roger Villere,716
Iberville,Lieutenant Governor,,D,"James ""Jim"" Crowley",808
Iberville,Lieutenant Governor,,R,"""Jay"" Dardenne",2636
Iberville,Lieutenant Governor,,R,Kevin Davis,166
Iberville,Lieutenant Governor,,D,Caroline Fayard,2319
Iberville,Lieutenant Governor,,D,"""Butch"" Gautreaux",600
Iberville,Lieutenant Governor,,R,"""Sammy"" Kershaw",685
Iberville,Lieutenant Governor,,R,Melanie J. McKnight,193
Iberville,Lieutenant Governor,,R,Roger Villere,234
Jackson,Lieutenant Governor,,D,"James ""Jim"" Crowley",458
Jackson,Lieutenant Governor,,R,"""Jay"" Dardenne",745
Jackson,Lieutenant Governor,,R,Kevin Davis,81
Jackson,Lieutenant Governor,,D,Caroline Fayard,725
Jackson,Lieutenant Governor,,D,"""Butch"" Gautreaux",172
Jackson,Lieutenant Governor,,R,"""Sammy"" Kershaw",810
Jackson,Lieutenant Governor,,R,Melanie J. McKnight,103
Jackson,Lieutenant Governor,,R,Roger Villere,189
Jefferson,Lieutenant Governor,,D,"James ""Jim"" Crowley",2846
Jefferson,Lieutenant Governor,,R,"""Jay"" Dardenne",16550
Jefferson,Lieutenant Governor,,R,Kevin Davis,10841
Jefferson,Lieutenant Governor,,D,Caroline Fayard,9708
Jefferson,Lieutenant Governor,,D,"""Butch"" Gautreaux",1001
Jefferson,Lieutenant Governor,,R,"""Sammy"" Kershaw",3252
Jefferson,Lieutenant Governor,,R,Melanie J. McKnight,1379
Jefferson,Lieutenant Governor,,R,Roger Villere,6472
Jefferson Davis,Lieutenant Governor,,D,"James ""Jim"" Crowley",257
Jefferson Davis,Lieutenant Governor,,R,"""Jay"" Dardenne",1034
Jefferson Davis,Lieutenant Governor,,R,Kevin Davis,122
Jefferson Davis,Lieutenant Governor,,D,Caroline Fayard,1042
Jefferson Davis,Lieutenant Governor,,D,"""Butch"" Gautreaux",133
Jefferson Davis,Lieutenant Governor,,R,"""Sammy"" Kershaw",2076
Jefferson Davis,Lieutenant Governor,,R,Melanie J. McKnight,127
Jefferson Davis,Lieutenant Governor,,R,Roger Villere,181
Lafayette,Lieutenant Governor,,D,"James ""Jim"" Crowley",1180
Lafayette,Lieutenant Governor,,R,"""Jay"" Dardenne",7458
Lafayette,Lieutenant Governor,,R,Kevin Davis,1156
Lafayette,Lieutenant Governor,,D,Caroline Fayard,5987
Lafayette,Lieutenant Governor,,D,"""Butch"" Gautreaux",1097
Lafayette,Lieutenant Governor,,R,"""Sammy"" Kershaw",9882
Lafayette,Lieutenant Governor,,R,Melanie J. McKnight,683
Lafayette,Lieutenant Governor,,R,Roger Villere,4230
Lafourche,Lieutenant Governor,,D,"James ""Jim"" Crowley",738
Lafourche,Lieutenant Governor,,R,"""Jay"" Dardenne",3526
Lafourche,Lieutenant Governor,,R,Kevin Davis,1245
Lafourche,Lieutenant Governor,,D,Caroline Fayard,2068
Lafourche,Lieutenant Governor,,D,"""Butch"" Gautreaux",1123
Lafourche,Lieutenant Governor,,R,"""Sammy"" Kershaw",2903
Lafourche,Lieutenant Governor,,R,Melanie J. McKnight,402
Lafourche,Lieutenant Governor,,R,Roger Villere,582
Lasalle,Lieutenant Governor,,D,"James ""Jim"" Crowley",163
Lasalle,Lieutenant Governor,,R,"""Jay"" Dardenne",701
Lasalle,Lieutenant Governor,,R,Kevin Davis,65
Lasalle,Lieutenant Governor,,D,Caroline Fayard,263
Lasalle,Lieutenant Governor,,D,"""Butch"" Gautreaux",68
Lasalle,Lieutenant Governor,,R,"""Sammy"" Kershaw",1567
Lasalle,Lieutenant Governor,,R,Melanie J. McKnight,127
Lasalle,Lieutenant Governor,,R,Roger Villere,206
Lincoln,Lieutenant Governor,,D,"James ""Jim"" Crowley",517
Lincoln,Lieutenant Governor,,R,"""Jay"" Dardenne",1938
Lincoln,Lieutenant Governor,,R,Kevin Davis,131
Lincoln,Lieutenant Governor,,D,Caroline Fayard,1718
Lincoln,Lieutenant Governor,,D,"""Butch"" Gautreaux",121
Lincoln,Lieutenant Governor,,R,"""Sammy"" Kershaw",1326
Lincoln,Lieutenant Governor,,R,Melanie J. McKnight,163
Lincoln,Lieutenant Governor,,R,Roger Villere,456
Livingston,Lieutenant Governor,,D,"James ""Jim"" Crowley",161
Livingston,Lieutenant Governor,,R,"""Jay"" Dardenne",6277
Livingston,Lieutenant Governor,,R,Kevin Davis,362
Livingston,Lieutenant Governor,,D,Caroline Fayard,3818
Livingston,Lieutenant Governor,,D,"""Butch"" Gautreaux",124
Livingston,Lieutenant Governor,,R,"""Sammy"" Kershaw",1592
Livingston,Lieutenant Governor,,R,Melanie J. McKnight,220
Livingston,Lieutenant Governor,,R,Roger Villere,1397
Madison,Lieutenant Governor,,D,"James ""Jim"" Crowley",571
Madison,Lieutenant Governor,,R,"""Jay"" Dardenne",445
Madison,Lieutenant Governor,,R,Kevin Davis,51
Madison,Lieutenant Governor,,D,Caroline Fayard,533
Madison,Lieutenant Governor,,D,"""Butch"" Gautreaux",94
Madison,Lieutenant Governor,,R,"""Sammy"" Kershaw",356
Madison,Lieutenant Governor,,R,Melanie J. McKnight,62
Madison,Lieutenant Governor,,R,Roger Villere,71
Morehouse,Lieutenant Governor,,D,"James ""Jim"" Crowley",265
Morehouse,Lieutenant Governor,,R,"""Jay"" Dardenne",823
Morehouse,Lieutenant Governor,,R,Kevin Davis,65
Morehouse,Lieutenant Governor,,D,Caroline Fayard,681
Morehouse,Lieutenant Governor,,D,"""Butch"" Gautreaux",48
Morehouse,Lieutenant Governor,,R,"""Sammy"" Kershaw",605
Morehouse,Lieutenant Governor,,R,Melanie J. McKnight,85
Morehouse,Lieutenant Governor,,R,Roger Villere,176
Natchitoches,Lieutenant Governor,,D,"James ""Jim"" Crowley",713
Natchitoches,Lieutenant Governor,,R,"""Jay"" Dardenne",1068
Natchitoches,Lieutenant Governor,,R,Kevin Davis,164
Natchitoches,Lieutenant Governor,,D,Caroline Fayard,1311
Natchitoches,Lieutenant Governor,,D,"""Butch"" Gautreaux",172
Natchitoches,Lieutenant Governor,,R,"""Sammy"" Kershaw",1615
Natchitoches,Lieutenant Governor,,R,Melanie J. McKnight,185
Natchitoches,Lieutenant Governor,,R,Roger Villere,293
Orleans,Lieutenant Governor,,D,"James ""Jim"" Crowley",4051
Orleans,Lieutenant Governor,,R,"""Jay"" Dardenne",8866
Orleans,Lieutenant Governor,,R,Kevin Davis,3022
Orleans,Lieutenant Governor,,D,Caroline Fayard,20279
Orleans,Lieutenant Governor,,D,"""Butch"" Gautreaux",1527
Orleans,Lieutenant Governor,,R,"""Sammy"" Kershaw",661
Orleans,Lieutenant Governor,,R,Melanie J. McKnight,636
Orleans,Lieutenant Governor,,R,Roger Villere,1196
Ouachita,Lieutenant Governor,,D,"James ""Jim"" Crowley",1467
Ouachita,Lieutenant Governor,,R,"""Jay"" Dardenne",6609
Ouachita,Lieutenant Governor,,R,Kevin Davis,274
Ouachita,Lieutenant Governor,,D,Caroline Fayard,3915
Ouachita,Lieutenant Governor,,D,"""Butch"" Gautreaux",414
Ouachita,Lieutenant Governor,,R,"""Sammy"" Kershaw",4491
Ouachita,Lieutenant Governor,,R,Melanie J. McKnight,527
Ouachita,Lieutenant Governor,,R,Roger Villere,1189
Plaquemines,Lieutenant Governor,,D,"James ""Jim"" Crowley",710
Plaquemines,Lieutenant Governor,,R,"""Jay"" Dardenne",1665
Plaquemines,Lieutenant Governor,,R,Kevin Davis,1263
Plaquemines,Lieutenant Governor,,D,Caroline Fayard,1237
Plaquemines,Lieutenant Governor,,D,"""Butch"" Gautreaux",223
Plaquemines,Lieutenant Governor,,R,"""Sammy"" Kershaw",1519
Plaquemines,Lieutenant Governor,,R,Melanie J. McKnight,238
Plaquemines,Lieutenant Governor,,R,Roger Villere,220
Pointe Coupee,Lieutenant Governor,,D,"James ""Jim"" Crowley",823
Pointe Coupee,Lieutenant Governor,,R,"""Jay"" Dardenne",2471
Pointe Coupee,Lieutenant Governor,,R,Kevin Davis,215
Pointe Coupee,Lieutenant Governor,,D,Caroline Fayard,1680
Pointe Coupee,Lieutenant Governor,,D,"""Butch"" Gautreaux",578
Pointe Coupee,Lieutenant Governor,,R,"""Sammy"" Kershaw",1017
Pointe Coupee,Lieutenant Governor,,R,Melanie J. McKnight,178
Pointe Coupee,Lieutenant Governor,,R,Roger Villere,216
Rapides,Lieutenant Governor,,D,"James ""Jim"" Crowley",2138
Rapides,Lieutenant Governor,,R,"""Jay"" Dardenne",5349
Rapides,Lieutenant Governor,,R,Kevin Davis,455
Rapides,Lieutenant Governor,,D,Caroline Fayard,5078
Rapides,Lieutenant Governor,,D,"""Butch"" Gautreaux",1194
Rapides,Lieutenant Governor,,R,"""Sammy"" Kershaw",7927
Rapides,Lieutenant Governor,,R,Melanie J. McKnight,877
Rapides,Lieutenant Governor,,R,Roger Villere,1531
Red River,Lieutenant Governor,,D,"James ""Jim"" Crowley",107
Red River,Lieutenant Governor,,R,"""Jay"" Dardenne",189
Red River,Lieutenant Governor,,R,Kevin Davis,19
Red River,Lieutenant Governor,,D,Caroline Fayard,228
Red River,Lieutenant Governor,,D,"""Butch"" Gautreaux",19
Red River,Lieutenant Governor,,R,"""Sammy"" Kershaw",251
Red River,Lieutenant Governor,,R,Melanie J. McKnight,27
Red River,Lieutenant Governor,,R,Roger Villere,61
Richland,Lieutenant Governor,,D,"James ""Jim"" Crowley",395
Richland,Lieutenant Governor,,R,"""Jay"" Dardenne",690
Richland,Lieutenant Governor,,R,Kevin Davis,58
Richland,Lieutenant Governor,,D,Caroline Fayard,604
Richland,Lieutenant Governor,,D,"""Butch"" Gautreaux",88
Richland,Lieutenant Governor,,R,"""Sammy"" Kershaw",814
Richland,Lieutenant Governor,,R,Melanie J. McKnight,115
Richland,Lieutenant Governor,,R,Roger Villere,170
Sabine,Lieutenant Governor,,D,"James ""Jim"" Crowley",364
Sabine,Lieutenant Governor,,R,"""Jay"" Dardenne",900
Sabine,Lieutenant Governor,,R,Kevin Davis,112
Sabine,Lieutenant Governor,,D,Caroline Fayard,659
Sabine,Lieutenant Governor,,D,"""Butch"" Gautreaux",86
Sabine,Lieutenant Governor,,R,"""Sammy"" Kershaw",1434
Sabine,Lieutenant Governor,,R,Melanie J. McKnight,98
Sabine,Lieutenant Governor,,R,Roger Villere,213
St. Bernard,Lieutenant Governor,,D,"James ""Jim"" Crowley",556
St. Bernard,Lieutenant Governor,,R,"""Jay"" Dardenne",1099
St. Bernard,Lieutenant Governor,,R,Kevin Davis,2183
St. Bernard,Lieutenant Governor,,D,Caroline Fayard,898
St. Bernard,Lieutenant Governor,,D,"""Butch"" Gautreaux",171
St. Bernard,Lieutenant Governor,,R,"""Sammy"" Kershaw",467
St. Bernard,Lieutenant Governor,,R,Melanie J. McKnight,148
St. Bernard,Lieutenant Governor,,R,Roger Villere,163
St. Charles,Lieutenant Governor,,D,"James ""Jim"" Crowley",406
St. Charles,Lieutenant Governor,,R,"""Jay"" Dardenne",1531
St. Charles,Lieutenant Governor,,R,Kevin Davis,796
St. Charles,Lieutenant Governor,,D,Caroline Fayard,1236
St. Charles,Lieutenant Governor,,D,"""Butch"" Gautreaux",175
St. Charles,Lieutenant Governor,,R,"""Sammy"" Kershaw",511
St. Charles,Lieutenant Governor,,R,Melanie J. McKnight,178
St. Charles,Lieutenant Governor,,R,Roger Villere,434
St. Helena,Lieutenant Governor,,D,"James ""Jim"" Crowley",274
St. Helena,Lieutenant Governor,,R,"""Jay"" Dardenne",553
St. Helena,Lieutenant Governor,,R,Kevin Davis,172
St. Helena,Lieutenant Governor,,D,Caroline Fayard,1588
St. Helena,Lieutenant Governor,,D,"""Butch"" Gautreaux",134
St. Helena,Lieutenant Governor,,R,"""Sammy"" Kershaw",237
St. Helena,Lieutenant Governor,,R,Melanie J. McKnight,64
St. Helena,Lieutenant Governor,,R,Roger Villere,83
St. James,Lieutenant Governor,,D,"James ""Jim"" Crowley",857
St. James,Lieutenant Governor,,R,"""Jay"" Dardenne",1535
St. James,Lieutenant Governor,,R,Kevin Davis,484
St. James,Lieutenant Governor,,D,Caroline Fayard,1787
St. James,Lieutenant Governor,,D,"""Butch"" Gautreaux",587
St. James,Lieutenant Governor,,R,"""Sammy"" Kershaw",542
St. James,Lieutenant Governor,,R,Melanie J. McKnight,143
St. James,Lieutenant Governor,,R,Roger Villere,176
St. John The Baptist,Lieutenant Governor,,D,"James ""Jim"" Crowley",851
St. John The Baptist,Lieutenant Governor,,R,"""Jay"" Dardenne",1436
St. John The Baptist,Lieutenant Governor,,R,Kevin Davis,496
St. John The Baptist,Lieutenant Governor,,D,Caroline Fayard,1828
St. John The Baptist,Lieutenant Governor,,D,"""Butch"" Gautreaux",331
St. John The Baptist,Lieutenant Governor,,R,"""Sammy"" Kershaw",434
St. John The Baptist,Lieutenant Governor,,R,Melanie J. McKnight,221
St. John The Baptist,Lieutenant Governor,,R,Roger Villere,298
St. Landry,Lieutenant Governor,,D,"James ""Jim"" Crowley",2017
St. Landry,Lieutenant Governor,,R,"""Jay"" Dardenne",3014
St. Landry,Lieutenant Governor,,R,Kevin Davis,1155
St. Landry,Lieutenant Governor,,D,Caroline Fayard,5454
St. Landry,Lieutenant Governor,,D,"""Butch"" Gautreaux",1090
St. Landry,Lieutenant Governor,,R,"""Sammy"" Kershaw",5354
St. Landry,Lieutenant Governor,,R,Melanie J. McKnight,566
St. Landry,Lieutenant Governor,,R,Roger Villere,716
St. Martin,Lieutenant Governor,,D,"James ""Jim"" Crowley",589
St. Martin,Lieutenant Governor,,R,"""Jay"" Dardenne",1989
St. Martin,Lieutenant Governor,,R,Kevin Davis,340
St. Martin,Lieutenant Governor,,D,Caroline Fayard,1896
St. Martin,Lieutenant Governor,,D,"""Butch"" Gautreaux",355
St. Martin,Lieutenant Governor,,R,"""Sammy"" Kershaw",3031
St. Martin,Lieutenant Governor,,R,Melanie J. McKnight,245
St. Martin,Lieutenant Governor,,R,Roger Villere,583
St. Mary,Lieutenant Governor,,D,"James ""Jim"" Crowley",323
St. Mary,Lieutenant Governor,,R,"""Jay"" Dardenne",1829
St. Mary,Lieutenant Governor,,R,Kevin Davis,206
St. Mary,Lieutenant Governor,,D,Caroline Fayard,1084
St. Mary,Lieutenant Governor,,D,"""Butch"" Gautreaux",1594
St. Mary,Lieutenant Governor,,R,"""Sammy"" Kershaw",2219
St. Mary,Lieutenant Governor,,R,Melanie J. McKnight,165
St. Mary,Lieutenant Governor,,R,Roger Villere,290
St. Tammany,Lieutenant Governor,,D,"James ""Jim"" Crowley",506
St. Tammany,Lieutenant Governor,,R,"""Jay"" Dardenne",5757
St. Tammany,Lieutenant Governor,,R,Kevin Davis,12455
St. Tammany,Lieutenant Governor,,D,Caroline Fayard,3081
St. Tammany,Lieutenant Governor,,D,"""Butch"" Gautreaux",223
St. Tammany,Lieutenant Governor,,R,"""Sammy"" Kershaw",1690
St. Tammany,Lieutenant Governor,,R,Melanie J. McKnight,411
St. Tammany,Lieutenant Governor,,R,Roger Villere,2195
Tangipahoa,Lieutenant Governor,,D,"James ""Jim"" Crowley",1009
Tangipahoa,Lieutenant Governor,,R,"""Jay"" Dardenne",4850
Tangipahoa,Lieutenant Governor,,R,Kevin Davis,2671
Tangipahoa,Lieutenant Governor,,D,Caroline Fayard,5309
Tangipahoa,Lieutenant Governor,,D,"""Butch"" Gautreaux",367
Tangipahoa,Lieutenant Governor,,R,"""Sammy"" Kershaw",2208
Tangipahoa,Lieutenant Governor,,R,Melanie J. McKnight,393
Tangipahoa,Lieutenant Governor,,R,Roger Villere,1148
Tensas,Lieutenant Governor,,D,"James ""Jim"" Crowley",167
Tensas,Lieutenant Governor,,R,"""Jay"" Dardenne",185
Tensas,Lieutenant Governor,,R,Kevin Davis,21
Tensas,Lieutenant Governor,,D,Caroline Fayard,225
Tensas,Lieutenant Governor,,D,"""Butch"" Gautreaux",84
Tensas,Lieutenant Governor,,R,"""Sammy"" Kershaw",118
