parish,office,district,party,candidate,votes
East Baton Rouge,State House,63,D,"Ulysses ""Bones"" Addison",1293
East Baton Rouge,State House,63,D,Dalton Honore,1706
East Baton Rouge,State House,63,N,"Dadrius ""D20"" Lanus",144
East Baton Rouge,State House,63,D,Mark Milligan,1073
East Baton Rouge,State House,63,D,James E. Slaughter,141
Orleans,State House,93,D,Louis Charbonnet III,498
Orleans,State House,93,D,Rhodesia Jackson Douglas,41
Orleans,State House,93,D,Carlos J. Hornbrook,28
Orleans,State House,93,D,Helena Moreno,643
Orleans,State House,93,D,James Perry,890
Orleans,State House,93,D,Thomas Robichaux,269
