parish,precinct,office,district,party,candidate,votes
Acadia,01 01,Lieutenant Governor,,R,"""Jay"" Dardenne",321
Acadia,01 01,Lieutenant Governor,,D,Caroline Fayard,153
Acadia,01 02A,Lieutenant Governor,,R,"""Jay"" Dardenne",181
Acadia,01 02A,Lieutenant Governor,,D,Caroline Fayard,66
Acadia,01 02B,Lieutenant Governor,,R,"""Jay"" Dardenne",105
Acadia,01 02B,Lieutenant Governor,,D,Caroline Fayard,70
Acadia,01 03A,Lieutenant Governor,,R,"""Jay"" Dardenne",288
Acadia,01 03A,Lieutenant Governor,,D,Caroline Fayard,74
Acadia,01 03B,Lieutenant Governor,,R,"""Jay"" Dardenne",98
Acadia,01 03B,Lieutenant Governor,,D,Caroline Fayard,95
Acadia,01 04A,Lieutenant Governor,,R,"""Jay"" Dardenne",165
Acadia,01 04A,Lieutenant Governor,,D,Caroline Fayard,57
Acadia,01 04B,Lieutenant Governor,,R,"""Jay"" Dardenne",145
Acadia,01 04B,Lieutenant Governor,,D,Caroline Fayard,45
Acadia,01 05A,Lieutenant Governor,,R,"""Jay"" Dardenne",132
Acadia,01 05A,Lieutenant Governor,,D,Caroline Fayard,54
Acadia,01 05B,Lieutenant Governor,,R,"""Jay"" Dardenne",43
Acadia,01 05B,Lieutenant Governor,,D,Caroline Fayard,85
Acadia,01 06,Lieutenant Governor,,R,"""Jay"" Dardenne",5
Acadia,01 06,Lieutenant Governor,,D,Caroline Fayard,180
Acadia,01 07,Lieutenant Governor,,R,"""Jay"" Dardenne",49
Acadia,01 07,Lieutenant Governor,,D,Caroline Fayard,146
Acadia,01 08,Lieutenant Governor,,R,"""Jay"" Dardenne",177
Acadia,01 08,Lieutenant Governor,,D,Caroline Fayard,117
Acadia,01 09,Lieutenant Governor,,R,"""Jay"" Dardenne",264
Acadia,01 09,Lieutenant Governor,,D,Caroline Fayard,77
Acadia,02 01,Lieutenant Governor,,R,"""Jay"" Dardenne",295
Acadia,02 01,Lieutenant Governor,,D,Caroline Fayard,133
Acadia,02 02,Lieutenant Governor,,R,"""Jay"" Dardenne",293
Acadia,02 02,Lieutenant Governor,,D,Caroline Fayard,71
Acadia,02 03,Lieutenant Governor,,R,"""Jay"" Dardenne",155
Acadia,02 03,Lieutenant Governor,,D,Caroline Fayard,85
Acadia,02 04,Lieutenant Governor,,R,"""Jay"" Dardenne",231
Acadia,02 04,Lieutenant Governor,,D,Caroline Fayard,54
Acadia,02 05,Lieutenant Governor,,R,"""Jay"" Dardenne",159
Acadia,02 05,Lieutenant Governor,,D,Caroline Fayard,66
Acadia,03 01,Lieutenant Governor,,R,"""Jay"" Dardenne",243
Acadia,03 01,Lieutenant Governor,,D,Caroline Fayard,208
Acadia,03 02,Lieutenant Governor,,R,"""Jay"" Dardenne",260
Acadia,03 02,Lieutenant Governor,,D,Caroline Fayard,89
Acadia,03 03A,Lieutenant Governor,,R,"""Jay"" Dardenne",310
Acadia,03 03A,Lieutenant Governor,,D,Caroline Fayard,215
Acadia,03 03B,Lieutenant Governor,,R,"""Jay"" Dardenne",140
