parish,office,district,party,candidate,votes
Bienville,Governor,,D,Mary Volentine Smith,38
Bossier,Governor,,O,B. Alexandrenko,39
Bossier,Governor,,D,Walter J. Boasso,2615
Bossier,Governor,,D,Foster Campbell,5305
Bossier,Governor,,N,Sheldon Forest,24
Bossier,Governor,,O,"Anthony ""Tony G"" Gentile",48
Bossier,Governor,,N,John Georges,2577
Bossier,Governor,,L,T. Lee Horne III,27
Bossier,Governor,,R,"""Bobby"" Jindal",16200
Bossier,Governor,,D,"M. V. ""Vinny"" Mendoza",13
Bossier,Governor,,N,"Arthur D. ""Jim"" Nichols",11
Bossier,Governor,,D,Hardy Parkerson,9
Bossier,Governor,,D,Mary Volentine Smith,46
Caddo,Governor,,O,B. Alexandrenko,146
Caddo,Governor,,D,Walter J. Boasso,13281
Caddo,Governor,,D,Foster Campbell,14045
Caddo,Governor,,N,Sheldon Forest,74
Caddo,Governor,,O,"Anthony ""Tony G"" Gentile",111
Caddo,Governor,,N,John Georges,6592
Caddo,Governor,,L,T. Lee Horne III,98
Caddo,Governor,,R,"""Bobby"" Jindal",30559
Caddo,Governor,,D,"M. V. ""Vinny"" Mendoza",35
Caddo,Governor,,N,"Arthur D. ""Jim"" Nichols",26
Caddo,Governor,,D,Hardy Parkerson,33
Caddo,Governor,,D,Mary Volentine Smith,143
Calcasieu,Governor,,O,B. Alexandrenko,138
Calcasieu,Governor,,D,Walter J. Boasso,9669
Calcasieu,Governor,,D,Foster Campbell,5813
Calcasieu,Governor,,N,Sheldon Forest,69
Calcasieu,Governor,,O,"Anthony ""Tony G"" Gentile",134
Calcasieu,Governor,,N,John Georges,5633
Calcasieu,Governor,,L,T. Lee Horne III,97
Calcasieu,Governor,,R,"""Bobby"" Jindal",24515
Calcasieu,Governor,,D,"M. V. ""Vinny"" Mendoza",64
Calcasieu,Governor,,N,"Arthur D. ""Jim"" Nichols",40
Calcasieu,Governor,,D,Hardy Parkerson,152
Calcasieu,Governor,,D,Mary Volentine Smith,179
Caldwell,Governor,,O,B. Alexandrenko,23
Caldwell,Governor,,D,Walter J. Boasso,818
Caldwell,Governor,,D,Foster Campbell,754
Caldwell,Governor,,N,Sheldon Forest,10
Caldwell,Governor,,O,"Anthony ""Tony G"" Gentile",25
Caldwell,Governor,,N,John Georges,648
Caldwell,Governor,,L,T. Lee Horne III,8
Caldwell,Governor,,R,"""Bobby"" Jindal",2091
Caldwell,Governor,,D,"M. V. ""Vinny"" Mendoza",6
Caldwell,Governor,,N,"Arthur D. ""Jim"" Nichols",2
Caldwell,Governor,,D,Hardy Parkerson,8
Caldwell,Governor,,D,Mary Volentine Smith,40
Cameron,Governor,,O,B. Alexandrenko,11
Cameron,Governor,,D,Walter J. Boasso,763
Cameron,Governor,,D,Foster Campbell,384
Cameron,Governor,,N,Sheldon Forest,15
Cameron,Governor,,O,"Anthony ""Tony G"" Gentile",18
Cameron,Governor,,N,John Georges,567
Cameron,Governor,,L,T. Lee Horne III,1
Cameron,Governor,,R,"""Bobby"" Jindal",1812
Cameron,Governor,,D,"M. V. ""Vinny"" Mendoza",10
Cameron,Governor,,N,"Arthur D. ""Jim"" Nichols",2
Cameron,Governor,,D,Hardy Parkerson,16
Cameron,Governor,,D,Mary Volentine Smith,23
Catahoula,Governor,,O,B. Alexandrenko,55
Catahoula,Governor,,D,Walter J. Boasso,876
Catahoula,Governor,,D,Foster Campbell,1062
Catahoula,Governor,,N,Sheldon Forest,17
Catahoula,Governor,,O,"Anthony ""Tony G"" Gentile",27
Catahoula,Governor,,N,John Georges,508
Catahoula,Governor,,L,T. Lee Horne III,8
Catahoula,Governor,,R,"""Bobby"" Jindal",1940
Catahoula,Governor,,D,"M. V. ""Vinny"" Mendoza",13
Catahoula,Governor,,N,"Arthur D. ""Jim"" Nichols",8
Catahoula,Governor,,D,Hardy Parkerson,14
Catahoula,Governor,,D,Mary Volentine Smith,36
Claiborne,Governor,,O,B. Alexandrenko,15
Claiborne,Governor,,D,Walter J. Boasso,722
Claiborne,Governor,,D,Foster Campbell,1394
Claiborne,Governor,,N,Sheldon Forest,18
Claiborne,Governor,,O,"Anthony ""Tony G"" Gentile",14
Claiborne,Governor,,N,John Georges,443
Claiborne,Governor,,L,T. Lee Horne III,9
Claiborne,Governor,,R,"""Bobby"" Jindal",2150
Claiborne,Governor,,D,"M. V. ""Vinny"" Mendoza",3
Claiborne,Governor,,N,"Arthur D. ""Jim"" Nichols",4
Claiborne,Governor,,D,Hardy Parkerson,3
Claiborne,Governor,,D,Mary Volentine Smith,24
Concordia,Governor,,O,B. Alexandrenko,66
Concordia,Governor,,D,Walter J. Boasso,1416
Concordia,Governor,,D,Foster Campbell,1692
Concordia,Governor,,N,Sheldon Forest,17
Concordia,Governor,,O,"Anthony ""Tony G"" Gentile",27
Concordia,Governor,,N,John Georges,708
Concordia,Governor,,L,T. Lee Horne III,18
Concordia,Governor,,R,"""Bobby"" Jindal",3454
Concordia,Governor,,D,"M. V. ""Vinny"" Mendoza",20
Concordia,Governor,,N,"Arthur D. ""Jim"" Nichols",11
Concordia,Governor,,D,Hardy Parkerson,27
Concordia,Governor,,D,Mary Volentine Smith,69
De Soto,Governor,,O,B. Alexandrenko,33
De Soto,Governor,,D,Walter J. Boasso,1574
De Soto,Governor,,D,Foster Campbell,2203
De Soto,Governor,,N,Sheldon Forest,13
De Soto,Governor,,O,"Anthony ""Tony G"" Gentile",35
De Soto,Governor,,N,John Georges,871
De Soto,Governor,,L,T. Lee Horne III,17
De Soto,Governor,,R,"""Bobby"" Jindal",4065
De Soto,Governor,,D,"M. V. ""Vinny"" Mendoza",10
De Soto,Governor,,N,"Arthur D. ""Jim"" Nichols",9
De Soto,Governor,,D,Hardy Parkerson,10
De Soto,Governor,,D,Mary Volentine Smith,41
East Baton Rouge,Governor,,O,B. Alexandrenko,327
East Baton Rouge,Governor,,D,Walter J. Boasso,21574
East Baton Rouge,Governor,,D,Foster Campbell,18979
East Baton Rouge,Governor,,N,Sheldon Forest,145
East Baton Rouge,Governor,,O,"Anthony ""Tony G"" Gentile",187
East Baton Rouge,Governor,,N,John Georges,15147
East Baton Rouge,Governor,,L,T. Lee Horne III,284
East Baton Rouge,Governor,,R,"""Bobby"" Jindal",67237
East Baton Rouge,Governor,,D,"M. V. ""Vinny"" Mendoza",118
East Baton Rouge,Governor,,N,"Arthur D. ""Jim"" Nichols",46
East Baton Rouge,Governor,,D,Hardy Parkerson,83
East Baton Rouge,Governor,,D,Mary Volentine Smith,420
East Carroll,Governor,,O,B. Alexandrenko,56
East Carroll,Governor,,D,Walter J. Boasso,761
East Carroll,Governor,,D,Foster Campbell,769
East Carroll,Governor,,N,Sheldon Forest,16
East Carroll,Governor,,O,"Anthony ""Tony G"" Gentile",19
East Carroll,Governor,,N,John Georges,306
East Carroll,Governor,,L,T. Lee Horne III,12
East Carroll,Governor,,R,"""Bobby"" Jindal",1039
East Carroll,Governor,,D,"M. V. ""Vinny"" Mendoza",22
East Carroll,Governor,,N,"Arthur D. ""Jim"" Nichols",4
East Carroll,Governor,,D,Hardy Parkerson,16
East Carroll,Governor,,D,Mary Volentine Smith,54
East Feliciana,Governor,,O,B. Alexandrenko,30
East Feliciana,Governor,,D,Walter J. Boasso,1288
East Feliciana,Governor,,D,Foster Campbell,2042
East Feliciana,Governor,,N,Sheldon Forest,24
East Feliciana,Governor,,O,"Anthony ""Tony G"" Gentile",25
East Feliciana,Governor,,N,John Georges,674
East Feliciana,Governor,,L,T. Lee Horne III,15
East Feliciana,Governor,,R,"""Bobby"" Jindal",3445
East Feliciana,Governor,,D,"M. V. ""Vinny"" Mendoza",11
East Feliciana,Governor,,N,"Arthur D. ""Jim"" Nichols",5
East Feliciana,Governor,,D,Hardy Parkerson,9
East Feliciana,Governor,,D,Mary Volentine Smith,30
Evangeline,Governor,,O,B. Alexandrenko,102
Evangeline,Governor,,D,Walter J. Boasso,3412
Evangeline,Governor,,D,Foster Campbell,1746
Evangeline,Governor,,N,Sheldon Forest,41
Evangeline,Governor,,O,"Anthony ""Tony G"" Gentile",65
Evangeline,Governor,,N,John Georges,1583
Evangeline,Governor,,L,T. Lee Horne III,29
Evangeline,Governor,,R,"""Bobby"" Jindal",4902
Evangeline,Governor,,D,"M. V. ""Vinny"" Mendoza",35
Evangeline,Governor,,N,"Arthur D. ""Jim"" Nichols",25
Evangeline,Governor,,D,Hardy Parkerson,33
Evangeline,Governor,,D,Mary Volentine Smith,89
Franklin,Governor,,O,B. Alexandrenko,63
Franklin,Governor,,D,Walter J. Boasso,1252
Franklin,Governor,,D,Foster Campbell,1312
Franklin,Governor,,N,Sheldon Forest,11
Franklin,Governor,,O,"Anthony ""Tony G"" Gentile",22
Franklin,Governor,,N,John Georges,988
Franklin,Governor,,L,T. Lee Horne III,12
Franklin,Governor,,R,"""Bobby"" Jindal",3809
Franklin,Governor,,D,"M. V. ""Vinny"" Mendoza",3
Franklin,Governor,,N,"Arthur D. ""Jim"" Nichols",11
Franklin,Governor,,D,Hardy Parkerson,13
Franklin,Governor,,D,Mary Volentine Smith,91
Grant,Governor,,O,B. Alexandrenko,36
Grant,Governor,,D,Walter J. Boasso,1129
Grant,Governor,,D,Foster Campbell,888
Grant,Governor,,N,Sheldon Forest,31
Grant,Governor,,O,"Anthony ""Tony G"" Gentile",17
Grant,Governor,,N,John Georges,809
Grant,Governor,,L,T. Lee Horne III,30
Grant,Governor,,R,"""Bobby"" Jindal",3656
Grant,Governor,,D,"M. V. ""Vinny"" Mendoza",11
Grant,Governor,,N,"Arthur D. ""Jim"" Nichols",8
Grant,Governor,,D,Hardy Parkerson,14
Grant,Governor,,D,Mary Volentine Smith,44
Iberia,Governor,,O,B. Alexandrenko,112
Iberia,Governor,,D,Walter J. Boasso,4242
Iberia,Governor,,D,Foster Campbell,2235
Iberia,Governor,,N,Sheldon Forest,49
Iberia,Governor,,O,"Anthony ""Tony G"" Gentile",68
Iberia,Governor,,N,John Georges,3158
Iberia,Governor,,L,T. Lee Horne III,58
Iberia,Governor,,R,"""Bobby"" Jindal",12716
Iberia,Governor,,D,"M. V. ""Vinny"" Mendoza",48
Iberia,Governor,,N,"Arthur D. ""Jim"" Nichols",21
Iberia,Governor,,D,Hardy Parkerson,42
Iberia,Governor,,D,Mary Volentine Smith,129
Iberville,Governor,,O,B. Alexandrenko,173
Iberville,Governor,,D,Walter J. Boasso,3390
Iberville,Governor,,D,Foster Campbell,2473
Iberville,Governor,,N,Sheldon Forest,47
Iberville,Governor,,O,"Anthony ""Tony G"" Gentile",81
Iberville,Governor,,N,John Georges,1556
Iberville,Governor,,L,T. Lee Horne III,38
Iberville,Governor,,R,"""Bobby"" Jindal",5406
Iberville,Governor,,D,"M. V. ""Vinny"" Mendoza",47
Iberville,Governor,,N,"Arthur D. ""Jim"" Nichols",19
Iberville,Governor,,D,Hardy Parkerson,28
Iberville,Governor,,D,Mary Volentine Smith,114
Jackson,Governor,,O,B. Alexandrenko,19
Jackson,Governor,,D,Walter J. Boasso,859
Jackson,Governor,,D,Foster Campbell,968
Jackson,Governor,,N,Sheldon Forest,14
Jackson,Governor,,O,"Anthony ""Tony G"" Gentile",16
Jackson,Governor,,N,John Georges,629
Jackson,Governor,,L,T. Lee Horne III,10
Jackson,Governor,,R,"""Bobby"" Jindal",2716
Jackson,Governor,,D,"M. V. ""Vinny"" Mendoza",8
Jackson,Governor,,N,"Arthur D. ""Jim"" Nichols",3
Jackson,Governor,,D,Hardy Parkerson,6
Jackson,Governor,,D,Mary Volentine Smith,16
Jefferson,Governor,,O,B. Alexandrenko,263
Jefferson,Governor,,D,Walter J. Boasso,12438
Jefferson,Governor,,D,Foster Campbell,4489
Jefferson,Governor,,N,Sheldon Forest,86
Jefferson,Governor,,O,"Anthony ""Tony G"" Gentile",157
Jefferson,Governor,,N,John Georges,21401
Jefferson,Governor,,L,T. Lee Horne III,183
Jefferson,Governor,,R,"""Bobby"" Jindal",76591
Jefferson,Governor,,D,"M. V. ""Vinny"" Mendoza",175
Jefferson,Governor,,N,"Arthur D. ""Jim"" Nichols",42
Jefferson,Governor,,D,Hardy Parkerson,65
Jefferson,Governor,,D,Mary Volentine Smith,264
Jefferson Davis,Governor,,O,B. Alexandrenko,44
Jefferson Davis,Governor,,D,Walter J. Boasso,1983
Jefferson Davis,Governor,,D,Foster Campbell,951
Jefferson Davis,Governor,,N,Sheldon Forest,31
Jefferson Davis,Governor,,O,"Anthony ""Tony G"" Gentile",30
Jefferson Davis,Governor,,N,John Georges,1646
Jefferson Davis,Governor,,L,T. Lee Horne III,13
Jefferson Davis,Governor,,R,"""Bobby"" Jindal",5262
Jefferson Davis,Governor,,D,"M. V. ""Vinny"" Mendoza",27
Jefferson Davis,Governor,,N,"Arthur D. ""Jim"" Nichols",11
Jefferson Davis,Governor,,D,Hardy Parkerson,21
Jefferson Davis,Governor,,D,Mary Volentine Smith,57
Lafayette,Governor,,O,B. Alexandrenko,132
Lafayette,Governor,,D,Walter J. Boasso,8020
Lafayette,Governor,,D,Foster Campbell,6567
Lafayette,Governor,,N,Sheldon Forest,132
Lafayette,Governor,,O,"Anthony ""Tony G"" Gentile",97
Lafayette,Governor,,N,John Georges,8161
Lafayette,Governor,,L,T. Lee Horne III,123
Lafayette,Governor,,R,"""Bobby"" Jindal",33721
Lafayette,Governor,,D,"M. V. ""Vinny"" Mendoza",54
Lafayette,Governor,,N,"Arthur D. ""Jim"" Nichols",38
Lafayette,Governor,,D,Hardy Parkerson,65
Lafayette,Governor,,D,Mary Volentine Smith,182
Lafourche,Governor,,O,B. Alexandrenko,105
Lafourche,Governor,,D,Walter J. Boasso,4196
Lafourche,Governor,,D,Foster Campbell,2066
Lafourche,Governor,,N,Sheldon Forest,40
Lafourche,Governor,,O,"Anthony ""Tony G"" Gentile",81
Lafourche,Governor,,N,John Georges,4990
Lafourche,Governor,,L,T. Lee Horne III,53
Lafourche,Governor,,R,"""Bobby"" Jindal",15726
Lafourche,Governor,,D,"M. V. ""Vinny"" Mendoza",60
Lafourche,Governor,,N,"Arthur D. ""Jim"" Nichols",16
Lafourche,Governor,,D,Hardy Parkerson,29
Lafourche,Governor,,D,Mary Volentine Smith,173
Lasalle,Governor,,O,B. Alexandrenko,33
Lasalle,Governor,,D,Walter J. Boasso,833
Lasalle,Governor,,D,Foster Campbell,803
Lasalle,Governor,,N,Sheldon Forest,22
Lasalle,Governor,,O,"Anthony ""Tony G"" Gentile",23
Lasalle,Governor,,N,John Georges,751
Lasalle,Governor,,L,T. Lee Horne III,7
Lasalle,Governor,,R,"""Bobby"" Jindal",3125
Lasalle,Governor,,D,"M. V. ""Vinny"" Mendoza",12
Lasalle,Governor,,N,"Arthur D. ""Jim"" Nichols",7
Lasalle,Governor,,D,Hardy Parkerson,9
Lasalle,Governor,,D,Mary Volentine Smith,40
Lincoln,Governor,,O,B. Alexandrenko,39
Lincoln,Governor,,D,Walter J. Boasso,1889
Lincoln,Governor,,D,Foster Campbell,1647
Lincoln,Governor,,N,Sheldon Forest,12
Lincoln,Governor,,O,"Anthony ""Tony G"" Gentile",27
Lincoln,Governor,,N,John Georges,1208
Lincoln,Governor,,L,T. Lee Horne III,18
Lincoln,Governor,,R,"""Bobby"" Jindal",5531
Lincoln,Governor,,D,"M. V. ""Vinny"" Mendoza",9
Lincoln,Governor,,N,"Arthur D. ""Jim"" Nichols",6
Lincoln,Governor,,D,Hardy Parkerson,8
Lincoln,Governor,,D,Mary Volentine Smith,54
Livingston,Governor,,O,B. Alexandrenko,56
Livingston,Governor,,D,Walter J. Boasso,3671
Livingston,Governor,,D,Foster Campbell,4119
Livingston,Governor,,N,Sheldon Forest,33
Livingston,Governor,,O,"Anthony ""Tony G"" Gentile",80
Livingston,Governor,,N,John Georges,2901
Livingston,Governor,,L,T. Lee Horne III,55
Livingston,Governor,,R,"""Bobby"" Jindal",22091
Livingston,Governor,,D,"M. V. ""Vinny"" Mendoza",28
Livingston,Governor,,N,"Arthur D. ""Jim"" Nichols",15
Livingston,Governor,,D,Hardy Parkerson,13
Livingston,Governor,,D,Mary Volentine Smith,55
Madison,Governor,,O,B. Alexandrenko,48
Madison,Governor,,D,Walter J. Boasso,1000
Madison,Governor,,D,Foster Campbell,723
Madison,Governor,,N,Sheldon Forest,22
Madison,Governor,,O,"Anthony ""Tony G"" Gentile",29
Madison,Governor,,N,John Georges,437
Madison,Governor,,L,T. Lee Horne III,18
Madison,Governor,,R,"""Bobby"" Jindal",1392
Madison,Governor,,D,"M. V. ""Vinny"" Mendoza",14
Madison,Governor,,N,"Arthur D. ""Jim"" Nichols",12
Madison,Governor,,D,Hardy Parkerson,27
Madison,Governor,,D,Mary Volentine Smith,78
Morehouse,Governor,,O,B. Alexandrenko,52
Morehouse,Governor,,D,Walter J. Boasso,1968
Morehouse,Governor,,D,Foster Campbell,1216
Morehouse,Governor,,N,Sheldon Forest,16
Morehouse,Governor,,O,"Anthony ""Tony G"" Gentile",20
Morehouse,Governor,,N,John Georges,814
Morehouse,Governor,,L,T. Lee Horne III,16
Morehouse,Governor,,R,"""Bobby"" Jindal",4294
Morehouse,Governor,,D,"M. V. ""Vinny"" Mendoza",10
Morehouse,Governor,,N,"Arthur D. ""Jim"" Nichols",14
Morehouse,Governor,,D,Hardy Parkerson,18
Morehouse,Governor,,D,Mary Volentine Smith,39
Natchitoches,Governor,,O,B. Alexandrenko,74
Natchitoches,Governor,,D,Walter J. Boasso,2491
Natchitoches,Governor,,D,Foster Campbell,3058
Natchitoches,Governor,,N,Sheldon Forest,38
Natchitoches,Governor,,O,"Anthony ""Tony G"" Gentile",61
Natchitoches,Governor,,N,John Georges,1102
Natchitoches,Governor,,L,T. Lee Horne III,31
Natchitoches,Governor,,R,"""Bobby"" Jindal",6209
Natchitoches,Governor,,D,"M. V. ""Vinny"" Mendoza",24
Natchitoches,Governor,,N,"Arthur D. ""Jim"" Nichols",13
Natchitoches,Governor,,D,Hardy Parkerson,16
Natchitoches,Governor,,D,Mary Volentine Smith,92
Orleans,Governor,,O,B. Alexandrenko,193
Orleans,Governor,,D,Walter J. Boasso,15359
Orleans,Governor,,D,Foster Campbell,5739
Orleans,Governor,,N,Sheldon Forest,88
Orleans,Governor,,O,"Anthony ""Tony G"" Gentile",118
Orleans,Governor,,N,John Georges,27370
Orleans,Governor,,L,T. Lee Horne III,168
Orleans,Governor,,R,"""Bobby"" Jindal",26278
Orleans,Governor,,D,"M. V. ""Vinny"" Mendoza",149
Orleans,Governor,,N,"Arthur D. ""Jim"" Nichols",45
Orleans,Governor,,D,Hardy Parkerson,71
Orleans,Governor,,D,Mary Volentine Smith,304
Ouachita,Governor,,O,B. Alexandrenko,188
Ouachita,Governor,,D,Walter J. Boasso,6983
Ouachita,Governor,,D,Foster Campbell,6226
Ouachita,Governor,,N,Sheldon Forest,57
Ouachita,Governor,,O,"Anthony ""Tony G"" Gentile",96
Ouachita,Governor,,N,John Georges,4908
Ouachita,Governor,,L,T. Lee Horne III,71
Ouachita,Governor,,R,"""Bobby"" Jindal",24554
Ouachita,Governor,,D,"M. V. ""Vinny"" Mendoza",28
Ouachita,Governor,,N,"Arthur D. ""Jim"" Nichols",29
Ouachita,Governor,,D,Hardy Parkerson,54
Ouachita,Governor,,D,Mary Volentine Smith,128
Plaquemines,Governor,,O,B. Alexandrenko,34
Plaquemines,Governor,,D,Walter J. Boasso,1527
Plaquemines,Governor,,D,Foster Campbell,338
Plaquemines,Governor,,N,Sheldon Forest,22
Plaquemines,Governor,,O,"Anthony ""Tony G"" Gentile",18
Plaquemines,Governor,,N,John Georges,1023
Plaquemines,Governor,,L,T. Lee Horne III,10
Plaquemines,Governor,,R,"""Bobby"" Jindal",4831
Plaquemines,Governor,,D,"M. V. ""Vinny"" Mendoza",14
Plaquemines,Governor,,N,"Arthur D. ""Jim"" Nichols",6
Plaquemines,Governor,,D,Hardy Parkerson,6
Plaquemines,Governor,,D,Mary Volentine Smith,29
Pointe Coupee,Governor,,O,B. Alexandrenko,70
Pointe Coupee,Governor,,D,Walter J. Boasso,2687
Pointe Coupee,Governor,,D,Foster Campbell,1929
Pointe Coupee,Governor,,N,Sheldon Forest,20
Pointe Coupee,Governor,,O,"Anthony ""Tony G"" Gentile",41
Pointe Coupee,Governor,,N,John Georges,1274
Pointe Coupee,Governor,,L,T. Lee Horne III,24
Pointe Coupee,Governor,,R,"""Bobby"" Jindal",4657
Pointe Coupee,Governor,,D,"M. V. ""Vinny"" Mendoza",31
Pointe Coupee,Governor,,N,"Arthur D. ""Jim"" Nichols",10
Pointe Coupee,Governor,,D,Hardy Parkerson,20
Pointe Coupee,Governor,,D,Mary Volentine Smith,70
Rapides,Governor,,O,B. Alexandrenko,170
Rapides,Governor,,D,Walter J. Boasso,7805
Rapides,Governor,,D,Foster Campbell,4139
Rapides,Governor,,N,Sheldon Forest,92
Rapides,Governor,,O,"Anthony ""Tony G"" Gentile",101
Rapides,Governor,,N,John Georges,5431
Rapides,Governor,,L,T. Lee Horne III,79
Rapides,Governor,,R,"""Bobby"" Jindal",21253
Rapides,Governor,,D,"M. V. ""Vinny"" Mendoza",46
Rapides,Governor,,N,"Arthur D. ""Jim"" Nichols",22
Rapides,Governor,,D,Hardy Parkerson,39
Rapides,Governor,,D,Mary Volentine Smith,171
Red River,Governor,,O,B. Alexandrenko,20
Red River,Governor,,D,Walter J. Boasso,574
Red River,Governor,,D,Foster Campbell,1594
Red River,Governor,,N,Sheldon Forest,7
Red River,Governor,,O,"Anthony ""Tony G"" Gentile",16
Red River,Governor,,N,John Georges,249
Red River,Governor,,L,T. Lee Horne III,8
Red River,Governor,,R,"""Bobby"" Jindal",1192
Red River,Governor,,D,"M. V. ""Vinny"" Mendoza",6
Red River,Governor,,N,"Arthur D. ""Jim"" Nichols",3
Red River,Governor,,D,Hardy Parkerson,8
Red River,Governor,,D,Mary Volentine Smith,29
Richland,Governor,,O,B. Alexandrenko,51
Richland,Governor,,D,Walter J. Boasso,1218
Richland,Governor,,D,Foster Campbell,1247
Richland,Governor,,N,Sheldon Forest,16
Richland,Governor,,O,"Anthony ""Tony G"" Gentile",18
Richland,Governor,,N,John Georges,703
Richland,Governor,,L,T. Lee Horne III,12
Richland,Governor,,R,"""Bobby"" Jindal",3876
Richland,Governor,,D,"M. V. ""Vinny"" Mendoza",6
Richland,Governor,,N,"Arthur D. ""Jim"" Nichols",3
Richland,Governor,,D,Hardy Parkerson,10
Richland,Governor,,D,Mary Volentine Smith,37
Sabine,Governor,,O,B. Alexandrenko,33
Sabine,Governor,,D,Walter J. Boasso,1523
Sabine,Governor,,D,Foster Campbell,1304
Sabine,Governor,,N,Sheldon Forest,20
Sabine,Governor,,O,"Anthony ""Tony G"" Gentile",28
Sabine,Governor,,N,John Georges,797
Sabine,Governor,,L,T. Lee Horne III,14
Sabine,Governor,,R,"""Bobby"" Jindal",3990
Sabine,Governor,,D,"M. V. ""Vinny"" Mendoza",12
Sabine,Governor,,N,"Arthur D. ""Jim"" Nichols",9
Sabine,Governor,,D,Hardy Parkerson,16
Sabine,Governor,,D,Mary Volentine Smith,30
St. Bernard,Governor,,O,B. Alexandrenko,24
St. Bernard,Governor,,D,Walter J. Boasso,5449
St. Bernard,Governor,,D,Foster Campbell,404
St. Bernard,Governor,,N,Sheldon Forest,13
St. Bernard,Governor,,O,"Anthony ""Tony G"" Gentile",28
