parish,office,district,party,candidate,votes
Orleans,State Senate,1,R,Walter J. Boasso,76
Orleans,State Senate,1,D,Wayne J. Landry,28
Orleans,State Senate,1,R,Wayne Mumphrey,41
Plaquemines,State Senate,1,R,Walter J. Boasso,1779
Plaquemines,State Senate,1,D,Wayne J. Landry,2854
Plaquemines,State Senate,1,R,Wayne Mumphrey,1047
St. Bernard,State Senate,1,R,Walter J. Boasso,14052
St. Bernard,State Senate,1,D,Wayne J. Landry,6729
St. Bernard,State Senate,1,R,Wayne Mumphrey,4547
St. Tammany,State Senate,1,R,Walter J. Boasso,3935
St. Tammany,State Senate,1,D,Wayne J. Landry,2677
St. Tammany,State Senate,1,R,Wayne Mumphrey,2903
Orleans,State Senate,2,D,Ray C. Crawford,1574
Orleans,State Senate,2,D,Ann Duplessis,9121
Orleans,State Senate,2,D,Glenda Jones Harris,2211
Orleans,State Senate,2,D,Jon D. Johnson,12175
Jefferson,State Senate,3,D,"Lambert C. Boissiere, Jr.",4074
Jefferson,State Senate,3,D,"Patricia M. ""Pat"" Harris",2129
Jefferson,State Senate,3,O,Jason Neville,311
Orleans,State Senate,3,D,"Lambert C. Boissiere, Jr.",14021
Orleans,State Senate,3,D,"Patricia M. ""Pat"" Harris",3514
Orleans,State Senate,3,O,Jason Neville,1217
Orleans,State Senate,4,D,Paulette R. Irons,17970
Orleans,State Senate,4,O,"Gregory W. ""Greg"" Kahn",1366
Orleans,State Senate,4,D,Jim McKay,7280
Orleans,State Senate,5,D,Diana E. Bajoie,16551
Orleans,State Senate,5,R,"Edward J. ""Eddie"" Rantz",3591
Jefferson,State Senate,8,R,Robert Evans,12811
Jefferson,State Senate,8,D,J. Chris Ullo,15986
Jefferson,State Senate,9,R,"""Ken"" Hollis",19570
Jefferson,State Senate,9,R,"""Polly"" Thomas",12504
Jefferson,State Senate,10,R,"Arthur ""Art"" Lentini",21018
Jefferson,State Senate,10,R,Stephen Rue,8474
St. Tammany,State Senate,11,R,Bruce Authement,9820
St. Tammany,State Senate,11,R,"""Tom"" Schedler",19520
Tangipahoa,State Senate,11,R,Bruce Authement,2100
Tangipahoa,State Senate,11,R,"""Tom"" Schedler",2846
St. Helena,State Senate,12,D,Dennis Davis,200
St. Helena,State Senate,12,D,Ivory Dyson,455
St. Helena,State Senate,12,R,David P. Lindsey,293
St. Helena,State Senate,12,D,Stanley Middleton,98
St. Helena,State Senate,12,D,Ben Nevers,466
St. Helena,State Senate,12,D,Weldon Russell,788
St. Helena,State Senate,12,R,Richard Tanner,318
St. Tammany,State Senate,12,D,Dennis Davis,873
St. Tammany,State Senate,12,D,Ivory Dyson,318
St. Tammany,State Senate,12,R,David P. Lindsey,986
St. Tammany,State Senate,12,D,Stanley Middleton,221
St. Tammany,State Senate,12,D,Ben Nevers,3012
St. Tammany,State Senate,12,D,Weldon Russell,380
St. Tammany,State Senate,12,R,Richard Tanner,4883
Tangipahoa,State Senate,12,D,Dennis Davis,397
Tangipahoa,State Senate,12,D,Ivory Dyson,1632
Tangipahoa,State Senate,12,R,David P. Lindsey,564
Tangipahoa,State Senate,12,D,Stanley Middleton,251
Tangipahoa,State Senate,12,D,Ben Nevers,3557
Tangipahoa,State Senate,12,D,Weldon Russell,3898
Tangipahoa,State Senate,12,R,Richard Tanner,2436
Washington,State Senate,12,D,Dennis Davis,591
Washington,State Senate,12,D,Ivory Dyson,783
Washington,State Senate,12,R,David P. Lindsey,652
Washington,State Senate,12,D,Stanley Middleton,339
Washington,State Senate,12,D,Ben Nevers,10223
Washington,State Senate,12,D,Weldon Russell,625
Washington,State Senate,12,R,Richard Tanner,1017
East Baton Rouge,State Senate,14,D,Cleo Fields,13467
East Baton Rouge,State Senate,14,D,Byron Nigel Sharper,3700
East Baton Rouge,State Senate,14,D,Patricia Haynes Smith,8044
East Baton Rouge,State Senate,15,D,"Melvin L. ""Kip"" Holden",24442
East Baton Rouge,State Senate,15,R,"Arnold ""Pop"" Johnson",6416
East Baton Rouge,State Senate,16,R,Jay Dardenne,34679
East Baton Rouge,State Senate,16,R,Chris Warner,9758
East Baton Rouge,State Senate,17,R,John M. Evans,664
East Baton Rouge,State Senate,17,R,"""Tim"" Johnson",2480
East Baton Rouge,State Senate,17,D,"Robert ""Rob"" Marionneaux, Jr.",2371
East Feliciana,State Senate,17,R,John M. Evans,1017
East Feliciana,State Senate,17,R,"""Tim"" Johnson",1583
East Feliciana,State Senate,17,D,"Robert ""Rob"" Marionneaux, Jr.",4317
Iberville,State Senate,17,R,John M. Evans,1305
Iberville,State Senate,17,R,"""Tim"" Johnson",3623
Iberville,State Senate,17,D,"Robert ""Rob"" Marionneaux, Jr.",8028
