county,office,district,party,candidate,votes
Bienville,State House,13,D,Todd Culpepper,378
Bienville,State House,13,D,"James R. ""Jim"" Fannin",275
Bienville,State House,13,D,Loyd I. Sowers,35
Bienville,State House,13,D,Leslie Thompson,375
Bienville,State House,13,R,Ben Young,226
Jackson,State House,13,D,Todd Culpepper,1353
Jackson,State House,13,D,"James R. ""Jim"" Fannin",1148
Jackson,State House,13,D,Loyd I. Sowers,261
Jackson,State House,13,D,Leslie Thompson,878
Jackson,State House,13,R,Ben Young,370
Lincoln,State House,13,D,Todd Culpepper,10
Lincoln,State House,13,D,"James R. ""Jim"" Fannin",19
Lincoln,State House,13,D,Loyd I. Sowers,4
Lincoln,State House,13,D,Leslie Thompson,8
Lincoln,State House,13,R,Ben Young,27
Ouachita,State House,13,D,Todd Culpepper,103
Ouachita,State House,13,D,"James R. ""Jim"" Fannin",60
Ouachita,State House,13,D,Loyd I. Sowers,5
Ouachita,State House,13,D,Leslie Thompson,14
Ouachita,State House,13,R,Ben Young,70
Winn,State House,13,D,Todd Culpepper,204
Winn,State House,13,D,"James R. ""Jim"" Fannin",590
Winn,State House,13,D,Loyd I. Sowers,58
Winn,State House,13,D,Leslie Thompson,157
Winn,State House,13,R,Ben Young,155
