parish,office,district,party,candidate,votes
West Carroll,Governor,,O,Eric Paul Orgeron,5
West Carroll,Governor,,D,S L Simpson,7
West Carroll,Governor,,R,David Vitter,673
West Feliciana,Governor,,R,Scott A. Angelle,713
West Feliciana,Governor,,N,Beryl Billiot,18
West Feliciana,Governor,,R,"""Jay"" Dardenne",1040
West Feliciana,Governor,,D,Cary Deaton,34
West Feliciana,Governor,,D,John Bel Edwards,1944
West Feliciana,Governor,,N,"Jeremy ""JW"" Odom",16
West Feliciana,Governor,,O,Eric Paul Orgeron,10
West Feliciana,Governor,,D,S L Simpson,25
West Feliciana,Governor,,R,David Vitter,497
Winn,Governor,,R,Scott A. Angelle,1046
Winn,Governor,,N,Beryl Billiot,36
Winn,Governor,,R,"""Jay"" Dardenne",623
Winn,Governor,,D,Cary Deaton,53
Winn,Governor,,D,John Bel Edwards,1292
Winn,Governor,,N,"Jeremy ""JW"" Odom",27
Winn,Governor,,O,Eric Paul Orgeron,5
Winn,Governor,,D,S L Simpson,19
Winn,Governor,,R,David Vitter,1098
Acadia,Lieutenant Governor,,R,Elbert Lee Guillory,2247
Acadia,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",2855
Acadia,Lieutenant Governor,,R,"""Billy"" Nungesser",6620
Acadia,Lieutenant Governor,,R,John Young,5187
Allen,Lieutenant Governor,,R,Elbert Lee Guillory,571
Allen,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",1379
Allen,Lieutenant Governor,,R,"""Billy"" Nungesser",1712
Allen,Lieutenant Governor,,R,John Young,1943
Ascension,Lieutenant Governor,,R,Elbert Lee Guillory,1740
Ascension,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",11157
Ascension,Lieutenant Governor,,R,"""Billy"" Nungesser",8683
Ascension,Lieutenant Governor,,R,John Young,6288
Assumption,Lieutenant Governor,,R,Elbert Lee Guillory,348
Assumption,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",3618
Assumption,Lieutenant Governor,,R,"""Billy"" Nungesser",3034
Assumption,Lieutenant Governor,,R,John Young,1377
Avoyelles,Lieutenant Governor,,R,Elbert Lee Guillory,1122
Avoyelles,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",3616
Avoyelles,Lieutenant Governor,,R,"""Billy"" Nungesser",3652
Avoyelles,Lieutenant Governor,,R,John Young,3228
Beauregard,Lieutenant Governor,,R,Elbert Lee Guillory,1162
Beauregard,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",1408
Beauregard,Lieutenant Governor,,R,"""Billy"" Nungesser",2502
Beauregard,Lieutenant Governor,,R,John Young,3228
Bienville,Lieutenant Governor,,R,Elbert Lee Guillory,428
Bienville,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",2002
Bienville,Lieutenant Governor,,R,"""Billy"" Nungesser",887
Bienville,Lieutenant Governor,,R,John Young,1439
Bossier,Lieutenant Governor,,R,Elbert Lee Guillory,1913
Bossier,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",4041
Bossier,Lieutenant Governor,,R,"""Billy"" Nungesser",6616
Bossier,Lieutenant Governor,,R,John Young,7719
Caddo,Lieutenant Governor,,R,Elbert Lee Guillory,3725
Caddo,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",20378
Caddo,Lieutenant Governor,,R,"""Billy"" Nungesser",10824
Caddo,Lieutenant Governor,,R,John Young,15221
Calcasieu,Lieutenant Governor,,R,Elbert Lee Guillory,3344
Calcasieu,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",11820
Calcasieu,Lieutenant Governor,,R,"""Billy"" Nungesser",10820
Calcasieu,Lieutenant Governor,,R,John Young,12352
Caldwell,Lieutenant Governor,,R,Elbert Lee Guillory,635
Caldwell,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",648
Caldwell,Lieutenant Governor,,R,"""Billy"" Nungesser",1138
Caldwell,Lieutenant Governor,,R,John Young,1518
Cameron,Lieutenant Governor,,R,Elbert Lee Guillory,256
Cameron,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",341
Cameron,Lieutenant Governor,,R,"""Billy"" Nungesser",1093
Cameron,Lieutenant Governor,,R,John Young,971
Catahoula,Lieutenant Governor,,R,Elbert Lee Guillory,511
Catahoula,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",895
Catahoula,Lieutenant Governor,,R,"""Billy"" Nungesser",862
Catahoula,Lieutenant Governor,,R,John Young,1505
Claiborne,Lieutenant Governor,,R,Elbert Lee Guillory,389
Claiborne,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",1368
Claiborne,Lieutenant Governor,,R,"""Billy"" Nungesser",1152
Claiborne,Lieutenant Governor,,R,John Young,1212
Concordia,Lieutenant Governor,,R,Elbert Lee Guillory,511
Concordia,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",1631
Concordia,Lieutenant Governor,,R,"""Billy"" Nungesser",1135
Concordia,Lieutenant Governor,,R,John Young,1950
De Soto,Lieutenant Governor,,R,Elbert Lee Guillory,865
De Soto,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",2712
De Soto,Lieutenant Governor,,R,"""Billy"" Nungesser",2009
De Soto,Lieutenant Governor,,R,John Young,2552
East Baton Rouge,Lieutenant Governor,,R,Elbert Lee Guillory,6058
East Baton Rouge,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",61565
East Baton Rouge,Lieutenant Governor,,R,"""Billy"" Nungesser",19205
East Baton Rouge,Lieutenant Governor,,R,John Young,19978
East Carroll,Lieutenant Governor,,R,Elbert Lee Guillory,153
East Carroll,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",1001
East Carroll,Lieutenant Governor,,R,"""Billy"" Nungesser",528
East Carroll,Lieutenant Governor,,R,John Young,455
East Feliciana,Lieutenant Governor,,R,Elbert Lee Guillory,439
East Feliciana,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",3690
East Feliciana,Lieutenant Governor,,R,"""Billy"" Nungesser",1615
East Feliciana,Lieutenant Governor,,R,John Young,1402
Evangeline,Lieutenant Governor,,R,Elbert Lee Guillory,1442
Evangeline,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",2237
Evangeline,Lieutenant Governor,,R,"""Billy"" Nungesser",2180
Evangeline,Lieutenant Governor,,R,John Young,2592
Franklin,Lieutenant Governor,,R,Elbert Lee Guillory,481
Franklin,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",1181
Franklin,Lieutenant Governor,,R,"""Billy"" Nungesser",1894
Franklin,Lieutenant Governor,,R,John Young,1764
Grant,Lieutenant Governor,,R,Elbert Lee Guillory,772
Grant,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",868
Grant,Lieutenant Governor,,R,"""Billy"" Nungesser",2060
Grant,Lieutenant Governor,,R,John Young,2164
Iberia,Lieutenant Governor,,R,Elbert Lee Guillory,2001
Iberia,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",5668
Iberia,Lieutenant Governor,,R,"""Billy"" Nungesser",6387
Iberia,Lieutenant Governor,,R,John Young,5703
Iberville,Lieutenant Governor,,R,Elbert Lee Guillory,591
Iberville,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",7247
Iberville,Lieutenant Governor,,R,"""Billy"" Nungesser",2452
Iberville,Lieutenant Governor,,R,John Young,1826
Jackson,Lieutenant Governor,,R,Elbert Lee Guillory,477
Jackson,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",1216
Jackson,Lieutenant Governor,,R,"""Billy"" Nungesser",1275
Jackson,Lieutenant Governor,,R,John Young,1874
Jefferson,Lieutenant Governor,,R,Elbert Lee Guillory,2748
Jefferson,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",18825
Jefferson,Lieutenant Governor,,R,"""Billy"" Nungesser",27299
Jefferson,Lieutenant Governor,,R,John Young,41481
Jefferson Davis,Lieutenant Governor,,R,Elbert Lee Guillory,711
Jefferson Davis,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",1601
Jefferson Davis,Lieutenant Governor,,R,"""Billy"" Nungesser",2498
Jefferson Davis,Lieutenant Governor,,R,John Young,2815
Lafayette,Lieutenant Governor,,R,Elbert Lee Guillory,8792
Lafayette,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",14180
Lafayette,Lieutenant Governor,,R,"""Billy"" Nungesser",19846
Lafayette,Lieutenant Governor,,R,John Young,14346
Lafourche,Lieutenant Governor,,R,Elbert Lee Guillory,1253
Lafourche,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",3910
Lafourche,Lieutenant Governor,,R,"""Billy"" Nungesser",10740
Lafourche,Lieutenant Governor,,R,John Young,6523
Lasalle,Lieutenant Governor,,R,Elbert Lee Guillory,627
Lasalle,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",467
Lasalle,Lieutenant Governor,,R,"""Billy"" Nungesser",1420
Lasalle,Lieutenant Governor,,R,John Young,1702
Lincoln,Lieutenant Governor,,R,Elbert Lee Guillory,641
Lincoln,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",2825
Lincoln,Lieutenant Governor,,R,"""Billy"" Nungesser",2394
Lincoln,Lieutenant Governor,,R,John Young,2986
Livingston,Lieutenant Governor,,R,Elbert Lee Guillory,2321
Livingston,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",6738
Livingston,Lieutenant Governor,,R,"""Billy"" Nungesser",10766
Livingston,Lieutenant Governor,,R,John Young,8795
Madison,Lieutenant Governor,,R,Elbert Lee Guillory,237
Madison,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",1418
Madison,Lieutenant Governor,,R,"""Billy"" Nungesser",656
Madison,Lieutenant Governor,,R,John Young,687
Morehouse,Lieutenant Governor,,R,Elbert Lee Guillory,412
Morehouse,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",2403
Morehouse,Lieutenant Governor,,R,"""Billy"" Nungesser",1489
Morehouse,Lieutenant Governor,,R,John Young,1744
Natchitoches,Lieutenant Governor,,R,Elbert Lee Guillory,844
Natchitoches,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",3875
Natchitoches,Lieutenant Governor,,R,"""Billy"" Nungesser",2128
Natchitoches,Lieutenant Governor,,R,John Young,2763
Orleans,Lieutenant Governor,,R,Elbert Lee Guillory,1895
Orleans,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",43378
Orleans,Lieutenant Governor,,R,"""Billy"" Nungesser",12474
Orleans,Lieutenant Governor,,R,John Young,17209
Ouachita,Lieutenant Governor,,R,Elbert Lee Guillory,2471
Ouachita,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",9793
Ouachita,Lieutenant Governor,,R,"""Billy"" Nungesser",8516
Ouachita,Lieutenant Governor,,R,John Young,10190
Plaquemines,Lieutenant Governor,,R,Elbert Lee Guillory,221
Plaquemines,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",1388
Plaquemines,Lieutenant Governor,,R,"""Billy"" Nungesser",4568
Plaquemines,Lieutenant Governor,,R,John Young,1788
Pointe Coupee,Lieutenant Governor,,R,Elbert Lee Guillory,452
Pointe Coupee,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",3815
Pointe Coupee,Lieutenant Governor,,R,"""Billy"" Nungesser",1579
Pointe Coupee,Lieutenant Governor,,R,John Young,1490
Rapides,Lieutenant Governor,,R,Elbert Lee Guillory,2609
Rapides,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",8261
Rapides,Lieutenant Governor,,R,"""Billy"" Nungesser",8154
Rapides,Lieutenant Governor,,R,John Young,8573
Red River,Lieutenant Governor,,R,Elbert Lee Guillory,328
Red River,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",1338
Red River,Lieutenant Governor,,R,"""Billy"" Nungesser",761
Red River,Lieutenant Governor,,R,John Young,1100
Richland,Lieutenant Governor,,R,Elbert Lee Guillory,760
Richland,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",1850
Richland,Lieutenant Governor,,R,"""Billy"" Nungesser",2030
Richland,Lieutenant Governor,,R,John Young,2219
Sabine,Lieutenant Governor,,R,Elbert Lee Guillory,742
Sabine,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",981
Sabine,Lieutenant Governor,,R,"""Billy"" Nungesser",1889
Sabine,Lieutenant Governor,,R,John Young,2311
St. Bernard,Lieutenant Governor,,R,Elbert Lee Guillory,448
St. Bernard,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",1774
St. Bernard,Lieutenant Governor,,R,"""Billy"" Nungesser",5754
St. Bernard,Lieutenant Governor,,R,John Young,2453
St. Charles,Lieutenant Governor,,R,Elbert Lee Guillory,696
St. Charles,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",3825
St. Charles,Lieutenant Governor,,R,"""Billy"" Nungesser",5777
St. Charles,Lieutenant Governor,,R,John Young,4531
St. Helena,Lieutenant Governor,,R,Elbert Lee Guillory,193
St. Helena,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",2848
St. Helena,Lieutenant Governor,,R,"""Billy"" Nungesser",937
St. Helena,Lieutenant Governor,,R,John Young,654
St. James,Lieutenant Governor,,R,Elbert Lee Guillory,254
St. James,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",4330
St. James,Lieutenant Governor,,R,"""Billy"" Nungesser",2969
St. James,Lieutenant Governor,,R,John Young,1208
St. John The Baptist,Lieutenant Governor,,R,Elbert Lee Guillory,563
St. John The Baptist,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",6811
St. John The Baptist,Lieutenant Governor,,R,"""Billy"" Nungesser",3694
St. John The Baptist,Lieutenant Governor,,R,John Young,2932
St. Landry,Lieutenant Governor,,R,Elbert Lee Guillory,6245
St. Landry,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",8254
St. Landry,Lieutenant Governor,,R,"""Billy"" Nungesser",3754
St. Landry,Lieutenant Governor,,R,John Young,3609
St. Martin,Lieutenant Governor,,R,Elbert Lee Guillory,2208
St. Martin,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",3932
St. Martin,Lieutenant Governor,,R,"""Billy"" Nungesser",5713
St. Martin,Lieutenant Governor,,R,John Young,4671
St. Mary,Lieutenant Governor,,R,Elbert Lee Guillory,916
St. Mary,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",4861
St. Mary,Lieutenant Governor,,R,"""Billy"" Nungesser",4147
St. Mary,Lieutenant Governor,,R,John Young,2919
St. Tammany,Lieutenant Governor,,R,Elbert Lee Guillory,4229
St. Tammany,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",9379
St. Tammany,Lieutenant Governor,,R,"""Billy"" Nungesser",26212
St. Tammany,Lieutenant Governor,,R,John Young,20709
Tangipahoa,Lieutenant Governor,,R,Elbert Lee Guillory,1515
Tangipahoa,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",9268
Tangipahoa,Lieutenant Governor,,R,"""Billy"" Nungesser",11545
Tangipahoa,Lieutenant Governor,,R,John Young,7783
Tensas,Lieutenant Governor,,R,Elbert Lee Guillory,208
Tensas,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",858
Tensas,Lieutenant Governor,,R,"""Billy"" Nungesser",538
Tensas,Lieutenant Governor,,R,John Young,516
Terrebonne,Lieutenant Governor,,R,Elbert Lee Guillory,1358
Terrebonne,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",4430
Terrebonne,Lieutenant Governor,,R,"""Billy"" Nungesser",10479
Terrebonne,Lieutenant Governor,,R,John Young,6409
Union,Lieutenant Governor,,R,Elbert Lee Guillory,534
Union,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",1138
Union,Lieutenant Governor,,R,"""Billy"" Nungesser",1757
Union,Lieutenant Governor,,R,John Young,2040
Vermilion,Lieutenant Governor,,R,Elbert Lee Guillory,1470
Vermilion,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",2280
Vermilion,Lieutenant Governor,,R,"""Billy"" Nungesser",6598
Vermilion,Lieutenant Governor,,R,John Young,4156
Vernon,Lieutenant Governor,,R,Elbert Lee Guillory,1602
Vernon,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",1652
Vernon,Lieutenant Governor,,R,"""Billy"" Nungesser",2892
Vernon,Lieutenant Governor,,R,John Young,4080
Washington,Lieutenant Governor,,R,Elbert Lee Guillory,716
Washington,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",3279
Washington,Lieutenant Governor,,R,"""Billy"" Nungesser",5276
Washington,Lieutenant Governor,,R,John Young,3178
Webster,Lieutenant Governor,,R,Elbert Lee Guillory,708
Webster,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",2980
Webster,Lieutenant Governor,,R,"""Billy"" Nungesser",2233
Webster,Lieutenant Governor,,R,John Young,2629
West Baton Rouge,Lieutenant Governor,,R,Elbert Lee Guillory,400
West Baton Rouge,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",4256
West Baton Rouge,Lieutenant Governor,,R,"""Billy"" Nungesser",1896
West Baton Rouge,Lieutenant Governor,,R,John Young,1407
West Carroll,Lieutenant Governor,,R,Elbert Lee Guillory,293
West Carroll,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",333
West Carroll,Lieutenant Governor,,R,"""Billy"" Nungesser",900
West Carroll,Lieutenant Governor,,R,John Young,996
West Feliciana,Lieutenant Governor,,R,Elbert Lee Guillory,263
West Feliciana,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",2070
West Feliciana,Lieutenant Governor,,R,"""Billy"" Nungesser",964
West Feliciana,Lieutenant Governor,,R,John Young,935
Winn,Lieutenant Governor,,R,Elbert Lee Guillory,456
Winn,Lieutenant Governor,,D,"Melvin L. ""Kip"" Holden",946
Winn,Lieutenant Governor,,R,"""Billy"" Nungesser",1272
Winn,Lieutenant Governor,,R,John Young,1379
Acadia,Secretary of State,,R,"""Tom"" Schedler",12258
Acadia,Secretary of State,,D,"""Chris"" Tyson",4067
Allen,Secretary of State,,R,"""Tom"" Schedler",3386
Allen,Secretary of State,,D,"""Chris"" Tyson",2009
Ascension,Secretary of State,,R,"""Tom"" Schedler",18225
Ascension,Secretary of State,,D,"""Chris"" Tyson",8728
Assumption,Secretary of State,,R,"""Tom"" Schedler",4577
Assumption,Secretary of State,,D,"""Chris"" Tyson",3281
Avoyelles,Secretary of State,,R,"""Tom"" Schedler",6525
Avoyelles,Secretary of State,,D,"""Chris"" Tyson",4597
Beauregard,Secretary of State,,R,"""Tom"" Schedler",6127
Beauregard,Secretary of State,,D,"""Chris"" Tyson",1972
Bienville,Secretary of State,,R,"""Tom"" Schedler",2476
Bienville,Secretary of State,,D,"""Chris"" Tyson",2172
Bossier,Secretary of State,,R,"""Tom"" Schedler",15025
Bossier,Secretary of State,,D,"""Chris"" Tyson",4807
Caddo,Secretary of State,,R,"""Tom"" Schedler",26658
Caddo,Secretary of State,,D,"""Chris"" Tyson",22399
Calcasieu,Secretary of State,,R,"""Tom"" Schedler",22957
Calcasieu,Secretary of State,,D,"""Chris"" Tyson",14615
Caldwell,Secretary of State,,R,"""Tom"" Schedler",2861
Caldwell,Secretary of State,,D,"""Chris"" Tyson",989
Cameron,Secretary of State,,R,"""Tom"" Schedler",1894
Cameron,Secretary of State,,D,"""Chris"" Tyson",705
Catahoula,Secretary of State,,R,"""Tom"" Schedler",2482
Catahoula,Secretary of State,,D,"""Chris"" Tyson",1142
Claiborne,Secretary of State,,R,"""Tom"" Schedler",2499
Claiborne,Secretary of State,,D,"""Chris"" Tyson",1512
Concordia,Secretary of State,,R,"""Tom"" Schedler",3193
Concordia,Secretary of State,,D,"""Chris"" Tyson",1869
De Soto,Secretary of State,,R,"""Tom"" Schedler",5023
De Soto,Secretary of State,,D,"""Chris"" Tyson",2779
East Baton Rouge,Secretary of State,,R,"""Tom"" Schedler",53661
East Baton Rouge,Secretary of State,,D,"""Chris"" Tyson",50300
East Carroll,Secretary of State,,R,"""Tom"" Schedler",887
East Carroll,Secretary of State,,D,"""Chris"" Tyson",1144
East Feliciana,Secretary of State,,R,"""Tom"" Schedler",3965
East Feliciana,Secretary of State,,D,"""Chris"" Tyson",2866
Evangeline,Secretary of State,,R,"""Tom"" Schedler",5262
Evangeline,Secretary of State,,D,"""Chris"" Tyson",2665
Franklin,Secretary of State,,R,"""Tom"" Schedler",3724
Franklin,Secretary of State,,D,"""Chris"" Tyson",1453
Grant,Secretary of State,,R,"""Tom"" Schedler",4335
Grant,Secretary of State,,D,"""Chris"" Tyson",1404
Iberia,Secretary of State,,R,"""Tom"" Schedler",12596
Iberia,Secretary of State,,D,"""Chris"" Tyson",6209
Iberville,Secretary of State,,R,"""Tom"" Schedler",5523
Iberville,Secretary of State,,D,"""Chris"" Tyson",5629
Jackson,Secretary of State,,R,"""Tom"" Schedler",3325
Jackson,Secretary of State,,D,"""Chris"" Tyson",1404
Jefferson,Secretary of State,,R,"""Tom"" Schedler",56916
Jefferson,Secretary of State,,D,"""Chris"" Tyson",28102
Jefferson Davis,Secretary of State,,R,"""Tom"" Schedler",5145
Jefferson Davis,Secretary of State,,D,"""Chris"" Tyson",2231
Lafayette,Secretary of State,,R,"""Tom"" Schedler",38931
Lafayette,Secretary of State,,D,"""Chris"" Tyson",16430
Lafourche,Secretary of State,,R,"""Tom"" Schedler",15369
Lafourche,Secretary of State,,D,"""Chris"" Tyson",5962
Lasalle,Secretary of State,,R,"""Tom"" Schedler",3325
Lasalle,Secretary of State,,D,"""Chris"" Tyson",829
Lincoln,Secretary of State,,R,"""Tom"" Schedler",5534
Lincoln,Secretary of State,,D,"""Chris"" Tyson",3111
Livingston,Secretary of State,,R,"""Tom"" Schedler",23256
Livingston,Secretary of State,,D,"""Chris"" Tyson",4535
Madison,Secretary of State,,R,"""Tom"" Schedler",1422
Madison,Secretary of State,,D,"""Chris"" Tyson",1438
Morehouse,Secretary of State,,R,"""Tom"" Schedler",3204
Morehouse,Secretary of State,,D,"""Chris"" Tyson",2529
Natchitoches,Secretary of State,,R,"""Tom"" Schedler",5293
Natchitoches,Secretary of State,,D,"""Chris"" Tyson",4058
Orleans,Secretary of State,,R,"""Tom"" Schedler",19810
Orleans,Secretary of State,,D,"""Chris"" Tyson",52209
Ouachita,Secretary of State,,R,"""Tom"" Schedler",19317
Ouachita,Secretary of State,,D,"""Chris"" Tyson",10754
Plaquemines,Secretary of State,,R,"""Tom"" Schedler",5086
Plaquemines,Secretary of State,,D,"""Chris"" Tyson",2301
Pointe Coupee,Secretary of State,,R,"""Tom"" Schedler",3886
Pointe Coupee,Secretary of State,,D,"""Chris"" Tyson",2907
Rapides,Secretary of State,,R,"""Tom"" Schedler",16578
Rapides,Secretary of State,,D,"""Chris"" Tyson",10390
Red River,Secretary of State,,R,"""Tom"" Schedler",1998
Red River,Secretary of State,,D,"""Chris"" Tyson",1432
Richland,Secretary of State,,R,"""Tom"" Schedler",4489
Richland,Secretary of State,,D,"""Chris"" Tyson",2119
Sabine,Secretary of State,,R,"""Tom"" Schedler",4364
Sabine,Secretary of State,,D,"""Chris"" Tyson",1348
St. Bernard,Secretary of State,,R,"""Tom"" Schedler",6548
St. Bernard,Secretary of State,,D,"""Chris"" Tyson",3286
St. Charles,Secretary of State,,R,"""Tom"" Schedler",9265
St. Charles,Secretary of State,,D,"""Chris"" Tyson",4934
St. Helena,Secretary of State,,R,"""Tom"" Schedler",1982
St. Helena,Secretary of State,,D,"""Chris"" Tyson",2338
St. James,Secretary of State,,R,"""Tom"" Schedler",3775
St. James,Secretary of State,,D,"""Chris"" Tyson",4447
St. John The Baptist,Secretary of State,,R,"""Tom"" Schedler",5720
St. John The Baptist,Secretary of State,,D,"""Chris"" Tyson",7567
St. Landry,Secretary of State,,R,"""Tom"" Schedler",10721
St. Landry,Secretary of State,,D,"""Chris"" Tyson",9790
St. Martin,Secretary of State,,R,"""Tom"" Schedler",10507
St. Martin,Secretary of State,,D,"""Chris"" Tyson",4981
St. Mary,Secretary of State,,R,"""Tom"" Schedler",7582
St. Mary,Secretary of State,,D,"""Chris"" Tyson",4648
St. Tammany,Secretary of State,,R,"""Tom"" Schedler",47157
St. Tammany,Secretary of State,,D,"""Chris"" Tyson",11862
Tangipahoa,Secretary of State,,R,"""Tom"" Schedler",19183
Tangipahoa,Secretary of State,,D,"""Chris"" Tyson",9493
Tensas,Secretary of State,,R,"""Tom"" Schedler",1124
Tensas,Secretary of State,,D,"""Chris"" Tyson",925
Terrebonne,Secretary of State,,R,"""Tom"" Schedler",16101
Terrebonne,Secretary of State,,D,"""Chris"" Tyson",5776
Union,Secretary of State,,R,"""Tom"" Schedler",4069
Union,Secretary of State,,D,"""Chris"" Tyson",1243
Vermilion,Secretary of State,,R,"""Tom"" Schedler",10193
Vermilion,Secretary of State,,D,"""Chris"" Tyson",3663
Vernon,Secretary of State,,R,"""Tom"" Schedler",7531
Vernon,Secretary of State,,D,"""Chris"" Tyson",2508
Washington,Secretary of State,,R,"""Tom"" Schedler",7763
Washington,Secretary of State,,D,"""Chris"" Tyson",4260
Webster,Secretary of State,,R,"""Tom"" Schedler",5065
Webster,Secretary of State,,D,"""Chris"" Tyson",3250
West Baton Rouge,Secretary of State,,R,"""Tom"" Schedler",4494
West Baton Rouge,Secretary of State,,D,"""Chris"" Tyson",3193
West Carroll,Secretary of State,,R,"""Tom"" Schedler",1936
West Carroll,Secretary of State,,D,"""Chris"" Tyson",519
West Feliciana,Secretary of State,,R,"""Tom"" Schedler",2574
West Feliciana,Secretary of State,,D,"""Chris"" Tyson",1425
Winn,Secretary of State,,R,"""Tom"" Schedler",2883
Winn,Secretary of State,,D,"""Chris"" Tyson",1077
Acadia,Attorney General,,D,"Geraldine ""Geri"" Broussard Baloney",1627
Acadia,Attorney General,,R,"James D. ""Buddy"" Caldwell",5670
Acadia,Attorney General,,D,"Isaac ""Ike"" Jackson",942
Acadia,Attorney General,,R,"""Jeff"" Landry",8183
Acadia,Attorney General,,R,"""Marty"" Maley",365
Allen,Attorney General,,D,"Geraldine ""Geri"" Broussard Baloney",727
Allen,Attorney General,,R,"James D. ""Buddy"" Caldwell",2328
Allen,Attorney General,,D,"Isaac ""Ike"" Jackson",519
Allen,Attorney General,,R,"""Jeff"" Landry",1832
Allen,Attorney General,,R,"""Marty"" Maley",145
Ascension,Attorney General,,D,"Geraldine ""Geri"" Broussard Baloney",3238
Ascension,Attorney General,,R,"James D. ""Buddy"" Caldwell",11567
Ascension,Attorney General,,D,"Isaac ""Ike"" Jackson",2732
Ascension,Attorney General,,R,"""Jeff"" Landry",7922
Ascension,Attorney General,,R,"""Marty"" Maley",1889
Assumption,Attorney General,,D,"Geraldine ""Geri"" Broussard Baloney",1444
Assumption,Attorney General,,R,"James D. ""Buddy"" Caldwell",2002
Assumption,Attorney General,,D,"Isaac ""Ike"" Jackson",1046
Assumption,Attorney General,,R,"""Jeff"" Landry",2898
Assumption,Attorney General,,R,"""Marty"" Maley",751
Avoyelles,Attorney General,,D,"Geraldine ""Geri"" Broussard Baloney",2115
Avoyelles,Attorney General,,R,"James D. ""Buddy"" Caldwell",4395
Avoyelles,Attorney General,,D,"Isaac ""Ike"" Jackson",1136
Avoyelles,Attorney General,,R,"""Jeff"" Landry",3382
Avoyelles,Attorney General,,R,"""Marty"" Maley",341
Beauregard,Attorney General,,D,"Geraldine ""Geri"" Broussard Baloney",765
Beauregard,Attorney General,,R,"James D. ""Buddy"" Caldwell",3367
Beauregard,Attorney General,,D,"Isaac ""Ike"" Jackson",529
Beauregard,Attorney General,,R,"""Jeff"" Landry",3317
Beauregard,Attorney General,,R,"""Marty"" Maley",247
