parish,office,district,party,candidate,votes
Acadia,President,,D,"Barack Obama, Joe Biden",6560
Acadia,President,,G,"Jill Stein, Cheri Honkala",101
Acadia,President,,L,"Gary Johnson, James P. Gray",144
Acadia,President,,R,"Mitt Romney, Paul Ryan",19931
Acadia,President,,O,"Virgil Goode, James Clymer",26
Acadia,President,,O,"Ross Anderson, Luis Rodriguez",23
Acadia,President,,O,"Jack Fellure, Toby Davis",8
Acadia,President,,O,"Peta Lindsay, Yari Osorio",9
Acadia,President,,O,"Jerry White, Phyllis Scherrer",7
Acadia,President,,O,"James Harris, Alyson Kennedy",2
Acadia,President,,O,"Sheila Tittle, Matthew Turner",24
Allen,President,,D,"Barack Obama, Joe Biden",2617
Allen,President,,G,"Jill Stein, Cheri Honkala",52
Allen,President,,L,"Gary Johnson, James P. Gray",73
Allen,President,,R,"Mitt Romney, Paul Ryan",6495
Allen,President,,O,"Virgil Goode, James Clymer",17
Allen,President,,O,"Ross Anderson, Luis Rodriguez",15
Allen,President,,O,"Jack Fellure, Toby Davis",3
Allen,President,,O,"Peta Lindsay, Yari Osorio",1
Allen,President,,O,"Jerry White, Phyllis Scherrer",5
Allen,President,,O,"James Harris, Alyson Kennedy",2
Allen,President,,O,"Sheila Tittle, Matthew Turner",27
Ascension,President,,D,"Barack Obama, Joe Biden",16349
Ascension,President,,G,"Jill Stein, Cheri Honkala",123
Ascension,President,,L,"Gary Johnson, James P. Gray",538
Ascension,President,,R,"Mitt Romney, Paul Ryan",33856
Ascension,President,,O,"Virgil Goode, James Clymer",53
Ascension,President,,O,"Ross Anderson, Luis Rodriguez",44
Ascension,President,,O,"Jack Fellure, Toby Davis",20
Ascension,President,,O,"Peta Lindsay, Yari Osorio",11
Ascension,President,,O,"Jerry White, Phyllis Scherrer",9
Ascension,President,,O,"James Harris, Alyson Kennedy",10
Ascension,President,,O,"Sheila Tittle, Matthew Turner",60
Assumption,President,,D,"Barack Obama, Joe Biden",4754
Assumption,President,,G,"Jill Stein, Cheri Honkala",34
Assumption,President,,L,"Gary Johnson, James P. Gray",70
Assumption,President,,R,"Mitt Romney, Paul Ryan",6083
Assumption,President,,O,"Virgil Goode, James Clymer",16
Assumption,President,,O,"Ross Anderson, Luis Rodriguez",5
Assumption,President,,O,"Jack Fellure, Toby Davis",1
Assumption,President,,O,"Peta Lindsay, Yari Osorio",5
Assumption,President,,O,"Jerry White, Phyllis Scherrer",6
Assumption,President,,O,"James Harris, Alyson Kennedy",2
Assumption,President,,O,"Sheila Tittle, Matthew Turner",16
Avoyelles,President,,D,"Barack Obama, Joe Biden",6077
Avoyelles,President,,G,"Jill Stein, Cheri Honkala",80
Avoyelles,President,,L,"Gary Johnson, James P. Gray",98
Avoyelles,President,,R,"Mitt Romney, Paul Ryan",10670
Avoyelles,President,,O,"Virgil Goode, James Clymer",22
Avoyelles,President,,O,"Ross Anderson, Luis Rodriguez",18
Avoyelles,President,,O,"Jack Fellure, Toby Davis",10
Avoyelles,President,,O,"Peta Lindsay, Yari Osorio",4
Avoyelles,President,,O,"Jerry White, Phyllis Scherrer",7
Avoyelles,President,,O,"James Harris, Alyson Kennedy",6
Avoyelles,President,,O,"Sheila Tittle, Matthew Turner",40
Beauregard,President,,D,"Barack Obama, Joe Biden",2828
Beauregard,President,,G,"Jill Stein, Cheri Honkala",53
Beauregard,President,,L,"Gary Johnson, James P. Gray",145
Beauregard,President,,R,"Mitt Romney, Paul Ryan",11112
Beauregard,President,,O,"Virgil Goode, James Clymer",27
Beauregard,President,,O,"Ross Anderson, Luis Rodriguez",17
Beauregard,President,,O,"Jack Fellure, Toby Davis",2
Beauregard,President,,O,"Peta Lindsay, Yari Osorio",2
Beauregard,President,,O,"Jerry White, Phyllis Scherrer",3
Beauregard,President,,O,"James Harris, Alyson Kennedy",7
Beauregard,President,,O,"Sheila Tittle, Matthew Turner",29
Bienville,President,,D,"Barack Obama, Joe Biden",3490
Bienville,President,,G,"Jill Stein, Cheri Honkala",21
Bienville,President,,L,"Gary Johnson, James P. Gray",25
Bienville,President,,R,"Mitt Romney, Paul Ryan",3641
Bienville,President,,O,"Virgil Goode, James Clymer",11
Bienville,President,,O,"Ross Anderson, Luis Rodriguez",3
Bienville,President,,O,"Jack Fellure, Toby Davis",1
Bienville,President,,O,"Peta Lindsay, Yari Osorio",4
Bienville,President,,O,"Jerry White, Phyllis Scherrer",0
Bienville,President,,O,"James Harris, Alyson Kennedy",1
Bienville,President,,O,"Sheila Tittle, Matthew Turner",6
Bossier,President,,D,"Barack Obama, Joe Biden",12956
Bossier,President,,G,"Jill Stein, Cheri Honkala",109
Bossier,President,,L,"Gary Johnson, James P. Gray",390
Bossier,President,,R,"Mitt Romney, Paul Ryan",34988
Bossier,President,,O,"Virgil Goode, James Clymer",55
Bossier,President,,O,"Ross Anderson, Luis Rodriguez",9
Bossier,President,,O,"Jack Fellure, Toby Davis",10
Bossier,President,,O,"Peta Lindsay, Yari Osorio",8
Bossier,President,,O,"Jerry White, Phyllis Scherrer",5
Bossier,President,,O,"James Harris, Alyson Kennedy",4
Bossier,President,,O,"Sheila Tittle, Matthew Turner",28
Caddo,President,,D,"Barack Obama, Joe Biden",58042
Caddo,President,,G,"Jill Stein, Cheri Honkala",258
Caddo,President,,L,"Gary Johnson, James P. Gray",763
Caddo,President,,R,"Mitt Romney, Paul Ryan",52459
Caddo,President,,O,"Virgil Goode, James Clymer",88
Caddo,President,,O,"Ross Anderson, Luis Rodriguez",41
Caddo,President,,O,"Jack Fellure, Toby Davis",13
Caddo,President,,O,"Peta Lindsay, Yari Osorio",14
Caddo,President,,O,"Jerry White, Phyllis Scherrer",14
Caddo,President,,O,"James Harris, Alyson Kennedy",23
Caddo,President,,O,"Sheila Tittle, Matthew Turner",50
Calcasieu,President,,D,"Barack Obama, Joe Biden",28359
Calcasieu,President,,G,"Jill Stein, Cheri Honkala",289
Calcasieu,President,,L,"Gary Johnson, James P. Gray",818
Calcasieu,President,,R,"Mitt Romney, Paul Ryan",51850
Calcasieu,President,,O,"Virgil Goode, James Clymer",161
Calcasieu,President,,O,"Ross Anderson, Luis Rodriguez",52
Calcasieu,President,,O,"Jack Fellure, Toby Davis",27
Calcasieu,President,,O,"Peta Lindsay, Yari Osorio",21
Calcasieu,President,,O,"Jerry White, Phyllis Scherrer",16
Calcasieu,President,,O,"James Harris, Alyson Kennedy",16
Calcasieu,President,,O,"Sheila Tittle, Matthew Turner",117
