parish,office,district,party,candidate,votes
Acadia,U.S. Senate,,D,Wayne Ables,217
Acadia,U.S. Senate,,R,"""Bill"" Cassidy",10196
Acadia,U.S. Senate,,R,Thomas Clements,214
Acadia,U.S. Senate,,D,Mary L. Landrieu,5720
Acadia,U.S. Senate,,R,"""Rob"" Maness",4569
Acadia,U.S. Senate,,L,Brannon Lee McMorris,201
Acadia,U.S. Senate,,D,Vallian Senegal,312
Acadia,U.S. Senate,,D,"William P. Waymire, Jr.",108
Allen,U.S. Senate,,D,Wayne Ables,92
Allen,U.S. Senate,,R,"""Bill"" Cassidy",3250
Allen,U.S. Senate,,R,Thomas Clements,120
Allen,U.S. Senate,,D,Mary L. Landrieu,2255
Allen,U.S. Senate,,R,"""Rob"" Maness",1446
Allen,U.S. Senate,,L,Brannon Lee McMorris,68
Allen,U.S. Senate,,D,Vallian Senegal,35
Allen,U.S. Senate,,D,"William P. Waymire, Jr.",66
Ascension,U.S. Senate,,D,Wayne Ables,262
Ascension,U.S. Senate,,R,"""Bill"" Cassidy",18453
Ascension,U.S. Senate,,R,Thomas Clements,437
Ascension,U.S. Senate,,D,Mary L. Landrieu,12704
Ascension,U.S. Senate,,R,"""Rob"" Maness",5882
Ascension,U.S. Senate,,L,Brannon Lee McMorris,510
Ascension,U.S. Senate,,D,Vallian Senegal,69
Ascension,U.S. Senate,,D,"William P. Waymire, Jr.",149
Assumption,U.S. Senate,,D,Wayne Ables,111
Assumption,U.S. Senate,,R,"""Bill"" Cassidy",2807
Assumption,U.S. Senate,,R,Thomas Clements,113
Assumption,U.S. Senate,,D,Mary L. Landrieu,3733
Assumption,U.S. Senate,,R,"""Rob"" Maness",1123
Assumption,U.S. Senate,,L,Brannon Lee McMorris,73
Assumption,U.S. Senate,,D,Vallian Senegal,30
Assumption,U.S. Senate,,D,"William P. Waymire, Jr.",48
Avoyelles,U.S. Senate,,D,Wayne Ables,234
Avoyelles,U.S. Senate,,R,"""Bill"" Cassidy",5879
Avoyelles,U.S. Senate,,R,Thomas Clements,197
Avoyelles,U.S. Senate,,D,Mary L. Landrieu,4988
Avoyelles,U.S. Senate,,R,"""Rob"" Maness",1474
Avoyelles,U.S. Senate,,L,Brannon Lee McMorris,146
Avoyelles,U.S. Senate,,D,Vallian Senegal,59
Avoyelles,U.S. Senate,,D,"William P. Waymire, Jr.",92
Beauregard,U.S. Senate,,D,Wayne Ables,75
Beauregard,U.S. Senate,,R,"""Bill"" Cassidy",5628
Beauregard,U.S. Senate,,R,Thomas Clements,184
Beauregard,U.S. Senate,,D,Mary L. Landrieu,2255
Beauregard,U.S. Senate,,R,"""Rob"" Maness",2019
Beauregard,U.S. Senate,,L,Brannon Lee McMorris,120
Beauregard,U.S. Senate,,D,Vallian Senegal,25
Beauregard,U.S. Senate,,D,"William P. Waymire, Jr.",35
Bienville,U.S. Senate,,D,Wayne Ables,88
Bienville,U.S. Senate,,R,"""Bill"" Cassidy",1988
Bienville,U.S. Senate,,R,Thomas Clements,77
Bienville,U.S. Senate,,D,Mary L. Landrieu,2620
Bienville,U.S. Senate,,R,"""Rob"" Maness",707
Bienville,U.S. Senate,,L,Brannon Lee McMorris,33
Bienville,U.S. Senate,,D,Vallian Senegal,15
Bienville,U.S. Senate,,D,"William P. Waymire, Jr.",13
Bossier,U.S. Senate,,D,Wayne Ables,189
Bossier,U.S. Senate,,R,"""Bill"" Cassidy",17515
Bossier,U.S. Senate,,R,Thomas Clements,450
Bossier,U.S. Senate,,D,Mary L. Landrieu,8803
Bossier,U.S. Senate,,R,"""Rob"" Maness",6195
Bossier,U.S. Senate,,L,Brannon Lee McMorris,313
Bossier,U.S. Senate,,D,Vallian Senegal,33
Bossier,U.S. Senate,,D,"William P. Waymire, Jr.",68
Caddo,U.S. Senate,,D,Wayne Ables,503
Caddo,U.S. Senate,,R,"""Bill"" Cassidy",26488
Caddo,U.S. Senate,,R,Thomas Clements,668
Caddo,U.S. Senate,,D,Mary L. Landrieu,39963
Caddo,U.S. Senate,,R,"""Rob"" Maness",8781
Caddo,U.S. Senate,,L,Brannon Lee McMorris,617
Caddo,U.S. Senate,,D,Vallian Senegal,146
Caddo,U.S. Senate,,D,"William P. Waymire, Jr.",310
Calcasieu,U.S. Senate,,D,Wayne Ables,511
Calcasieu,U.S. Senate,,R,"""Bill"" Cassidy",27910
Calcasieu,U.S. Senate,,R,Thomas Clements,664
Calcasieu,U.S. Senate,,D,Mary L. Landrieu,22290
Calcasieu,U.S. Senate,,R,"""Rob"" Maness",8621
Calcasieu,U.S. Senate,,L,Brannon Lee McMorris,628
Calcasieu,U.S. Senate,,D,Vallian Senegal,168
Calcasieu,U.S. Senate,,D,"William P. Waymire, Jr.",213
Caldwell,U.S. Senate,,D,Wayne Ables,43
Caldwell,U.S. Senate,,R,"""Bill"" Cassidy",1869
Caldwell,U.S. Senate,,R,Thomas Clements,109
Caldwell,U.S. Senate,,D,Mary L. Landrieu,1092
Caldwell,U.S. Senate,,R,"""Rob"" Maness",700
Caldwell,U.S. Senate,,L,Brannon Lee McMorris,38
Caldwell,U.S. Senate,,D,Vallian Senegal,8
Caldwell,U.S. Senate,,D,"William P. Waymire, Jr.",15
Cameron,U.S. Senate,,D,Wayne Ables,25
Cameron,U.S. Senate,,R,"""Bill"" Cassidy",1392
Cameron,U.S. Senate,,R,Thomas Clements,29
Cameron,U.S. Senate,,D,Mary L. Landrieu,663
Cameron,U.S. Senate,,R,"""Rob"" Maness",436
Cameron,U.S. Senate,,L,Brannon Lee McMorris,23
Cameron,U.S. Senate,,D,Vallian Senegal,11
Cameron,U.S. Senate,,D,"William P. Waymire, Jr.",13
Catahoula,U.S. Senate,,D,Wayne Ables,77
Catahoula,U.S. Senate,,R,"""Bill"" Cassidy",1758
Catahoula,U.S. Senate,,R,Thomas Clements,83
Catahoula,U.S. Senate,,D,Mary L. Landrieu,1285
Catahoula,U.S. Senate,,R,"""Rob"" Maness",451
Catahoula,U.S. Senate,,L,Brannon Lee McMorris,37
Catahoula,U.S. Senate,,D,Vallian Senegal,8
Catahoula,U.S. Senate,,D,"William P. Waymire, Jr.",21
Claiborne,U.S. Senate,,D,Wayne Ables,62
Claiborne,U.S. Senate,,R,"""Bill"" Cassidy",2053
Claiborne,U.S. Senate,,R,Thomas Clements,82
Claiborne,U.S. Senate,,D,Mary L. Landrieu,2185
Claiborne,U.S. Senate,,R,"""Rob"" Maness",657
Claiborne,U.S. Senate,,L,Brannon Lee McMorris,32
Claiborne,U.S. Senate,,D,Vallian Senegal,9
Claiborne,U.S. Senate,,D,"William P. Waymire, Jr.",18
Concordia,U.S. Senate,,D,Wayne Ables,109
Concordia,U.S. Senate,,R,"""Bill"" Cassidy",2699
Concordia,U.S. Senate,,R,Thomas Clements,109
Concordia,U.S. Senate,,D,Mary L. Landrieu,2783
