parish,precinct,office,district,party,candidate,votes
Acadia,01 01,U.S. Senate,,R,"""Bill"" Cassidy",407
Acadia,01 01,U.S. Senate,,D,Mary L. Landrieu,81
Acadia,01 02A,U.S. Senate,,R,"""Bill"" Cassidy",125
Acadia,01 02A,U.S. Senate,,D,Mary L. Landrieu,87
Acadia,01 02B,U.S. Senate,,R,"""Bill"" Cassidy",201
Acadia,01 02B,U.S. Senate,,D,Mary L. Landrieu,45
Acadia,01 03A,U.S. Senate,,R,"""Bill"" Cassidy",314
Acadia,01 03A,U.S. Senate,,D,Mary L. Landrieu,46
Acadia,01 03B,U.S. Senate,,R,"""Bill"" Cassidy",126
Acadia,01 03B,U.S. Senate,,D,Mary L. Landrieu,102
Acadia,01 04A,U.S. Senate,,R,"""Bill"" Cassidy",220
Acadia,01 04A,U.S. Senate,,D,Mary L. Landrieu,39
Acadia,01 04B,U.S. Senate,,R,"""Bill"" Cassidy",174
Acadia,01 04B,U.S. Senate,,D,Mary L. Landrieu,75
Acadia,01 05A,U.S. Senate,,R,"""Bill"" Cassidy",140
Acadia,01 05A,U.S. Senate,,D,Mary L. Landrieu,43
Acadia,01 05B,U.S. Senate,,R,"""Bill"" Cassidy",85
Acadia,01 05B,U.S. Senate,,D,Mary L. Landrieu,113
Acadia,01 06,U.S. Senate,,R,"""Bill"" Cassidy",16
Acadia,01 06,U.S. Senate,,D,Mary L. Landrieu,267
Acadia,01 07,U.S. Senate,,R,"""Bill"" Cassidy",47
Acadia,01 07,U.S. Senate,,D,Mary L. Landrieu,249
Acadia,01 08,U.S. Senate,,R,"""Bill"" Cassidy",185
Acadia,01 08,U.S. Senate,,D,Mary L. Landrieu,71
Acadia,01 09,U.S. Senate,,R,"""Bill"" Cassidy",273
Acadia,01 09,U.S. Senate,,D,Mary L. Landrieu,33
Acadia,02 01,U.S. Senate,,R,"""Bill"" Cassidy",365
Acadia,02 01,U.S. Senate,,D,Mary L. Landrieu,67
Acadia,02 02,U.S. Senate,,R,"""Bill"" Cassidy",339
Acadia,02 02,U.S. Senate,,D,Mary L. Landrieu,26
Acadia,02 03,U.S. Senate,,R,"""Bill"" Cassidy",194
Acadia,02 03,U.S. Senate,,D,Mary L. Landrieu,63
Acadia,02 04,U.S. Senate,,R,"""Bill"" Cassidy",222
Acadia,02 04,U.S. Senate,,D,Mary L. Landrieu,8
Acadia,02 05,U.S. Senate,,R,"""Bill"" Cassidy",242
Acadia,02 05,U.S. Senate,,D,Mary L. Landrieu,27
Acadia,03 01,U.S. Senate,,R,"""Bill"" Cassidy",313
Acadia,03 01,U.S. Senate,,D,Mary L. Landrieu,120
Acadia,03 02,U.S. Senate,,R,"""Bill"" Cassidy",327
Acadia,03 02,U.S. Senate,,D,Mary L. Landrieu,32
Acadia,03 03A,U.S. Senate,,R,"""Bill"" Cassidy",383
Acadia,03 03A,U.S. Senate,,D,Mary L. Landrieu,108
Acadia,03 03B,U.S. Senate,,R,"""Bill"" Cassidy",143
Acadia,03 03B,U.S. Senate,,D,Mary L. Landrieu,84
Acadia,03 04,U.S. Senate,,R,"""Bill"" Cassidy",36
Acadia,03 04,U.S. Senate,,D,Mary L. Landrieu,267
Acadia,03 05,U.S. Senate,,R,"""Bill"" Cassidy",115
Acadia,03 05,U.S. Senate,,D,Mary L. Landrieu,19
Acadia,03 06,U.S. Senate,,R,"""Bill"" Cassidy",131
Acadia,03 06,U.S. Senate,,D,Mary L. Landrieu,51
Acadia,03 07,U.S. Senate,,R,"""Bill"" Cassidy",373
Acadia,03 07,U.S. Senate,,D,Mary L. Landrieu,77
Acadia,04 01,U.S. Senate,,R,"""Bill"" Cassidy",205
Acadia,04 01,U.S. Senate,,D,Mary L. Landrieu,35
Acadia,04 02,U.S. Senate,,R,"""Bill"" Cassidy",287
Acadia,04 02,U.S. Senate,,D,Mary L. Landrieu,47
Acadia,04 04,U.S. Senate,,R,"""Bill"" Cassidy",430
Acadia,04 04,U.S. Senate,,D,Mary L. Landrieu,57
