county,office,district,party,candidate,votes
Total Votes,State House,29,DEM,Tyra Banks Sterling,517
East Baton Rouge,State House,29,DEM,Tyra Banks Sterling,448
West Baton Rouge,State House,29,DEM,Tyra Banks Sterling,69
Total Votes,State House,29,DEM,Edmond Jordan,1088
East Baton Rouge,State House,29,DEM,Edmond Jordan,500
West Baton Rouge,State House,29,DEM,Edmond Jordan,588
Total Votes,State House,29,DEM,Vereta T. Lee,848
East Baton Rouge,State House,29,DEM,Vereta T. Lee,769
West Baton Rouge,State House,29,DEM,Vereta T. Lee,79
Total Votes,State House,29,DEM,Albert White,273
East Baton Rouge,State House,29,DEM,Albert White,232
West Baton Rouge,State House,29,DEM,Albert White,41
Total Votes,State House,29,DEM,Victor Woods Jr.,758
East Baton Rouge,State House,29,DEM,Victor Woods Jr.,111
West Baton Rouge,State House,29,DEM,Victor Woods Jr.,647
